,date,date.1,open_apple,high_apple,low_apple,apple_price,apple_adj,volume_apple,divid,split coef,apple,iphone,apple watch,airpods
284,2019-03-25,2019-03-25,191.51,191.98,186.6,188.74,185.7946,43845293.0,0.0,1.0,39.0,29.16,26.1,26.24
283,2019-03-26,2019-03-26,191.664,192.88,184.58,186.79,183.8751,49800538.0,0.0,1.0,35.1,30.24,27.3,25.83
282,2019-03-27,2019-03-27,188.75,189.76,186.55,188.47,185.5288,29848427.0,0.0,1.0,27.3,29.52,24.6,26.24
281,2019-03-28,2019-03-28,188.95,189.55900000000003,187.53,188.72,185.7749,20780363.0,0.0,1.0,24.96,28.8,23.7,24.6
280,2019-03-29,2019-03-29,189.83,190.08,188.54,189.95,186.9857,23563961.0,0.0,1.0,25.74,28.44,24.0,22.55
279,2019-04-01,2019-04-01,191.64,191.68,188.38,191.24,188.2556,27861964.0,0.0,1.0,29.14,30.1,23.2,34.92
278,2019-04-02,2019-04-02,191.09,194.46,191.05,194.02,190.9922,22765732.0,0.0,1.0,29.14,29.75,23.2,30.96
277,2019-04-03,2019-04-03,193.25,196.5,193.15,195.35,192.3015,23271830.0,0.0,1.0,29.14,29.4,21.46,31.68
276,2019-04-04,2019-04-04,194.79,196.37,193.14,195.69,192.6362,19114275.0,0.0,1.0,28.83,29.4,22.33,36.0
275,2019-04-05,2019-04-05,196.45,197.1,195.93,197.0,193.9257,18526644.0,0.0,1.0,28.83,30.1,22.33,32.04
274,2019-04-08,2019-04-08,196.42,200.23,196.34,200.1,196.9773,25881697.0,0.0,1.0,28.52,30.45,22.41,26.1
273,2019-04-09,2019-04-09,200.32,202.85,199.23,199.5,196.3867,35768237.0,0.0,1.0,27.9,29.4,22.95000000000001,24.3
272,2019-04-10,2019-04-10,198.68,200.74,198.18,200.62,197.4892,21695288.0,0.0,1.0,28.21,29.05,21.33,21.3
271,2019-04-11,2019-04-11,200.85,201.0,198.4431,198.95,195.8453,20900808.0,0.0,1.0,27.28,29.05,21.33,22.8
270,2019-04-12,2019-04-12,199.2,200.14,196.21,198.87,195.7665,27760668.0,0.0,1.0,27.59,29.4,19.71,24.0
269,2019-04-15,2019-04-15,198.58,199.85,198.01,199.23,196.1209,17536646.0,0.0,1.0,28.48,29.05,23.49,23.7
268,2019-04-16,2019-04-16,199.46,201.37,198.56,199.25,196.1406,25696385.0,0.0,1.0,30.08,29.75,23.78,23.7
267,2019-04-17,2019-04-17,199.54,203.38,198.61,203.13,199.9601,28906780.0,0.0,1.0,29.44,29.05,23.2,24.0
266,2019-04-18,2019-04-18,203.12,204.15,202.52,203.86,200.6787,24195766.0,0.0,1.0,27.84,30.1,23.49,24.3
265,2019-04-22,2019-04-22,202.83,204.94,202.34,204.53,201.3382,19439545.0,0.0,1.0,29.14,30.45,25.5,24.07
264,2019-04-23,2019-04-23,204.43,207.75,203.9,207.48,204.2422,23322991.0,0.0,1.0,29.45,29.05,25.8,22.62
263,2019-04-24,2019-04-24,207.36,208.48,207.05,207.16,203.9272,17540609.0,0.0,1.0,27.59,28.7,25.5,22.91
262,2019-04-25,2019-04-25,206.83,207.76,205.12,205.28,202.0765,18543206.0,0.0,1.0,27.9,29.05,25.8,21.46
261,2019-04-26,2019-04-26,204.9,205.0,202.12,204.3,201.1118,18649102.0,0.0,1.0,27.59,28.35,23.7,19.72
260,2019-04-29,2019-04-29,204.4,205.97,203.86,204.61,201.417,22204716.0,0.0,1.0,27.59,29.16,25.2,20.44
259,2019-04-30,2019-04-30,203.06,203.4,199.11,200.67,197.5384,46534923.0,0.0,1.0,30.38,30.6,24.3,17.92
258,2019-05-01,2019-05-01,209.88,215.31,209.23,210.52,207.2347,64827328.0,0.0,1.0,27.9,30.6,17.7,21.840000000000003
257,2019-05-02,2019-05-02,209.84,212.65,208.13,209.15,205.8861,31996324.0,0.0,1.0,27.28,30.24,19.2,22.12
256,2019-05-03,2019-05-03,210.89,211.84,210.23,211.75,208.4455,20892378.0,0.0,1.0,27.59,30.24,19.5,22.96
255,2019-05-06,2019-05-06,204.29,208.84,203.5,208.48,205.2266,32443113.0,0.0,1.0,28.48,30.1,22.44,23.520000000000003
254,2019-05-07,2019-05-07,205.88,207.4175,200.825,202.86,199.6943,38763698.0,0.0,1.0,28.48,29.4,25.08,22.4
253,2019-05-08,2019-05-08,201.9,205.34,201.75,202.9,199.7336,26339504.0,0.0,1.0,28.48,29.4,23.43,21.840000000000003
252,2019-05-09,2019-05-09,200.4,201.68,196.66,200.72,197.5877,34908607.0,0.0,1.0,28.16,29.05,22.44,21.840000000000003
251,2019-05-10,2019-05-10,197.419,198.85,192.77,197.18,194.8609,41208712.0,0.77,1.0,28.8,29.75,23.76,22.680000000000003
250,2019-05-13,2019-05-13,187.71,189.48,182.85,185.72,183.5357,57430623.0,0.0,1.0,30.08,31.68,24.75,22.14
249,2019-05-14,2019-05-14,186.41,189.7,185.41,188.66,186.4411,36529677.0,0.0,1.0,30.08,30.96,22.11,21.33
248,2019-05-15,2019-05-15,186.27,191.75,186.02,190.92,188.6745,26544718.0,0.0,1.0,28.48,30.24,23.76,21.87
247,2019-05-16,2019-05-16,189.91,192.4689,188.84,190.08,187.8444,33031364.0,0.0,1.0,27.84,29.16,22.77,21.33
246,2019-05-17,2019-05-17,186.93,190.9,186.76,189.0,186.7771,32879090.0,0.0,1.0,28.16,31.32,22.44,18.9
245,2019-05-20,2019-05-20,183.52,184.349,180.2839,183.09,180.9366,38612290.0,0.0,1.0,30.4,37.0,21.39,19.75
244,2019-05-21,2019-05-21,185.22,188.0,184.7,186.6,184.4053,28364848.0,0.0,1.0,28.8,31.82,21.7,18.0
243,2019-05-22,2019-05-22,184.66,185.71,182.55,182.78,180.6303,29748556.0,0.0,1.0,27.84,30.34,21.7,18.5
242,2019-05-23,2019-05-23,179.8,180.54,177.81,179.66,177.547,36529736.0,0.0,1.0,28.16,31.45,21.08,17.75
241,2019-05-24,2019-05-24,180.2,182.14,178.62,178.97,176.8651,23714686.0,0.0,1.0,27.84,31.82,21.7,19.5
240,2019-05-28,2019-05-28,178.92,180.59,177.91,178.23,176.1338,27948160.0,0.0,1.0,28.16,34.41,23.1,16.0
239,2019-05-29,2019-05-29,176.42,179.35,176.0,177.38,175.2938,28481165.0,0.0,1.0,28.48,32.93,22.11,20.0
238,2019-05-30,2019-05-30,177.95,179.23,176.67,178.3,176.203,21218412.0,0.0,1.0,27.84,33.67,21.78,19.5
237,2019-05-31,2019-05-31,176.23,177.99,174.99,175.07,173.0109,27043584.0,0.0,1.0,27.84,33.3,24.09,18.25
236,2019-06-03,2019-06-03,175.6,177.92,170.27,173.3,171.2618,40396069.0,0.0,1.0,36.66,33.93,30.1,20.75
235,2019-06-04,2019-06-04,175.44,179.83,174.52,179.64,177.5272,30967961.0,0.0,1.0,39.0,33.54,30.1,20.75
234,2019-06-05,2019-06-05,184.28,184.99,181.14,182.54,180.3931,29773427.0,0.0,1.0,35.88,32.76,28.35,20.5
233,2019-06-06,2019-06-06,183.08,185.47,182.1489,185.22,183.0416,22526311.0,0.0,1.0,32.76,32.76,26.95,20.0
232,2019-06-07,2019-06-07,186.51,191.92,185.77,190.15,187.9136,30684393.0,0.0,1.0,30.42,32.76,28.0,20.5
231,2019-06-10,2019-06-10,191.81,195.37,191.62,192.58,190.315,26220851.0,0.0,1.0,25.08,31.08,28.22,19.75
230,2019-06-11,2019-06-11,194.86,196.0,193.6,194.81,192.5188,26932882.0,0.0,1.0,24.75,30.34,27.88000000000001,18.5
229,2019-06-12,2019-06-12,193.95,195.97,193.385,194.19,191.9061,18253189.0,0.0,1.0,24.42,30.71,29.92,19.5
228,2019-06-13,2019-06-13,194.7,196.79,193.6,194.15,191.8665,21674625.0,0.0,1.0,24.09,30.34,25.840000000000003,21.0
227,2019-06-14,2019-06-14,191.545,193.5863,190.3,192.74,190.4731,18761474.0,0.0,1.0,24.75,29.97,26.86000000000001,20.75
226,2019-06-17,2019-06-17,192.9,194.96,192.17,193.89,191.6096,14669144.0,0.0,1.0,23.68,32.68,29.58,20.0
225,2019-06-18,2019-06-18,196.05,200.29,195.21,198.45,196.116,26551004.0,0.0,1.0,24.0,31.92,29.58,20.75
224,2019-06-19,2019-06-19,199.68,199.88,197.31,197.87,195.5428,21124235.0,0.0,1.0,23.68,33.06,28.56,20.0
223,2019-06-20,2019-06-20,200.37,200.61,198.03,199.46,197.1141,21513988.0,0.0,1.0,23.04,30.78,24.48,19.5
222,2019-06-21,2019-06-21,198.8,200.85,198.15,198.78,196.4421,47800589.0,0.0,1.0,23.68,31.54,26.180000000000003,18.75
221,2019-06-24,2019-06-24,198.54,200.16,198.17,198.58,196.2444,18220421.0,0.0,1.0,23.76,33.06,25.28,19.68
220,2019-06-25,2019-06-25,198.43,199.26,195.29,195.57,193.2698,21070334.0,0.0,1.0,24.09,31.54,24.32,18.72
219,2019-06-26,2019-06-26,197.77,200.99,197.35,199.8,197.4501,26067512.0,0.0,1.0,23.76,31.92,24.32,17.759999999999994
218,2019-06-27,2019-06-27,200.29,201.57,199.57,199.74,197.3908,20899717.0,0.0,1.0,23.76,30.78,23.04,20.16
217,2019-06-28,2019-06-28,198.68,199.495,197.05,197.92,195.5922,31110642.0,0.0,1.0,24.75,31.92,26.24,19.68
216,2019-07-01,2019-07-01,203.17,204.49,200.65,201.55,199.1795,27316739.0,0.0,1.0,28.48,34.2,20.77,17.759999999999994
215,2019-07-02,2019-07-02,201.41,203.1323,201.36,202.73,200.3456,16935217.0,0.0,1.0,27.84,34.2,18.91,16.8
214,2019-07-03,2019-07-03,203.28,204.44,202.6901,204.41,202.0059,11362045.0,0.0,1.0,28.16,36.1,18.29,18.96
213,2019-07-05,2019-07-05,203.35,205.08,202.9,204.23,201.828,17265518.0,0.0,1.0,27.2,35.72,18.91,17.52
212,2019-07-08,2019-07-08,200.81,201.4,198.41,200.02,197.6675,25338628.0,0.0,1.0,28.48,35.34,20.16,20.75
211,2019-07-09,2019-07-09,199.2,201.51,198.81,201.24,198.8731,20578015.0,0.0,1.0,28.16,34.96,21.44,19.75
210,2019-07-10,2019-07-10,201.85,203.73,201.56,203.23,200.8397,17897138.0,0.0,1.0,28.48,34.2,20.16,20.5
209,2019-07-11,2019-07-11,203.31,204.39,201.71,201.75,199.3771,20191842.0,0.0,1.0,28.48,34.58,20.8,20.25
208,2019-07-12,2019-07-12,202.45,204.0,202.2,203.3,200.9089,17595212.0,0.0,1.0,26.88,34.58,20.48,19.25
207,2019-07-15,2019-07-15,204.09,205.87,204.0,205.21,202.7965,16947420.0,0.0,1.0,34.0,38.22,38.0,27.0
206,2019-07-16,2019-07-16,204.59,206.11,203.5,204.5,202.0948,16866816.0,0.0,1.0,32.980000000000004,36.66,33.82,23.76
205,2019-07-17,2019-07-17,204.05,205.0915,203.27,203.35,200.9583,14107450.0,0.0,1.0,30.26,36.27,29.26,21.33
204,2019-07-18,2019-07-18,204.0,205.88,203.7,205.66,203.2412,18582161.0,0.0,1.0,29.58,37.05,27.74,21.06
203,2019-07-19,2019-07-19,205.79,206.5,202.36,202.59,200.2073,20929307.0,0.0,1.0,29.24,36.27,25.84,22.14
202,2019-07-22,2019-07-22,203.65,207.23,203.61,207.22,204.7828,22277932.0,0.0,1.0,29.04000000000001,35.34,22.44,19.0
201,2019-07-23,2019-07-23,208.46,208.91,207.29,208.84,206.3838,18355210.0,0.0,1.0,29.37,34.58,23.8,18.75
200,2019-07-24,2019-07-24,207.67,209.15,207.17,208.67,206.2158,14991567.0,0.0,1.0,28.71,34.96,23.8,18.5
199,2019-07-25,2019-07-25,208.89,209.24,206.73,207.02,204.5852,13909535.0,0.0,1.0,29.37,34.2,22.44,19.5
198,2019-07-26,2019-07-26,207.48,209.73,207.14,207.74,205.2967,17618874.0,0.0,1.0,29.04000000000001,34.96,22.1,19.25
197,2019-07-29,2019-07-29,208.46,210.64,208.44,209.68,207.2139,21673389.0,0.0,1.0,29.70000000000001,35.34,22.77,16.560000000000002
196,2019-07-30,2019-07-30,208.76,210.16,207.31,208.78,206.3245,33935718.0,0.0,1.0,30.69,34.96,21.45,16.330000000000002
195,2019-07-31,2019-07-31,216.42,221.37,211.3,213.04,210.5344,69281361.0,0.0,1.0,30.03,34.2,21.78,18.17
194,2019-08-01,2019-08-01,213.9,218.03,206.7435,208.43,205.9786,54017922.0,0.0,1.0,8.58,32.68,28.38000000000001,18.630000000000006
193,2019-08-02,2019-08-02,205.53,206.43,201.63,204.02,201.6204,40862122.0,0.0,1.0,8.58,34.2,28.38000000000001,18.630000000000006
192,2019-08-05,2019-08-05,197.99,198.649,192.58,193.34,191.0661,52392969.0,0.0,1.0,8.84,33.06,27.2,19.92
191,2019-08-06,2019-08-06,196.31,198.067,194.04,197.0,194.683,35824787.0,0.0,1.0,9.18,32.68,27.2,17.759999999999994
190,2019-08-07,2019-08-07,195.41,199.56,193.82,199.04,196.699,33364400.0,0.0,1.0,8.84,32.3,24.64,18.96
189,2019-08-08,2019-08-08,200.2,203.53,199.39,203.43,201.0374,27009523.0,0.0,1.0,9.18,33.82,26.24,20.64
188,2019-08-09,2019-08-09,201.3,202.76,199.29,200.99,199.387,24619746.0,0.77,1.0,9.18,33.44,24.64,18.48
187,2019-08-12,2019-08-12,199.62,202.0516,199.15,200.48,198.8811,22481889.0,0.0,1.0,10.15,33.82,26.7,19.2
186,2019-08-13,2019-08-13,201.02,212.14,200.83,208.97,207.3034,47539786.0,0.0,1.0,9.8,33.06,24.6,20.4
185,2019-08-14,2019-08-14,203.16,206.44,202.5869,202.75,201.133,36547443.0,0.0,1.0,9.8,33.06,24.9,20.4
184,2019-08-15,2019-08-15,203.46,205.14,199.67,201.74,200.131,27883363.0,0.0,1.0,9.1,33.06,24.3,19.92
183,2019-08-16,2019-08-16,204.28,207.16,203.84,206.5,204.8531,28813624.0,0.0,1.0,9.45,33.06,23.4,19.44
182,2019-08-19,2019-08-19,210.62,212.7307,210.025,210.35,208.6724,24431915.0,0.0,1.0,9.72,31.92,25.73,20.25
181,2019-08-20,2019-08-20,210.88,213.35,210.32,210.36,208.6823,26919529.0,0.0,1.0,10.44,33.44,24.8,20.5
180,2019-08-21,2019-08-21,212.99,213.65,211.6032,212.64,210.9441,21564747.0,0.0,1.0,10.08,31.92,25.42,21.5
179,2019-08-22,2019-08-22,213.19,214.435,210.75,212.46,210.7656,22267819.0,0.0,1.0,10.44,32.3,25.42,22.0
178,2019-08-23,2019-08-23,209.43,212.051,201.0,202.64,201.0239,46882843.0,0.0,1.0,10.08,32.3,24.8,22.75
177,2019-08-26,2019-08-26,205.86,207.19,205.0573,206.49,204.8432,26066130.0,0.0,1.0,15.68,31.08,22.5,23.49
176,2019-08-27,2019-08-27,207.86,208.55,203.53,204.16,202.5317,25897344.0,0.0,1.0,15.12,31.45,24.6,23.22
175,2019-08-28,2019-08-28,204.1,205.72,203.32,205.53,203.8908,15957632.0,0.0,1.0,15.12,31.08,24.9,25.38000000000001
174,2019-08-29,2019-08-29,208.5,209.32,206.655,209.01,207.3431,21007652.0,0.0,1.0,15.12,30.71,22.5,25.11000000000001
173,2019-08-30,2019-08-30,210.16,210.45,207.2,208.74,207.0752,21162561.0,0.0,1.0,38.08000000000001,31.45,23.1,23.49
172,2019-09-03,2019-09-03,206.43,206.98,204.22,205.7,204.0595,20059574.0,0.0,1.0,70.0,12.16,11.760000000000002,20.790000000000006
171,2019-09-04,2019-09-04,208.39,209.48,207.32,209.19,207.5216,19216820.0,0.0,1.0,76.0,12.16,10.64,21.06
170,2019-09-05,2019-09-05,212.0,213.97,211.51,213.28,211.579,23946984.0,0.0,1.0,82.0,11.4,10.64,19.44
169,2019-09-06,2019-09-06,214.05,214.42,212.51,213.26,211.5592,19362294.0,0.0,1.0,74.0,12.54,10.080000000000002,18.36
168,2019-09-09,2019-09-09,214.84,216.44,211.07,214.17,212.4619,27309401.0,0.0,1.0,59.52,26.25,17.94,24.3
167,2019-09-10,2019-09-10,213.86,216.78,211.71,216.7,214.9717,31777931.0,0.0,1.0,96.0,63.0,41.4,29.1
166,2019-09-11,2019-09-11,218.07,223.71,217.73,223.59,221.8068,44289646.0,0.0,1.0,77.75999999999998,75.0,42.32,27.6
165,2019-09-12,2019-09-12,224.8,226.42,222.86,223.085,221.3058,32226669.0,0.0,1.0,66.24,50.25,30.82,24.9
164,2019-09-13,2019-09-13,220.0,220.79,217.02,218.75,217.0054,39763296.0,0.0,1.0,64.32,46.5,28.06,23.7
163,2019-09-16,2019-09-16,217.73,220.13,217.56,219.9,218.1462,21158141.0,0.0,1.0,51.46,26.22,21.84,23.24
162,2019-09-17,2019-09-17,219.96,220.82,219.12,220.7,218.9398,18386468.0,0.0,1.0,50.63,24.51,20.58,23.520000000000003
161,2019-09-18,2019-09-18,221.06,222.85,219.44,222.77,220.9933,25643093.0,0.0,1.0,50.63,23.94,21.42,22.680000000000003
160,2019-09-19,2019-09-19,222.01,223.76,220.37,220.96,219.1978,22187876.0,0.0,1.0,49.8,23.94,21.0,21.840000000000003
159,2019-09-20,2019-09-20,221.38,222.56,217.473,217.73,215.9935,57977094.0,0.0,1.0,50.63,31.92,27.3,22.4
158,2019-09-23,2019-09-23,218.95,219.84,217.65,218.72,216.9756,19419648.0,0.0,1.0,37.05,30.68,37.5,26.1
157,2019-09-24,2019-09-24,221.055,222.49,217.19,217.68,215.9439,31434367.0,0.0,1.0,33.800000000000004,29.5,35.5,26.7
156,2019-09-25,2019-09-25,218.55,221.5,217.1402,221.03,219.2672,22481006.0,0.0,1.0,29.9,27.73,32.5,27.6
155,2019-09-26,2019-09-26,220.0,220.94,218.83,219.89,218.1363,19088312.0,0.0,1.0,29.25,27.73,32.0,26.4
154,2019-09-27,2019-09-27,220.54,220.96,217.2814,218.82,217.0748,25361285.0,0.0,1.0,24.05,26.55,31.5,23.4
153,2019-09-30,2019-09-30,220.9,224.58,220.79,223.97,222.1838,26318583.0,0.0,1.0,15.75,21.5,24.19,23.49
152,2019-10-01,2019-10-01,225.07,228.22,224.2,224.59,222.7988,36187163.0,0.0,1.0,36.45,43.5,35.26,6.38
151,2019-10-02,2019-10-02,223.06,223.58,217.93,218.96,217.2137,35767257.0,0.0,1.0,34.65,42.0,32.8,6.67
150,2019-10-03,2019-10-03,218.43,220.96,215.132,220.82,219.0589,30352686.0,0.0,1.0,34.65,43.0,31.16,6.959999999999999
149,2019-10-04,2019-10-04,225.64,227.49,223.89,227.01,225.1995,34755553.0,0.0,1.0,37.35,43.0,35.26,6.67
148,2019-10-07,2019-10-07,226.27,229.93,225.84,227.06,225.2491,30889269.0,0.0,1.0,35.64,43.12,33.15,6.959999999999999
147,2019-10-08,2019-10-08,225.82,228.06,224.33,224.4,222.6103,29282700.0,0.0,1.0,34.76,42.63,31.98,6.67
146,2019-10-09,2019-10-09,227.03,227.79,225.64,227.03,225.2194,19029424.0,0.0,1.0,34.32,44.1,33.54,7.249999999999999
145,2019-10-10,2019-10-10,227.93,230.44,227.3,230.09,228.2549,28962984.0,0.0,1.0,33.88,41.65,31.98,6.67
144,2019-10-11,2019-10-11,232.95,237.64,232.3075,236.21,234.3261,41990210.0,0.0,1.0,34.76,40.67,29.64,6.38
143,2019-10-14,2019-10-14,234.9,238.1342,234.6701,235.87,233.9888,24413484.0,0.0,1.0,34.44,40.89,26.520000000000003,6.6
142,2019-10-15,2019-10-15,236.39,237.65,234.88,235.32,233.4432,23040483.0,0.0,1.0,31.5,39.48,24.14,7.1999999999999975
141,2019-10-16,2019-10-16,233.37,235.24,233.2,234.37,232.5008,19286694.0,0.0,1.0,31.5,38.54,24.82,6.9
140,2019-10-17,2019-10-17,235.09,236.15,233.52,235.28,233.4036,17272897.0,0.0,1.0,30.66,39.01,23.12,6.9
139,2019-10-18,2019-10-18,234.59,237.58,234.29,236.41,234.5245,24248023.0,0.0,1.0,31.08,38.54,22.78,6.9
138,2019-10-21,2019-10-21,237.52,240.99,237.32,240.51,238.5918,21811567.0,0.0,1.0,31.57,33.97,23.04,7.439999999999999
137,2019-10-22,2019-10-22,241.16,242.2,239.6218,239.96,238.0462,22684001.0,0.0,1.0,29.52,33.11,21.44,7.439999999999999
136,2019-10-23,2019-10-23,242.1,243.24,241.22,243.18,241.2405,19932545.0,0.0,1.0,29.11,33.11,21.76,8.06
135,2019-10-24,2019-10-24,244.51,244.8,241.805,243.58,241.6374,17916255.0,0.0,1.0,27.47,31.82,22.72,7.439999999999999
134,2019-10-25,2019-10-25,243.16,246.73,242.88,246.58,244.6134,18369296.0,0.0,1.0,28.7,32.68,22.08,7.13
133,2019-10-28,2019-10-28,247.42,249.25,246.72,249.05,247.0637,23655368.0,0.0,1.0,32.76,32.34,21.39,60.0
132,2019-10-29,2019-10-29,248.97,249.75,242.57,243.29,241.3497,35709867.0,0.0,1.0,33.18,31.92,21.08,80.0
131,2019-10-30,2019-10-30,244.76,245.3,241.21,243.26,241.3199,31130522.0,0.0,1.0,32.76,30.66,20.77,59.2
130,2019-10-31,2019-10-31,247.24,249.17,237.26,248.76,246.776,34790520.0,0.0,1.0,29.82,29.4,18.29,46.40000000000001
129,2019-11-01,2019-11-01,249.54,255.93,249.16,255.82,253.7797,37781334.0,0.0,1.0,19.32,25.2,5.27,33.6
128,2019-11-04,2019-11-04,257.33,257.845,255.38,257.5,255.4463,25817952.0,0.0,1.0,18.0,26.23,6.84,17.34
127,2019-11-05,2019-11-05,257.05,258.19,256.32,257.13,255.0793,19974427.0,0.0,1.0,17.2,25.37,6.48,15.81
126,2019-11-06,2019-11-06,256.77,257.49,255.365,257.24,255.1884,18966124.0,0.0,1.0,17.2,24.94,6.48,15.81
125,2019-11-07,2019-11-07,258.74,260.35,258.11,259.43,258.1248,23735083.0,0.77,1.0,16.8,24.94,6.48,15.3
124,2019-11-08,2019-11-08,258.69,260.44,256.85,260.14,258.8312,17520495.0,0.0,1.0,16.8,25.37,7.1999999999999975,14.79
123,2019-11-11,2019-11-11,258.3,262.47,258.28,262.2,260.8809,20507459.0,0.0,1.0,19.35,25.42,8.19,12.76
122,2019-11-12,2019-11-12,261.55,262.79,260.92,261.96,260.6421,21847226.0,0.0,1.0,18.49,24.19,7.8000000000000025,12.76
121,2019-11-13,2019-11-13,261.13,264.78,261.07,264.47,263.1395,25817593.0,0.0,1.0,19.35,23.78,7.41,13.2
120,2019-11-14,2019-11-14,263.75,264.88,262.1,262.64,261.3187,22395556.0,0.0,1.0,20.21,23.78,8.97,12.32
119,2019-11-15,2019-11-15,263.68,265.78,263.01,265.76,264.423,25093666.0,0.0,1.0,21.93,23.37,8.58,12.32
118,2019-11-18,2019-11-18,265.8,267.43,264.23,267.1,265.7562,21700897.0,0.0,1.0,19.35,24.19,9.46,13.63
117,2019-11-19,2019-11-19,267.9,268.0,265.3926,266.29,264.9503,19069597.0,0.0,1.0,18.49,23.78,9.89,13.16
116,2019-11-20,2019-11-20,265.54,266.083,260.4,263.19,261.8659,26609919.0,0.0,1.0,19.35,23.78,9.89,13.63
115,2019-11-21,2019-11-21,263.69,264.005,261.18,262.01,260.6918,30348778.0,0.0,1.0,18.92,23.78,9.89,13.63
114,2019-11-22,2019-11-22,262.59,263.18,260.84,261.78,260.463,16331263.0,0.0,1.0,19.78,24.19,10.32,13.16
113,2019-11-25,2019-11-25,262.71,266.44,262.52,266.37,265.0299,21029517.0,0.0,1.0,32.64,32.13,23.76,28.35
112,2019-11-26,2019-11-26,266.94,267.16,262.5,264.29,262.9604,26334882.0,0.0,1.0,35.84,32.64,25.52,27.54000000000001
111,2019-11-27,2019-11-27,265.58,267.98,265.31,267.84,266.4925,16386122.0,0.0,1.0,44.8,34.17,30.8,31.590000000000003
110,2019-11-29,2019-11-29,266.6,268.0,265.9,267.25,265.9055,11654363.0,0.0,1.0,64.0,51.0,88.0,81.0
109,2019-12-02,2019-12-02,267.27,268.25,263.45,264.16,262.831,23693550.0,0.0,1.0,34.309999999999995,30.08,35.2,31.5
108,2019-12-03,2019-12-03,258.31,259.53,256.29,259.45,258.1447,29377268.0,0.0,1.0,27.26,27.73,21.76,22.05
107,2019-12-04,2019-12-04,261.07,263.31,260.68,261.74,260.4232,16810388.0,0.0,1.0,23.03,25.85,17.28,16.38
106,2019-12-05,2019-12-05,263.79,265.89,262.73,265.58,264.2439,18661343.0,0.0,1.0,25.85,25.38,16.64,16.38
105,2019-12-06,2019-12-06,267.48,271.0,267.3,270.71,269.3481,26547493.0,0.0,1.0,24.91,25.38,16.64,15.75
104,2019-12-09,2019-12-09,270.0,270.8,264.91,266.92,265.5771,32182645.0,0.0,1.0,19.6,22.79,13.77,13.78
103,2019-12-10,2019-12-10,268.6,270.07,265.86,268.48,267.1293,22632383.0,0.0,1.0,19.6,22.36,13.26,13.78
102,2019-12-11,2019-12-11,268.81,271.1,268.5,270.77,269.4078,19723391.0,0.0,1.0,20.0,22.36,13.26,14.31
101,2019-12-12,2019-12-12,267.78,272.5599,267.321,271.46,270.0943,34437042.0,0.0,1.0,19.200000000000006,21.93,13.77,14.84
100,2019-12-13,2019-12-13,271.46,275.3,270.93,275.15,273.7657,33432806.0,0.0,1.0,20.4,23.22,13.77,14.84
99,2019-12-16,2019-12-16,277.0,280.79,276.98,279.86,278.452,32081105.0,0.0,1.0,22.36,26.68,15.9,16.529999999999998
98,2019-12-17,2019-12-17,279.57,281.77,278.8,280.41,278.9993,28575798.0,0.0,1.0,21.93,25.76,15.37,17.099999999999998
97,2019-12-18,2019-12-18,279.8,281.9,279.12,279.74,278.3326,29024687.0,0.0,1.0,21.5,24.84,14.31,16.529999999999998
96,2019-12-19,2019-12-19,279.5,281.18,278.95,280.02,278.6112,24626947.0,0.0,1.0,21.5,25.3,13.25,15.96
95,2019-12-20,2019-12-20,282.23,282.65,278.56,279.44,278.0341,69032743.0,0.0,1.0,21.93,26.68,14.84,17.099999999999998
94,2019-12-23,2019-12-23,280.53,284.25,280.3735,284.0,282.5712,24677883.0,0.0,1.0,34.8,37.17,31.04,36.0
93,2019-12-24,2019-12-24,284.69,284.89,282.9197,284.27,282.8398,12119714.0,0.0,1.0,38.86,38.94,33.95,36.0
92,2019-12-26,2019-12-26,284.82,289.98,284.7,289.91,288.4515,23334004.0,0.0,1.0,48.13999999999999,50.15,75.66,74.0
91,2019-12-27,2019-12-27,291.12,293.97,288.12,289.8,288.342,36592936.0,0.0,1.0,38.28,43.07,49.47,48.0
90,2019-12-30,2019-12-30,289.46,292.69,285.22,291.52,290.0534,36059614.0,0.0,1.0,22.26,27.6,17.6,15.9
89,2019-12-31,2019-12-31,289.93,293.68,289.52,293.65,292.1726,25247625.0,0.0,1.0,22.26,28.06,15.95,14.31
88,2020-01-02,2020-01-02,296.24,300.6,295.19,300.35,298.8389,33911864.0,0.0,1.0,42.0,43.7,55.00000000000001,53.0
87,2020-01-03,2020-01-03,297.15,300.58,296.5,297.43,295.9336,36633878.0,0.0,1.0,40.74,43.7,53.90000000000001,52.47000000000001
86,2020-01-06,2020-01-06,293.79,299.96,292.75,299.8,298.2917,29644644.0,0.0,1.0,34.2,36.08,37.41,44.65
85,2020-01-07,2020-01-07,299.84,300.9,297.48,298.39,296.8888,27877655.0,0.0,1.0,33.82,34.85,35.69,44.18
84,2020-01-08,2020-01-08,297.16,304.4399,297.156,303.19,301.6647,33090946.0,0.0,1.0,33.06,34.03,32.25,42.77
83,2020-01-09,2020-01-09,307.235,310.43,306.2,309.63,308.0723,42621542.0,0.0,1.0,33.06,33.62,32.25,46.06
82,2020-01-10,2020-01-10,310.6,312.67,308.25,310.33,308.7687,35217272.0,0.0,1.0,32.3,34.44,32.25,42.77
81,2020-01-13,2020-01-13,311.64,317.07,311.15,316.96,315.3654,30028742.0,0.0,1.0,29.52,29.64,25.53,35.26
