,Unnamed: 0,date,open_apple,high_apple,low_apple,apple_price,apple_adj,volume_apple,divid,split coef,apple,iphone,apple_watch,airpods,wei_dyn_corr,dynamic_corr,apple_gen_trend,wei_apple_trend,weighted_apple_trend,diff_wei_trend
111,111,2018-06-13,192.42,192.88,190.44,190.7,185.6182,21638393.0,0.0,1.0,26.180000000000003,36.08,29.92,7.04,0.593028960975555,0.8679008996538891,99.22,23.21625,27.005000000000003,-0.7439999999999998
112,112,2018-06-14,191.55,191.57,190.22,190.8,185.7155,21610074.0,0.0,1.0,26.180000000000003,35.66999999999999,26.520000000000003,6.4,0.6150529476153,0.888937361918149,94.77,23.34075,26.62,0.12450000000000117
113,113,2018-06-15,190.03,190.16,188.26,188.84,183.8077,61719160.0,0.0,1.0,28.56,37.72,27.88000000000001,7.28,0.606147385575755,0.880658000001662,101.44,23.11425,28.745,-0.22650000000000148
114,114,2018-06-18,187.88,189.22,187.2,188.74,183.7104,18484865.0,0.0,1.0,26.4,37.8,27.72,8.0,0.675721685543607,0.8931812001489571,99.92,23.93925,27.399,0.8250000000000028
115,115,2018-06-19,185.14,186.33,183.45,185.69,180.7417,33578455.0,0.0,1.0,26.07,36.96,24.09,6.8,0.630681474269705,0.906366036756525,93.92,24.70925,26.65425,0.7699999999999996
116,116,2018-06-20,186.35,187.2,185.73,186.5,181.5301,20628701.0,0.0,1.0,26.4,36.12,26.07,7.92,0.594398233532792,0.8876615239445179,96.51,23.608,26.93325,-1.1012500000000003
117,117,2018-06-21,187.25,188.35,184.94,185.46,180.5178,25711898.0,0.0,1.0,25.08,36.96,25.08,6.88,0.637346118740124,0.8994803592965859,94.0,22.867,26.091,-0.7409999999999997
118,118,2018-06-22,186.12,186.15,184.7,184.92,179.9922,27200447.0,0.0,1.0,24.42,37.38,23.76,6.96,0.568694568945323,0.895475146626065,92.52,22.90125,25.653000000000002,0.034250000000000114
119,119,2018-06-25,183.4,184.92,180.73,182.17,177.3155,31663096.0,0.0,1.0,25.74,36.96,23.87,7.84,0.474937616415745,0.88735558102376,94.41,22.51575,26.50125,-0.3855000000000004
120,120,2018-06-26,182.99,186.53,182.54,184.43,179.5153,24569201.0,0.0,1.0,25.41,36.54,22.94,7.68,0.5601669656102111,0.890787756566752,92.57,22.3165,26.121000000000002,-0.19924999999999926
121,121,2018-06-27,185.2278,187.28,184.03,184.16,179.2524,25285328.0,0.0,1.0,24.75,35.7,22.01,7.44,0.543619103764865,0.88921704891617,89.9,22.856,25.43625,0.5395000000000003
122,122,2018-06-28,184.1,186.21,183.8,185.5,180.5567,17365235.0,0.0,1.0,26.07,36.96,22.01,7.76,0.39646265205106296,0.86129529943563,92.8,22.2305,26.570249999999998,-0.6255000000000024
123,123,2018-06-29,186.29,187.19,182.91,185.11,180.1771,22737666.0,0.0,1.0,26.4,37.38,22.01,7.2,0.5497101260351099,0.882094494438252,92.99,22.7045,26.82675,0.4740000000000002
124,124,2018-07-02,183.82,187.3,183.42,187.18,182.192,17731343.0,0.0,1.0,27.52,38.22,24.36,6.08,0.613163049848125,0.896064816271393,96.18,22.287,27.815,-0.4175000000000004
125,125,2018-07-03,187.79,187.95,183.54,183.92,179.0188,13954806.0,0.0,1.0,27.84,36.54,24.36,6.5600000000000005,0.6896945163645561,0.910117578341343,95.3,27.75325,27.723000000000003,5.466250000000002
