,Unnamed: 0,date,open_apple,high_apple,low_apple,apple_price,apple_adj,volume_apple,divid,split coef,apple,iphone,apple_watch,airpods,wei_dyn_corr,dynamic_corr,apple_gen_trend,wei_apple_trend,weighted_apple_trend,diff_wei_trend
126,126,2018-07-05,185.26,186.41,184.28,185.4,180.4594,16604248.0,0.0,1.0,28.48,39.9,25.52,6.32,0.6969035328815288,0.921815647655524,100.22,27.20475,28.880000000000003,-0.5485000000000007
127,127,2018-07-06,185.42,188.43400000000003,185.2,187.97,182.9609,17485245.0,0.0,1.0,27.2,36.54,23.2,5.84,0.7354142898341299,0.9260495826442601,92.78,27.4645,27.165999999999997,0.25975000000000037
128,128,2018-07-09,189.5,190.68,189.3,190.58,185.5014,19756634.0,0.0,1.0,30.94,38.22,25.2,7.92,0.641512152659254,0.893555646726531,102.28,27.4125,30.239000000000004,-0.0519999999999996
129,129,2018-07-10,190.71,191.28,190.1801,190.35,185.2775,15939149.0,0.0,1.0,29.58,36.96,26.1,7.83,0.739852783188268,0.922670730712514,100.47,27.32,29.16375,-0.09250000000000114
130,130,2018-07-11,188.5,189.7799,187.61,187.88,182.8733,18831470.0,0.0,1.0,30.26,36.12,26.4,7.92,0.71817799073519,0.933849604599475,100.7,28.331,29.467000000000002,1.0109999999999992
131,131,2018-07-12,189.53,191.41,189.31,191.03,185.9394,18041131.0,0.0,1.0,32.300000000000004,36.54,25.2,7.649999999999999,0.715656314067643,0.9366163026762461,101.69,28.3935,30.766750000000005,0.0625
132,132,2018-07-13,191.08,191.84,190.9,191.33,186.2314,12519792.0,0.0,1.0,32.300000000000004,36.96,25.2,7.47,0.7547875148172021,0.9430558474277021,101.93,27.1885,30.837250000000004,-1.2049999999999983
133,133,2018-07-16,191.52,192.65,190.415,190.91,185.8226,15043110.0,0.0,1.0,32.34,39.06,31.04,8.28,0.750871898356657,0.9444871584483421,110.72,27.1395,31.782000000000004,-0.04899999999999949
134,134,2018-07-17,189.75,191.87,189.2,191.45,186.3482,15534523.0,0.0,1.0,31.68,38.64,32.0,8.459999999999999,0.754634467363586,0.932935894403832,110.78,27.799,31.354499999999998,0.6594999999999978
135,135,2018-07-18,191.78,191.8,189.93,190.4,185.3262,16393381.0,0.0,1.0,31.35,37.38,29.12,8.1,0.7408458821925791,0.9409394996494459,105.95,26.9755,30.645000000000003,-0.8234999999999992
136,136,2018-07-19,189.69,192.55,189.69,191.88,186.7667,20286752.0,0.0,1.0,29.70000000000001,38.22,28.16,7.38,0.721016059618342,0.9328001191725892,103.46,27.5305,29.614500000000007,0.5549999999999997
137,137,2018-07-20,191.78,192.43,190.17,191.44,186.3384,20706042.0,0.0,1.0,30.03,36.96,27.84,7.649999999999999,0.6883347308991359,0.926426755279295,102.48,26.6175,29.57325,-0.9130000000000003
138,138,2018-07-23,190.68,191.96,189.56,191.61,186.5039,15989365.0,0.0,1.0,29.70000000000001,36.08,26.1,7.04,0.735507999132898,0.9252767152285122,98.92,26.857,29.006500000000006,0.2394999999999996
139,139,2018-07-24,192.45,193.6601,192.05,193.0,187.8569,18697898.0,0.0,1.0,30.03,36.9,25.5,6.5600000000000005,0.668588669348733,0.914967422092875,98.99,29.216,29.304000000000002,2.3590000000000018
140,140,2018-07-25,193.0602,194.85,192.43,194.82,189.6284,16826483.0,0.0,1.0,30.03,36.49,24.6,7.04,0.753197419591921,0.9164060755191672,98.16,28.861,29.1905,-0.3550000000000004
141,141,2018-07-26,194.61,195.96,193.61,194.21,189.0346,19075964.0,0.0,1.0,29.70000000000001,35.66999999999999,24.6,6.88,0.7558167528333559,0.919027685215447,96.85,28.2145,28.800000000000004,-0.6464999999999996
142,142,2018-07-27,194.99,195.19,190.1,190.98,185.8907,24023972.0,0.0,1.0,30.36000000000001,35.26,24.6,6.6400000000000015,0.692310683351606,0.917838379235586,96.86,28.41675,29.12900000000001,0.20224999999999937
143,143,2018-07-30,191.9,192.2,189.07,189.91,184.8492,21029535.0,0.0,1.0,34.04,38.7,25.5,9.6,0.6950258823274159,0.915739475821832,107.84,28.0545,32.49850000000001,-0.3622499999999995
144,144,2018-07-31,190.3,192.14,189.34,190.29,185.2191,39373038.0,0.0,1.0,37.0,38.7,24.0,8.4,0.7362286107118051,0.8956259924574479,108.1,29.57775,34.220000000000006,1.5232500000000009
145,145,2018-08-01,199.13,201.76,197.31,201.5,196.1304,67935716.0,0.0,1.0,31.82,37.84,24.0,7.5,0.7714850772521651,0.9237484582909592,101.16,29.468000000000004,30.613500000000002,-0.10974999999999824
146,146,2018-08-02,200.58,208.38,200.35,207.39,201.8634,62404012.0,0.0,1.0,37.0,37.84,28.8,7.6,0.7101828139318029,0.896340929024529,111.24,29.8945,34.348000000000006,0.4264999999999972
147,147,2018-08-03,207.03,208.74,205.4803,207.99,202.4474,33447396.0,0.0,1.0,34.78,38.27,27.0,8.700000000000001,0.767014856982981,0.9197005378986479,108.75,29.1045,32.938500000000005,-0.7899999999999991
148,148,2018-08-06,208.0,209.25,207.07,209.07,203.4986,25425387.0,0.0,1.0,29.4,37.84,26.1,8.8,0.7578870210239179,0.9345440573916779,102.14,28.79575,29.2955,-0.30874999999999986
149,149,2018-08-07,209.32,209.5,206.76,207.11,201.5909,25587387.0,0.0,1.0,29.05,39.13,24.6,8.5,0.670338299027871,0.922336419589233,101.28,29.234,29.191,0.43825000000000003
150,150,2018-08-08,206.05,207.81,204.52,207.25,201.7271,22525487.0,0.0,1.0,29.05,36.98,25.8,9.1,0.640527255553639,0.9209481745077759,100.93,28.09425,28.896,-1.139750000000003
151,151,2018-08-09,207.28,209.78,207.2,208.88,203.3137,23492626.0,0.0,1.0,29.05,38.27,25.2,7.7,0.730297207543111,0.922747623815206,100.22,28.93375,29.004,0.839500000000001
152,152,2018-08-10,207.36,209.1,206.67,207.53,202.7102,24611202.0,0.73,1.0,28.7,38.7,26.4,8.700000000000001,0.6525058433909,0.9243482732598728,102.5,27.85475,29.027500000000003,-1.0790000000000006
153,153,2018-08-13,207.7,210.952,207.7,208.87,204.0191,25890880.0,0.0,1.0,28.56,36.9,24.36000000000001,10.0,0.6725484293377291,0.928943549473957,99.82,28.096,28.521,0.24125000000000085
154,154,2018-08-14,210.155,210.56,208.26,209.75,204.8787,20748010.0,0.0,1.0,27.88000000000001,36.08,21.840000000000003,7.9,0.6718260451341379,0.926778294836494,93.7,28.497,27.56850000000001,0.4009999999999998
155,155,2018-08-15,209.22,210.74,208.33,210.24,205.3573,28807564.0,0.0,1.0,27.54000000000001,36.49,22.4,9.0,0.6259363323853111,0.878777881571009,95.43,29.00325,27.55400000000001,0.5062500000000014
156,156,2018-08-16,211.75,213.8121,211.47,213.32,208.3658,28500367.0,0.0,1.0,26.86000000000001,34.85,21.000000000000004,8.6,0.741573082534305,0.8864300294615409,91.31,28.5075,26.649000000000008,-0.495750000000001
157,157,2018-08-17,213.44,217.95,213.16,217.58,212.5268,35426997.0,0.0,1.0,27.20000000000001,34.44,21.56,7.4,0.529827032382927,0.834076663673777,90.6,28.10325,26.740000000000006,-0.4042500000000011
158,158,2018-08-20,218.1,219.18,215.11,215.46,210.4561,30287695.0,0.0,1.0,26.73,34.0,24.64,8.1,0.5158816243619401,0.806706635706511,93.47,27.729,26.630000000000003,-0.37424999999999997
159,159,2018-08-21,216.8,217.19,214.025,215.04,210.0458,26159755.0,0.0,1.0,26.73,33.2,22.96,8.0,0.707872121309903,0.8481006164155309,90.89,26.696,26.336500000000004,-1.0329999999999977
160,160,2018-08-22,214.1,216.36,213.84,215.05,210.0556,19018131.0,0.0,1.0,26.07,32.800000000000004,21.56,8.9,0.679220704063266,0.8334525007074008,89.33,28.12125,25.790000000000003,1.4252499999999984
161,161,2018-08-23,214.65,217.05,214.6,215.49,210.4854,18883224.0,0.0,1.0,25.74,32.4,22.680000000000003,8.200000000000001,0.572382808498803,0.7809925259575291,89.02,28.194000000000006,25.526999999999997,0.07275000000000631
162,162,2018-08-24,216.6,216.9,215.11,216.16,211.1398,18476356.0,0.0,1.0,25.74,34.0,21.28,8.4,0.0649600091996022,0.741178994238756,89.42,27.8715,25.756999999999998,-0.3225000000000051
163,163,2018-08-27,217.15,218.74,216.33,217.94,212.8785,20525117.0,0.0,1.0,29.16,32.800000000000004,21.6,8.4,0.0254045094120779,0.740896532586794,91.96,27.645,27.764000000000003,-0.22650000000000148
164,164,2018-08-28,219.01,220.54,218.92,219.7,214.5976,22776766.0,0.0,1.0,29.52,33.2,20.520000000000003,8.8,0.5073818759133839,0.807506267500598,92.04,28.1905,28.027,0.5455000000000005
165,165,2018-08-29,220.15,223.49,219.41,222.98,217.8014,27254804.0,0.0,1.0,27.72,32.800000000000004,19.44,8.5,0.653674971240699,0.842141733073961,88.46,28.964,26.6735,0.7734999999999985
166,166,2018-08-30,223.25,228.26,222.4,225.03,219.8038,48793824.0,0.0,1.0,29.88,33.2,21.87,9.2,0.5750402801266539,0.7133157602956709,94.15,27.751,28.39225,-1.2129999999999974
167,167,2018-08-31,226.51,228.87,226.0,227.63,222.3434,43340134.0,0.0,1.0,30.6,34.4,22.41,8.4,0.7408906888822929,0.81427870680174,95.81,28.5865,29.08075,0.8354999999999997
168,168,2018-09-04,228.41,229.18,226.63,228.36,223.0565,27390132.0,0.0,1.0,12.24,15.6,8.370000000000001,5.4,0.7238266661208521,0.8574972475956729,41.61,8.458,12.10875,-20.128500000000003
169,169,2018-09-05,228.99,229.67,225.1,226.87,221.6011,33332960.0,0.0,1.0,11.88,15.6,8.100000000000001,5.2,-0.196906693030287,-0.38696765467894395,40.78,7.963999999999999,11.839500000000001,-0.49400000000000155
170,170,2018-09-06,226.23,227.35,221.3,223.1,217.9186,34289976.0,0.0,1.0,11.88,15.6,7.290000000000001,5.6000000000000005,-0.288807715805989,-0.54045888539884,40.37,8.01575,11.80875,0.05175000000000196
171,171,2018-09-07,221.85,225.37,220.71,221.3,216.1604,37619810.0,0.0,1.0,11.88,15.21,7.83,5.300000000000002,-0.360704172625131,-0.624637358227726,40.22,7.6320000000000014,11.748750000000001,-0.38374999999999915
172,172,2018-09-10,220.95,221.85,216.47,218.33,213.2594,39516453.0,0.0,1.0,20.52,26.4,15.400000000000002,5.88,-0.42633830548645296,-0.6830093125379461,68.2,7.66125,20.214000000000002,0.029249999999998444
173,173,2018-09-11,218.01,224.299,216.56,223.85,218.6512,35749049.0,0.0,1.0,21.09,27.72,17.05,6.24,-0.371647649452165,-0.6079774292324139,72.1,17.33625,20.99925,9.675
174,174,2018-09-12,224.94,225.0,219.84,221.07,215.9358,49278740.0,0.0,1.0,56.99999999999999,64.02,55.00000000000001,12.0,-0.35752995853643393,-0.50765009072769,188.02,62.52375,54.879,45.1875
175,175,2018-09-13,223.52,228.35,222.57,226.41,221.1517,41706377.0,0.0,1.0,37.62,66.0,53.35,10.56,0.43788664012448403,0.3977884947754229,167.53,42.72825,42.44625,-19.795499999999997
176,176,2018-09-14,225.75,226.84,222.52200000000002,223.84,218.6414,31999289.0,0.0,1.0,32.489999999999995,56.76000000000001,50.6,8.76,0.41688969900749495,0.537415209812553,148.61,26.52475,36.9225,-16.203500000000002
177,177,2018-09-17,222.15,222.95,217.27,217.88,212.8199,37195133.0,0.0,1.0,21.6,32.48,28.08,9.75,0.412495317156979,0.598032843151452,91.91,28.465,23.373250000000002,1.940249999999999
178,178,2018-09-18,217.79,221.85,217.12,218.24,213.1715,31571712.0,0.0,1.0,20.64,33.059999999999995,29.64,8.32,0.31749343816624,0.516387262136658,91.66,15.46,22.874999999999996,-13.004999999999999
179,179,2018-09-19,218.5,219.62,215.3,218.37,213.2985,27123833.0,0.0,1.0,20.64,31.9,29.64,9.62,0.16513484608183,0.44638247179562107,91.8,14.9365,22.740499999999997,-0.5235000000000003
180,180,2018-09-20,220.24,222.28,219.15,220.03,214.9199,26608794.0,0.0,1.0,20.64,30.74,27.04,10.01,-0.0296840507923208,0.413002653469747,88.43,16.1445,22.34275,1.2080000000000002
181,181,2018-09-21,220.78,221.36,217.29,217.66,212.605,96246748.0,0.0,1.0,22.56,37.7,34.84,9.36,-0.24036876361912304,0.358889257188286,104.46,15.445,25.519,-0.6995000000000005
182,182,2018-09-24,216.82,221.26,216.63,220.79,215.6623,27693358.0,0.0,1.0,22.56,30.24,32.76,10.01,-0.148421597836124,0.5223407362908661,95.57,17.72225,23.91975,2.2772499999999987
183,183,2018-09-25,219.75,222.82,219.7,222.19,217.0298,24554379.0,0.0,1.0,21.6,29.70000000000001,37.44,9.49,-0.3021679469367,0.565717286925407,98.23,15.188,23.499750000000002,-2.5342499999999983
184,184,2018-09-26,221.0,223.75,219.76,220.42,215.3009,23984706.0,0.0,1.0,21.12,28.62,31.72,8.97,-0.43017254092327295,0.6517499944195551,90.43,14.754,22.503750000000004,-0.43400000000000105
185,185,2018-09-27,223.82,226.44,223.54,224.95,219.7257,30181227.0,0.0,1.0,20.16,27.54000000000001,28.08,8.58,-0.5273872143786289,0.608693054997301,84.36,14.308,21.361500000000003,-0.44599999999999973
186,186,2018-09-28,224.79,225.84,224.02,225.74,220.4973,22929364.0,0.0,1.0,20.16,27.54000000000001,28.08,8.58,-0.594661763033967,0.40294819603886894,84.36,13.945,21.361500000000003,-0.36299999999999955
187,187,2018-10-01,227.95,229.42,226.35,227.26,221.982,23600802.0,0.0,1.0,36.08,42.3,38.54,8.71,-0.5609601147345539,0.269725046746999,125.63,14.027,35.45575,0.08199999999999896
188,188,2018-10-02,227.25,230.0,226.63,229.28,223.9551,24788170.0,0.0,1.0,35.2,39.48,36.49,8.06,0.171024618009178,0.613960227041929,119.23,27.606,34.117250000000006,13.579000000000002
189,189,2018-10-03,230.05,233.47,229.78,232.07,226.6803,28654799.0,0.0,1.0,35.64,41.36,37.31,9.36,0.32129895613650605,0.7157667218315309,123.67,27.383000000000006,34.938250000000004,-0.22299999999999542
190,190,2018-10-04,230.78,232.35,226.73,227.99,222.6951,32042000.0,0.0,1.0,34.32,39.01,35.66999999999999,8.06,0.46388620962991295,0.79108383580653,117.06,27.9175,33.38975,0.5344999999999942
191,191,2018-10-05,227.96,228.41,220.58,224.29,219.081,33580463.0,0.0,1.0,36.08,38.07,33.62,7.800000000000002,0.523441974038564,0.815855234939028,115.57,27.9935,34.1725,0.07600000000000051
192,192,2018-10-08,222.21,224.8,220.2,223.77,218.5731,29663923.0,0.0,1.0,36.96,34.83,29.6,7.439999999999999,0.585496860791473,0.8326147783668191,108.83,28.5325,33.768,0.5389999999999979
193,193,2018-10-09,223.64,227.27,222.2462,226.87,221.6011,26891029.0,0.0,1.0,33.88,34.4,30.71,8.04,0.6241742904641949,0.8264922863279579,107.03,27.862,31.80825,-0.6705000000000005
194,194,2018-10-10,225.46,226.35,216.05,216.36,211.3352,41990554.0,0.0,1.0,32.12,33.54,29.23,6.48,0.624991067753284,0.8273106292667,101.37,25.825,30.26425,-2.036999999999999
195,195,2018-10-11,214.52,219.5,212.32,214.45,209.4695,53124392.0,0.0,1.0,32.56,32.68,27.75,7.3199999999999985,0.6151925788649539,0.814763901980111,100.31,25.96725,30.330250000000003,0.14225000000000065
196,196,2018-10-12,220.42,222.88,216.84,222.11,216.9516,40337851.0,0.0,1.0,34.32,33.54,28.49,7.08,0.638015672560573,0.80964490359311,103.43,25.41725,31.683749999999996,-0.5500000000000007
197,197,2018-10-15,221.16,221.83,217.27,217.36,212.3119,30791007.0,0.0,1.0,29.6,32.25,26.6,8.71,0.6958470326350239,0.8350738960270029,97.16,25.87975,28.338250000000002,0.46250000000000213
198,198,2018-10-16,218.93,222.99,216.7627,222.15,216.9907,29183963.0,0.0,1.0,28.8,32.68,27.3,8.19,0.625395840289121,0.813966507056985,96.97,26.0855,27.91775,0.20574999999999832
199,199,2018-10-17,222.3,222.64,219.34,221.19,216.053,22885397.0,0.0,1.0,27.6,32.25,24.85,7.67,0.612893405028453,0.8086964534262321,92.37,25.12,26.829,-0.9654999999999987
200,200,2018-10-18,217.86,219.74,213.0,216.02,211.003,32581315.0,0.0,1.0,29.20000000000001,31.82,24.15,8.32,0.569116985493969,0.755915351918309,93.49,24.865,27.779250000000008,-0.25500000000000256
201,201,2018-10-19,218.06,221.26,217.43,219.31,214.2166,33078726.0,0.0,1.0,30.8,36.98,26.95,8.19,0.618908093052958,0.754906824069463,102.92,24.9785,30.051499999999997,0.11350000000000193
202,202,2018-10-22,219.79,223.36,218.94,220.65,215.5255,28792082.0,0.0,1.0,28.08,36.34,24.09,8.16,0.7101252428325109,0.8181830533929251,96.67,25.247,27.93875,0.2684999999999995
203,203,2018-10-23,215.83,223.25,214.7,222.73,217.5572,38767846.0,0.0,1.0,29.25,37.26000000000001,23.76,7.56,0.650917554472369,0.8229706684317359,97.83,27.773000000000003,28.8135,2.5260000000000034
204,204,2018-10-24,222.6,224.23,214.54,215.09,210.0946,40925163.0,0.0,1.0,27.69,34.5,22.44,6.72,0.673279998163231,0.8318381584680641,91.35,27.0015,27.0855,-0.7715000000000032
205,205,2018-10-25,217.71,221.38,216.75,219.8,214.6953,29855768.0,0.0,1.0,27.3,34.5,23.43,8.4,0.6104512481259889,0.7674717555447891,93.63,26.8115,27.03225,-0.19000000000000128
206,206,2018-10-26,215.9,220.19,212.67,216.3,211.2765,47258375.0,0.0,1.0,27.69,39.1,23.1,7.68,0.6110032610273239,0.776986006845484,97.57,28.2525,28.127000000000002,1.4410000000000025
207,207,2018-10-29,219.19,219.69,206.09,212.24,207.3108,45935520.0,0.0,1.0,29.82,36.9,24.75,9.6,0.660251337480823,0.8026182296466079,101.07,39.02,29.339249999999996,10.767500000000002
208,208,2018-10-30,211.15,215.18,209.27,213.3,208.3462,36659990.0,0.0,1.0,38.64,35.55000000000001,23.76,15.0,0.683666672111772,0.8141092612810009,112.95,26.3085,35.132999999999996,-12.711500000000004
209,209,2018-10-31,216.88,220.45,216.62,218.86,213.7771,38358933.0,0.0,1.0,31.92,36.0,22.11,11.55,0.7464116738032779,0.851203002117646,101.58,26.214,30.4725,-0.09450000000000003
210,210,2018-11-01,219.05,222.36,216.81,222.22,217.0591,58323180.0,0.0,1.0,19.74,26.55,7.590000000000002,2.85,0.648489240668695,0.818331934582642,56.73,19.356,18.924,-6.857999999999997
211,211,2018-11-02,209.55,213.65,205.43,207.48,202.6614,91328654.0,0.0,1.0,20.16,27.9,7.590000000000002,2.7,0.20707278072404292,0.0670318166573385,58.35,20.0205,19.455750000000002,0.6644999999999968
212,212,2018-11-05,204.3,204.39,198.17,201.59,196.9082,66163669.0,0.0,1.0,17.1,25.37,9.0,3.0,-0.00315300358057742,-0.19759193487176602,54.47,25.239,17.089000000000006,5.218500000000002
213,213,2018-11-06,201.92,204.72,201.69,203.77,199.0375,31882881.0,0.0,1.0,16.72,24.94,8.64,2.7,-0.24026932700207002,-0.4100894396919829,53.0,23.86175,16.706500000000002,-1.37725
214,214,2018-11-07,205.97,210.06,204.13,209.95,205.074,33424434.0,0.0,1.0,14.82,21.93,7.56,2.55,-0.4011333347323371,-0.5903546480086479,46.86,24.341,14.777250000000002,0.4792500000000004
215,215,2018-11-08,209.98,210.12,206.75,208.49,204.361,25362636.0,0.73,1.0,16.72,24.08,8.64,3.0,-0.5061712217401471,-0.691460271406671,52.44,23.26175,16.557000000000002,-1.0792500000000018
216,216,2018-11-09,205.55,206.01,202.25,204.47,200.4206,34365750.0,0.0,1.0,17.1,24.51,8.64,3.0,-0.513693400727451,-0.7142650854324191,53.25,23.1325,16.890000000000004,-0.12924999999999898
217,217,2018-11-12,199.0,199.85,193.79,194.17,190.3246,51135518.0,0.0,1.0,20.16,27.09,10.53,3.78,-0.5115600619204339,-0.7122594499096521,61.56,24.3655,19.595250000000004,1.2330000000000005
218,218,2018-11-13,191.63,197.18,191.4501,192.23,188.423,46882936.0,0.0,1.0,20.16,25.37,10.53,4.32,-0.462148906310141,-0.674401601464279,60.38,21.852,19.291750000000004,-2.5135000000000005
219,219,2018-11-14,193.9,194.48,185.93,186.8,183.1005,60800957.0,0.0,1.0,19.74,24.94,10.14,4.32,-0.49137812413888105,-0.676900553585485,59.14,21.331,18.9035,-0.5210000000000008
220,220,2018-11-15,188.39,191.97,186.9,191.41,187.6192,46478801.0,0.0,1.0,18.48,24.51,10.14,3.96,-0.49313906848512107,-0.669225951649416,57.09,21.7905,17.971500000000002,0.459500000000002
221,221,2018-11-16,190.5,194.9695,189.46,193.53,189.6973,36928253.0,0.0,1.0,19.74,24.94,9.75,4.32,-0.558510215674282,-0.7191163857495829,58.75,21.9455,18.87425,0.15499999999999758
222,222,2018-11-19,190.0,190.7,184.99,185.86,182.1792,41920872.0,0.0,1.0,34.72,34.56,24.75,11.47,-0.554068263626861,-0.731857006272633,105.5,21.7285,32.1965,-0.21699999999999875
223,223,2018-11-20,178.37,181.47,175.51,176.98,173.475,67825247.0,0.0,1.0,37.2,33.480000000000004,25.5,11.84,-0.0945678732523489,-0.21859926464296808,108.02,32.59825,33.676500000000004,10.86975
224,224,2018-11-21,179.73,180.27,176.55,176.78,173.27900000000002,31124210.0,0.0,1.0,47.74,38.34,30.75,13.69,0.11806402077389401,0.0815034925612905,130.52,33.99075,42.032000000000004,1.3924999999999983
225,225,2018-11-23,174.94,176.595,172.1,172.29,168.8779,23623972.0,0.0,1.0,61.38,54.0,75.0,37.0,0.544838744586328,0.5311394119787329,227.38,41.297,59.097,7.306249999999999
226,226,2018-11-26,174.24,174.95,170.26,174.62,171.1618,44998520.0,0.0,1.0,29.48,33.84,32.45,19.14,0.462193366068772,0.373225050600626,114.91,52.1,29.799250000000004,10.803000000000004
227,227,2018-11-27,171.51,174.77,170.88,174.24,170.7893,41387377.0,0.0,1.0,23.32,30.55,22.0,12.76,0.403374922297433,0.356209759527585,88.63,29.50375,23.875,-22.59625
228,228,2018-11-28,176.73,181.29,174.93,180.94,177.3566,46062539.0,0.0,1.0,20.24,29.14,17.05,8.7,0.315863763214141,0.319830194719094,75.13,24.30875,20.915249999999997,-5.195
229,229,2018-11-29,182.66,182.8,177.7,179.55,175.9941,41769992.0,0.0,1.0,20.68,29.14,16.5,8.7,-0.295424774915838,0.04253280040456602,75.02,22.22775,21.16,-2.0809999999999995
230,230,2018-11-30,180.29,180.33,177.03,178.58,175.0433,39531549.0,0.0,1.0,19.8,28.67,15.95,7.539999999999999,-0.43106143519928797,-0.0232236263239786,71.96,21.4695,20.365750000000002,-0.7582500000000003
231,231,2018-12-03,184.46,184.94,181.21,184.82,181.1597,40798002.0,0.0,1.0,18.72,24.64,10.58,6.24,-0.468427664704151,-0.0846996677678736,60.18,21.40775,18.3575,-0.06174999999999997
232,232,2018-12-04,180.95,182.3899,176.27,176.69,173.1908,41344282.0,0.0,1.0,18.72,25.08,10.12,6.5,-0.617432030206555,-0.3520210345149051,60.42,19.94875,18.4305,-1.4589999999999996
233,233,2018-12-06,171.76,174.78,170.42,174.72,171.2598,43098410.0,0.0,1.0,19.11,24.64,11.5,6.5,-0.534342374108593,-0.3784962146416021,61.75,19.72175,18.6995,-0.2270000000000003
234,234,2018-12-07,173.49,174.49,168.3,168.49,165.1532,42281631.0,0.0,1.0,19.5,24.64,11.5,6.76,-0.33306352766143105,-0.248590085066691,62.4,19.08575,18.972500000000004,-0.6359999999999992
235,235,2018-12-10,165.0,170.09,163.33,169.6,166.2412,62025994.0,0.0,1.0,21.84,24.64,12.5,7.290000000000001,0.18549998100935,0.26256920494306696,66.27,18.72225,20.60825,-0.36350000000000193
236,236,2018-12-11,171.66,171.79,167.0,168.63,165.2904,47281665.0,0.0,1.0,20.58,24.64,13.0,6.75,0.434662215488746,0.549456286602677,64.97,18.82825,19.786250000000003,0.10600000000000165
237,237,2018-12-12,170.4,171.92,169.02,169.1,165.7511,35627674.0,0.0,1.0,20.16,24.2,12.0,6.48,0.421341359709719,0.5379410976337721,62.84,19.428,19.330000000000002,0.5997500000000002
238,238,2018-12-13,170.49,172.57,169.55,170.95,167.5644,31897827.0,0.0,1.0,21.0,23.76,12.5,6.210000000000001,0.4044720783002689,0.512979036093035,63.47,19.577,19.80525,0.1490000000000009
239,239,2018-12-14,169.0,169.08,165.28,165.48,162.2028,40703710.0,0.0,1.0,21.42,24.64,12.5,7.0200000000000005,0.40557721038183897,0.523759475456906,65.58,18.8245,20.315,-0.7525000000000013
240,240,2018-12-17,165.45,168.35,162.73,163.94,160.6933,44287922.0,0.0,1.0,23.32,28.32,15.12,9.9,0.566810841031279,0.678162218878098,76.66,19.2305,22.698500000000003,0.4059999999999988
241,241,2018-12-18,165.38,167.53,164.39,166.07,162.7811,33841518.0,0.0,1.0,22.88,27.84,15.12,9.9,0.5573629494096629,0.676475652157934,75.74,19.7805,22.3165,0.5500000000000007
242,242,2018-12-19,166.0,167.45,159.09,160.89,157.7037,49047297.0,0.0,1.0,23.32,27.84,15.12,9.57,0.5591175211114859,0.6878997312831421,75.85,24.363000000000003,22.57775,4.582500000000003
243,243,2018-12-20,160.4,162.11,155.3,156.83,153.7241,64772960.0,0.0,1.0,23.76,28.8,15.68,10.23,0.637386229198681,0.724792767540922,78.47,24.387,23.14725,0.023999999999997357
244,244,2018-12-21,156.86,158.16,149.63,150.73,147.7449,95744384.0,0.0,1.0,25.08,29.76,15.68,10.89,0.642631088043111,0.7312401251826741,81.41,24.218000000000004,24.24675,-0.16899999999999693
245,245,2018-12-24,148.15,151.55,146.59,146.83,143.9221,37169232.0,0.0,1.0,37.62,42.7,35.0,29.04000000000001,0.522215638187139,0.651943225711739,144.36,26.41775,37.79600000000001,2.199749999999998
246,246,2018-12-26,148.3,157.23,146.72,157.17,154.0573,58582544.0,0.0,1.0,49.59,55.51,76.0,66.0,-0.473695707264966,-0.39100118793768196,247.1,27.88375,53.985500000000016,1.4659999999999975
247,247,2018-12-27,155.84,156.77,150.07,156.15,153.0575,53117065.0,0.0,1.0,39.9,47.58,50.0,43.56,-0.5538352081595661,-0.5820533028161451,181.04,49.45575,42.468,21.572000000000003
248,248,2018-12-28,157.5,158.52,154.55,156.23,153.136,42291424.0,0.0,1.0,34.2,42.7,40.0,32.34,-0.442166853894855,-0.5676743231846321,149.24,41.782,36.1955,-7.673750000000005
249,249,2018-12-31,158.53,159.36,156.48,157.74,154.6161,35003466.0,0.0,1.0,23.22,28.8,14.31,12.24,-0.35081317652411,-0.5315490200535221,78.57,36.97625,22.844250000000002,-4.805749999999996
250,250,2019-01-02,154.89,158.85,154.23,157.92,154.7925,37039737.0,0.0,1.0,37.84,45.6,52.47000000000001,21.96,-0.110341691258035,-0.37746326076463,157.87,37.1165,39.29825000000001,0.14025000000000176
251,251,2019-01-03,143.98,145.72,142.0,142.19,139.374,91312195.0,0.0,1.0,43.0,45.12,52.47000000000001,21.96,-0.5305770895915639,-0.4847427733401949,162.55,39.8055,42.55625,2.689
252,252,2019-01-04,144.53,148.5499,143.8,148.26,145.3238,58607070.0,0.0,1.0,39.99,43.68,53.0,21.24,-0.610144480637978,-0.6023419153813659,157.91,37.944,40.2975,-1.8614999999999995
253,253,2019-01-07,148.7,148.83,145.9,147.93,145.0003,54777764.0,0.0,1.0,29.6,33.62,34.03,24.78,-0.5466443151577821,-0.633411726239572,122.03,37.47225,30.374750000000002,-0.4717500000000001
254,254,2019-01-08,149.56,151.82,148.52,150.75,147.7645,41025314.0,0.0,1.0,29.23,33.62,34.44,29.4,-0.383149785133365,-0.593608032427801,126.69,38.2515,30.511499999999998,0.7792499999999976
255,255,2019-01-09,151.29,154.53,149.63,153.31,150.2738,45099081.0,0.0,1.0,29.23,32.8,31.98,27.3,-0.355663334500423,-0.588822570853072,121.31,30.0765,30.005499999999998,-8.175
