date,amount,price,sid,symbol,value
2018-01-04 23:59:59.999989+00:00,10,172.54,0,dataset2_apple,-1725.3999999999999
2018-09-11 23:59:59.999989+00:00,-10,218.01,0,dataset2_apple,2180.1
2018-09-12 23:59:59.999989+00:00,-10,224.94,0,dataset2_apple,2249.4
2018-09-17 23:59:59.999989+00:00,10,222.15,0,dataset2_apple,-2221.5
2018-09-18 23:59:59.999989+00:00,10,217.79,0,dataset2_apple,-2177.9
2018-11-09 23:59:59.999989+00:00,-10,205.55,0,dataset2_apple,2055.5
2018-11-12 23:59:59.999989+00:00,-10,199.0,0,dataset2_apple,1990.0
2018-11-26 23:59:59.999989+00:00,10,174.24,0,dataset2_apple,-1742.4
2018-11-27 23:59:59.999989+00:00,10,171.51,0,dataset2_apple,-1715.1
2018-12-31 23:59:59.999989+00:00,-10,158.53,0,dataset2_apple,1585.3
2019-01-02 23:59:59.999989+00:00,-10,154.89,0,dataset2_apple,1548.8999999999999
2019-02-11 23:59:59.999989+00:00,10,171.05,0,dataset2_apple,-1710.5
2019-02-27 23:59:59.999989+00:00,10,173.21,0,dataset2_apple,-1732.1000000000001
2019-11-12 23:59:59.999989+00:00,-10,261.55,0,dataset2_apple,2615.5
2019-11-13 23:59:59.999989+00:00,-10,261.13,0,dataset2_apple,2611.3
2019-11-29 23:59:59.999989+00:00,10,266.6,0,dataset2_apple,-2666.0
2019-12-02 23:59:59.999989+00:00,10,267.27,0,dataset2_apple,-2672.7
2019-12-12 23:59:59.999989+00:00,-10,267.78,0,dataset2_apple,2677.7999999999997
2019-12-13 23:59:59.999989+00:00,-10,271.46,0,dataset2_apple,2714.6
2019-12-27 23:59:59.999989+00:00,20,291.12,0,dataset2_apple,-5822.4
2020-03-20 23:59:59.999989+00:00,-10,247.18,0,dataset2_apple,2471.8
2020-03-25 23:59:59.999989+00:00,-10,250.75,0,dataset2_apple,2507.5
2020-03-30 23:59:59.999989+00:00,10,250.74,0,dataset2_apple,-2507.4
2020-04-01 23:59:59.999989+00:00,10,246.5,0,dataset2_apple,-2465.0
2020-04-07 23:59:59.999989+00:00,-10,270.8,0,dataset2_apple,2708.0
2020-04-08 23:59:59.999989+00:00,-10,262.74,0,dataset2_apple,2627.4
2020-04-16 23:59:59.999989+00:00,10,287.38,0,dataset2_apple,-2873.8
2020-04-17 23:59:59.999989+00:00,10,284.69,0,dataset2_apple,-2846.9
