date,apple,iphone,apple watch,airpods
2018-07-26,29.700000000000003,35.669999999999995,24.599999999999998,6.88
2018-07-27,30.360000000000003,35.26,24.599999999999998,6.640000000000001
2018-07-28,31.35,38.54,28.5,7.12
2018-07-29,35.519999999999996,43.0,28.5,9.9
2018-07-30,34.04,38.7,25.5,9.600000000000001
2018-07-31,37.0,38.7,24.0,8.4
2018-08-01,31.82,37.839999999999996,24.0,7.5
2018-08-02,37.0,37.839999999999996,28.799999999999997,7.6000000000000005
2018-08-03,34.78,38.269999999999996,27.0,8.700000000000001
2018-08-04,33.67,42.14,30.0,8.4
2018-08-05,30.799999999999997,42.14,30.0,8.200000000000001
2018-08-06,29.4,37.839999999999996,26.099999999999998,8.8
2018-08-07,29.049999999999997,39.13,24.599999999999998,8.5
2018-08-08,29.049999999999997,36.98,25.8,9.1
2018-08-09,29.049999999999997,38.269999999999996,25.2,7.7
2018-08-10,28.7,38.7,26.4,8.700000000000001
2018-08-11,30.799999999999997,43.0,27.9,8.0
2018-08-12,29.580000000000002,40.18,27.720000000000002,9.0
2018-08-13,28.560000000000002,36.9,24.360000000000003,10.0
2018-08-14,27.880000000000003,36.08,21.840000000000003,7.9
2018-08-15,27.540000000000003,36.489999999999995,22.400000000000002,9.0
2018-08-16,26.860000000000003,34.85,21.000000000000004,8.6
2018-08-17,27.200000000000003,34.44,21.560000000000002,7.4
2018-08-18,28.560000000000002,37.72,25.76,9.0
2018-08-19,28.71,38.0,26.320000000000004,8.5
2018-08-20,26.73,34.0,24.64,8.1
2018-08-21,26.73,33.2,22.96,8.0
2018-08-22,26.07,32.800000000000004,21.560000000000002,8.9
2018-08-23,25.740000000000002,32.4,22.680000000000003,8.200000000000001
2018-08-24,25.740000000000002,34.0,21.28,8.4
2018-08-25,27.720000000000002,37.2,25.480000000000004,8.1
2018-08-26,31.32,37.2,23.490000000000002,8.3
2018-08-27,29.16,32.800000000000004,21.6,8.4
2018-08-28,29.52,33.2,20.520000000000003,8.8
2018-08-29,27.72,32.800000000000004,19.44,8.5
2018-08-30,29.88,33.2,21.87,9.200000000000001
2018-08-31,30.599999999999998,34.4,22.41,8.4
2018-09-01,13.32,18.400000000000002,10.530000000000001,4.800000000000001
2018-09-02,13.68,17.94,11.34,6.1000000000000005
2018-09-03,14.04,18.330000000000002,9.72,5.4
2018-09-04,12.24,15.600000000000001,8.370000000000001,5.4
2018-09-05,11.879999999999999,15.600000000000001,8.100000000000001,5.2
2018-09-06,11.879999999999999,15.600000000000001,7.290000000000001,5.6000000000000005
2018-09-07,11.879999999999999,15.21,7.83,5.300000000000001
2018-09-08,13.32,17.16,9.72,5.2
2018-09-09,22.799999999999997,29.040000000000003,19.25,6.12
2018-09-10,20.52,26.400000000000002,15.400000000000002,5.88
2018-09-11,21.09,27.720000000000002,17.05,6.24
2018-09-12,56.99999999999999,64.02,55.00000000000001,12.0
2018-09-13,37.62,66.0,53.35,10.559999999999999
2018-09-14,32.489999999999995,56.760000000000005,50.6,8.76
2018-09-15,29.069999999999997,47.52,38.5,8.28
2018-09-16,23.52,38.279999999999994,33.28,9.88
2018-09-17,21.599999999999998,32.48,28.080000000000002,9.75
2018-09-18,20.64,33.059999999999995,29.64,8.32
2018-09-19,20.64,31.9,29.64,9.620000000000001
2018-09-20,20.64,30.74,27.04,10.01
2018-09-21,22.56,37.699999999999996,34.84,9.36
2018-09-22,27.84,45.239999999999995,42.64,9.75
2018-09-23,26.88,37.260000000000005,39.52,9.1
2018-09-24,22.56,30.240000000000002,32.76,10.01
2018-09-25,21.599999999999998,29.700000000000003,37.44,9.49
2018-09-26,21.119999999999997,28.62,31.720000000000002,8.97
2018-09-27,20.16,27.540000000000003,28.080000000000002,8.58
2018-09-28,20.16,27.540000000000003,28.080000000000002,8.58
2018-09-29,25.919999999999998,31.860000000000003,30.68,8.450000000000001
2018-09-30,22.88,27.729999999999997,24.189999999999998,8.97
2018-10-01,36.08,42.3,38.54,8.71
2018-10-02,35.2,39.48,36.489999999999995,8.06
2018-10-03,35.64,41.36,37.309999999999995,9.36
2018-10-04,34.32,39.01,35.669999999999995,8.06
2018-10-05,36.08,38.07,33.62,7.800000000000001
2018-10-06,44.0,43.71,39.36,8.58
2018-10-07,43.12,39.99,33.3,7.319999999999999
2018-10-08,36.96,34.83,29.6,7.4399999999999995
2018-10-09,33.88,34.4,30.71,8.04
2018-10-10,32.12,33.54,29.23,6.4799999999999995
2018-10-11,32.56,32.68,27.75,7.319999999999999
2018-10-12,34.32,33.54,28.49,7.08
2018-10-13,42.24,38.269999999999996,37.0,7.4399999999999995
2018-10-14,37.6,38.269999999999996,31.15,8.71
2018-10-15,29.6,32.25,26.599999999999998,8.71
2018-10-16,28.8,32.68,27.299999999999997,8.19
2018-10-17,27.6,32.25,24.849999999999998,7.67
2018-10-18,29.200000000000003,31.82,24.15,8.32
2018-10-19,30.8,36.98,26.95,8.19
2018-10-20,34.4,38.269999999999996,29.4,7.67
2018-10-21,33.93,42.32,29.37,7.199999999999999
2018-10-22,28.080000000000002,36.34,24.09,8.16
2018-10-23,29.25,37.260000000000005,23.76,7.56
2018-10-24,27.69,34.5,22.44,6.72
2018-10-25,27.3,34.5,23.43,8.4
2018-10-26,27.69,39.1,23.1,7.68
2018-10-27,31.59,46.0,26.07,7.8
2018-10-28,35.28,43.2,28.05,9.9
2018-10-29,29.82,36.9,24.75,9.6
2018-10-30,38.64,35.550000000000004,23.76,15.0
2018-10-31,31.919999999999998,36.0,22.11,11.549999999999999
2018-11-01,19.74,26.55,7.590000000000001,2.85
2018-11-02,20.16,27.900000000000002,7.590000000000001,2.6999999999999997
2018-11-03,21.84,31.95,8.91,3.0
2018-11-04,19.38,31.39,10.44,3.15
2018-11-05,17.1,25.37,9.0,3.0
2018-11-06,16.72,24.94,8.64,2.6999999999999997
2018-11-07,14.82,21.93,7.56,2.55
2018-11-08,16.72,24.08,8.64,3.0
2018-11-09,17.1,24.509999999999998,8.64,3.0
2018-11-10,19.76,30.099999999999998,11.52,3.9
2018-11-11,21.84,30.96,11.700000000000001,4.14
2018-11-12,20.16,27.09,10.530000000000001,3.78
2018-11-13,20.16,25.37,10.530000000000001,4.32
2018-11-14,19.74,24.94,10.14,4.32
2018-11-15,18.48,24.509999999999998,10.14,3.96
2018-11-16,19.74,24.94,9.75,4.32
2018-11-17,23.939999999999998,30.53,12.870000000000001,5.22
2018-11-18,37.2,39.96,26.25,12.58
2018-11-19,34.72,34.56,24.75,11.47
2018-11-20,37.2,33.480000000000004,25.5,11.84
2018-11-21,47.74,38.34,30.75,13.69
2018-11-22,62.0,47.52,54.0,23.31
2018-11-23,61.38,54.0,75.0,37.0
2018-11-24,47.74,48.6,45.0,18.87
2018-11-25,26.84,38.54,25.85,12.469999999999999
2018-11-26,29.48,33.839999999999996,32.45,19.139999999999997
2018-11-27,23.32,30.549999999999997,22.0,12.76
2018-11-28,20.24,29.139999999999997,17.05,8.7
2018-11-29,20.68,29.139999999999997,16.5,8.7
2018-11-30,19.8,28.669999999999998,15.950000000000001,7.539999999999999
2018-12-01,22.44,29.61,14.3,6.67
2018-12-02,20.67,28.6,12.42,6.76
2018-12-03,18.72,24.64,10.58,6.24
2018-12-04,18.72,25.080000000000002,10.120000000000001,6.5
2018-12-05,18.330000000000002,24.2,9.66,6.5
2018-12-06,19.11,24.64,11.5,6.5
2018-12-07,19.5,24.64,11.5,6.76
2018-12-08,21.45,28.16,13.34,7.54
2018-12-09,23.099999999999998,28.6,15.0,7.290000000000001
2018-12-10,21.84,24.64,12.5,7.290000000000001
2018-12-11,20.58,24.64,13.0,6.75
2018-12-12,20.16,24.2,12.0,6.48
2018-12-13,21.0,23.76,12.5,6.210000000000001
2018-12-14,21.419999999999998,24.64,12.5,7.0200000000000005
2018-12-15,24.779999999999998,29.92,16.0,9.18
2018-12-16,26.84,33.6,17.360000000000003,10.89
2018-12-17,23.32,28.32,15.120000000000001,9.9
2018-12-18,22.88,27.84,15.120000000000001,9.9
2018-12-19,23.32,27.84,15.120000000000001,9.57
2018-12-20,23.76,28.799999999999997,15.680000000000001,10.23
2018-12-21,25.080000000000002,29.759999999999998,15.680000000000001,10.89
2018-12-22,27.72,35.04,19.6,13.200000000000001
2018-12-23,37.62,43.92,34.0,31.020000000000003
2018-12-24,37.62,42.699999999999996,35.0,29.040000000000003
2018-12-25,56.99999999999999,61.0,100.0,64.68
2018-12-26,49.589999999999996,55.51,76.0,66.0
2018-12-27,39.9,47.58,50.0,43.56
2018-12-28,34.199999999999996,42.699999999999996,40.0,32.34
2018-12-29,34.769999999999996,43.92,36.0,29.700000000000003
2018-12-30,24.509999999999998,32.64,17.490000000000002,14.76
2018-12-31,23.22,28.799999999999997,14.31,12.24
2019-01-01,36.98,48.0,50.88,17.64
2019-01-02,37.839999999999996,45.6,52.470000000000006,21.96
2019-01-03,43.0,45.12,52.470000000000006,21.96
2019-01-04,39.99,43.68,53.0,21.24
2019-01-05,39.13,46.559999999999995,52.470000000000006,26.64
2019-01-06,32.19,39.769999999999996,38.54,23.939999999999998
2019-01-07,29.6,33.62,34.03,24.779999999999998
2019-01-08,29.23,33.62,34.44,29.4
2019-01-09,29.23,32.8,31.979999999999997,27.3
2019-01-10,28.12,32.39,30.34,34.44
2019-01-11,27.75,32.8,31.159999999999997,34.44
2019-01-12,30.34,38.54,33.21,34.019999999999996
2019-01-13,28.560000000000002,35.88,28.799999999999997,32.39
2019-01-14,24.82,31.200000000000003,24.84,28.29
2019-01-15,24.82,30.03,24.84,25.419999999999998
2019-01-16,24.82,30.03,23.759999999999998,27.06
2019-01-17,24.82,30.810000000000002,23.04,27.06
2019-01-18,24.48,30.03,23.04,32.39
2019-01-19,26.180000000000003,34.32,26.279999999999998,26.65
2019-01-20,26.520000000000003,35.1,21.76,23.01
2019-01-21,24.82,33.15,18.88,21.060000000000002
2019-01-22,24.14,29.64,19.2,26.91
2019-01-23,22.78,28.86,19.2,23.01
2019-01-24,23.46,28.86,19.52,26.52
2019-01-25,23.8,29.25,19.84,27.69
2019-01-26,26.860000000000003,33.54,21.76,28.86
2019-01-27,28.349999999999998,33.06,21.599999999999998,39.99
2019-01-28,24.849999999999998,28.12,17.099999999999998,43.0
2019-01-29,27.65,30.78,18.0,35.26
2019-01-30,26.599999999999998,28.5,16.8,30.099999999999998
2019-01-31,23.799999999999997,28.5,15.6,27.09
2019-02-01,31.15,31.92,23.099999999999998,35.69
2019-02-02,35.0,36.480000000000004,25.8,37.839999999999996
2019-02-03,30.72,35.89,33.0,28.900000000000002
2019-02-04,25.92,29.23,25.080000000000002,24.82
2019-02-05,29.12,29.97,27.720000000000002,25.16
2019-02-06,27.2,29.97,26.07,24.48
2019-02-07,27.52,29.97,26.400000000000002,24.82
2019-02-08,27.84,32.56,27.060000000000002,26.520000000000003
2019-02-09,32.0,37.0,32.67,26.520000000000003
2019-02-10,31.68,35.64,32.34,29.23
2019-02-11,27.2,29.88,27.720000000000002,27.75
2019-02-12,27.2,30.24,26.400000000000002,28.12
2019-02-13,27.52,29.52,25.740000000000002,34.78
2019-02-14,27.84,28.799999999999997,27.060000000000002,37.0
2019-02-15,28.16,30.24,28.71,32.56
2019-02-16,30.080000000000002,35.28,30.360000000000003,29.97
2019-02-17,32.34,37.24,29.759999999999998,25.6
2019-02-18,31.020000000000003,34.96,28.21,23.36
2019-02-19,28.380000000000003,31.92,24.49,21.12
2019-02-20,28.380000000000003,32.68,23.87,20.8
2019-02-21,29.040000000000003,33.06,23.87,21.12
2019-02-22,29.37,32.68,23.25,20.8
2019-02-23,30.69,38.0,28.83,23.36
2019-02-24,29.759999999999998,37.0,28.799999999999997,23.25
2019-02-25,26.35,31.82,23.099999999999998,21.7
2019-02-26,26.04,32.56,22.8,22.32
2019-02-27,26.35,31.45,23.7,22.01
2019-02-28,25.73,31.45,21.9,22.63
2019-03-01,18.29,31.08,25.8,13.64
2019-03-02,20.46,35.89,27.599999999999998,13.64
2019-03-03,20.46,37.0,28.999999999999996,13.95
2019-03-04,18.29,31.45,24.65,13.02
2019-03-05,17.36,28.49,20.59,13.95
2019-03-06,17.36,28.86,21.459999999999997,13.02
2019-03-07,18.6,29.6,22.33,13.02
2019-03-08,18.29,29.97,20.88,13.64
2019-03-09,20.77,34.78,28.419999999999998,15.5
2019-03-10,19.84,35.64,28.13,15.180000000000001
2019-03-11,19.22,28.799999999999997,24.65,14.520000000000001
2019-03-12,18.6,29.52,23.2,13.860000000000001
2019-03-13,18.29,29.52,22.91,15.510000000000002
2019-03-14,18.29,28.799999999999997,21.459999999999997,16.830000000000002
2019-03-15,17.36,28.08,22.04,15.84
2019-03-16,19.22,33.48,24.65,15.180000000000001
2019-03-17,21.12,32.76,26.389999999999997,22.09
2019-03-18,20.790000000000003,29.88,24.36,22.56
2019-03-19,21.12,28.799999999999997,22.91,21.15
2019-03-20,21.78,28.799999999999997,22.91,47.0
2019-03-21,21.12,28.08,21.75,43.239999999999995
2019-03-22,20.130000000000003,28.439999999999998,21.75,29.139999999999997
2019-03-23,20.790000000000003,32.4,25.229999999999997,31.49
2019-03-24,25.35,33.12,27.599999999999998,24.189999999999998
2019-03-25,39.0,29.16,26.099999999999998,26.24
2019-03-26,35.1,30.24,27.3,25.83
2019-03-27,27.3,29.52,24.599999999999998,26.24
2019-03-28,24.96,28.799999999999997,23.7,24.599999999999998
2019-03-29,25.740000000000002,28.439999999999998,24.0,22.549999999999997
2019-03-30,26.130000000000003,32.04,27.3,22.139999999999997
2019-03-31,21.08,32.55,26.68,22.32
2019-04-01,29.14,30.099999999999998,23.2,34.92
2019-04-02,29.14,29.749999999999996,23.2,30.959999999999997
2019-04-03,29.14,29.4,21.459999999999997,31.68
2019-04-04,28.83,29.4,22.33,36.0
2019-04-05,28.83,30.099999999999998,22.33,32.04
2019-04-06,31.0,32.9,27.259999999999998,34.199999999999996
2019-04-07,30.69,35.0,26.19,27.9
2019-04-08,28.52,30.45,22.41,26.099999999999998
2019-04-09,27.9,29.4,22.950000000000003,24.3
2019-04-10,28.21,29.049999999999997,21.330000000000002,21.3
2019-04-11,27.28,29.049999999999997,21.330000000000002,22.8
2019-04-12,27.59,29.4,19.71,24.0
2019-04-13,29.14,33.599999999999994,23.76,26.099999999999998
2019-04-14,31.36,33.599999999999994,28.999999999999996,22.8
2019-04-15,28.48,29.049999999999997,23.49,23.7
2019-04-16,30.080000000000002,29.749999999999996,23.779999999999998,23.7
2019-04-17,29.44,29.049999999999997,23.2,24.0
2019-04-18,27.84,30.099999999999998,23.49,24.3
2019-04-19,30.080000000000002,31.849999999999998,25.229999999999997,26.099999999999998
2019-04-20,32.0,33.949999999999996,27.839999999999996,24.0
2019-04-21,30.38,33.949999999999996,29.7,24.36
2019-04-22,29.14,30.45,25.5,24.069999999999997
2019-04-23,29.45,29.049999999999997,25.8,22.619999999999997
2019-04-24,27.59,28.7,25.5,22.91
2019-04-25,27.9,29.049999999999997,25.8,21.459999999999997
2019-04-26,27.59,28.349999999999998,23.7,19.72
2019-04-27,29.759999999999998,31.849999999999998,27.9,24.069999999999997
2019-04-28,30.07,33.839999999999996,27.599999999999998,22.400000000000002
2019-04-29,27.59,29.16,25.2,20.44
2019-04-30,30.38,30.599999999999998,24.3,17.92
2019-05-01,27.9,30.599999999999998,17.7,21.840000000000003
2019-05-02,27.28,30.24,19.2,22.12
2019-05-03,27.59,30.24,19.5,22.96
2019-05-04,28.52,35.28,22.5,23.520000000000003
2019-05-05,31.04,35.0,24.75,22.96
2019-05-06,28.48,30.099999999999998,22.44,23.520000000000003
2019-05-07,28.48,29.4,25.080000000000002,22.400000000000002
2019-05-08,28.48,29.4,23.43,21.840000000000003
2019-05-09,28.16,29.049999999999997,22.44,21.840000000000003
2019-05-10,28.8,29.749999999999996,23.76,22.680000000000003
2019-05-11,31.68,33.949999999999996,30.360000000000003,26.880000000000003
2019-05-12,32.0,35.64,33.0,27.0
2019-05-13,30.080000000000002,31.68,24.75,22.14
2019-05-14,30.080000000000002,30.959999999999997,22.11,21.330000000000002
2019-05-15,28.48,30.24,23.76,21.87
2019-05-16,27.84,29.16,22.77,21.330000000000002
2019-05-17,28.16,31.32,22.44,18.900000000000002
2019-05-18,30.400000000000002,35.64,27.060000000000002,21.060000000000002
2019-05-19,30.080000000000002,36.26,24.8,20.75
2019-05-20,30.400000000000002,37.0,21.39,19.75
2019-05-21,28.8,31.82,21.7,18.0
2019-05-22,27.84,30.34,21.7,18.5
2019-05-23,28.16,31.45,21.08,17.75
2019-05-24,27.84,31.82,21.7,19.5
2019-05-25,29.44,36.26,24.49,21.0
2019-05-26,30.400000000000002,36.63,26.07,18.75
2019-05-27,31.04,36.63,25.740000000000002,18.75
2019-05-28,28.16,34.41,23.1,16.0
2019-05-29,28.48,32.93,22.11,20.0
2019-05-30,27.84,33.67,21.78,19.5
2019-05-31,27.84,33.3,24.09,18.25
2019-06-01,24.96,34.04,27.39,20.75
2019-06-02,30.42,39.0,32.55,20.75
2019-06-03,36.660000000000004,33.93,30.099999999999998,20.75
2019-06-04,39.0,33.54,30.099999999999998,20.75
2019-06-05,35.88,32.76,28.349999999999998,20.5
2019-06-06,32.76,32.76,26.95,20.0
2019-06-07,30.42,32.76,28.0,20.5
2019-06-08,31.200000000000003,36.660000000000004,29.749999999999996,20.5
2019-06-09,27.720000000000002,34.04,31.28,21.75
2019-06-10,25.080000000000002,31.08,28.220000000000002,19.75
2019-06-11,24.75,30.34,27.880000000000003,18.5
2019-06-12,24.42,30.71,29.92,19.5
2019-06-13,24.09,30.34,25.840000000000003,21.0
2019-06-14,24.75,29.97,26.860000000000003,20.75
2019-06-15,26.07,34.04,32.300000000000004,22.5
2019-06-16,25.28,35.72,34.0,25.0
2019-06-17,23.68,32.68,29.580000000000002,20.0
2019-06-18,24.0,31.92,29.580000000000002,20.75
2019-06-19,23.68,33.06,28.560000000000002,20.0
2019-06-20,23.04,30.78,24.48,19.5
2019-06-21,23.68,31.54,26.180000000000003,18.75
2019-06-22,24.0,34.96,28.560000000000002,20.75
2019-06-23,25.41,34.2,29.12,20.88
2019-06-24,23.76,33.06,25.28,19.68
2019-06-25,24.09,31.54,24.32,18.72
2019-06-26,23.76,31.92,24.32,17.759999999999998
2019-06-27,23.76,30.78,23.04,20.16
2019-06-28,24.75,31.92,26.240000000000002,19.68
2019-06-29,25.080000000000002,35.34,25.92,20.88
2019-06-30,23.68,34.96,26.35,18.72
2019-07-01,28.48,34.2,20.77,17.759999999999998
2019-07-02,27.84,34.2,18.91,16.8
2019-07-03,28.16,36.1,18.29,18.96
2019-07-04,28.8,36.1,19.53,17.759999999999998
2019-07-05,27.2,35.72,18.91,17.52
2019-07-06,28.16,36.86,22.01,19.439999999999998
2019-07-07,27.52,35.34,21.76,20.0
2019-07-08,28.48,35.34,20.16,20.75
2019-07-09,28.16,34.96,21.44,19.75
2019-07-10,28.48,34.2,20.16,20.5
2019-07-11,28.48,34.58,20.8,20.25
2019-07-12,26.88,34.58,20.48,19.25
2019-07-13,28.8,38.0,22.400000000000002,21.0
2019-07-14,31.96,39.0,30.4,22.950000000000003
2019-07-15,34.0,38.22,38.0,27.0
2019-07-16,32.980000000000004,36.660000000000004,33.82,23.76
2019-07-17,30.26,36.27,29.26,21.330000000000002
2019-07-18,29.580000000000002,37.050000000000004,27.740000000000002,21.060000000000002
2019-07-19,29.240000000000002,36.27,25.84,22.14
2019-07-20,30.26,38.22,26.22,22.14
2019-07-21,30.03,36.86,26.520000000000003,19.0
2019-07-22,29.040000000000003,35.34,22.44,19.0
2019-07-23,29.37,34.58,23.8,18.75
2019-07-24,28.71,34.96,23.8,18.5
2019-07-25,29.37,34.2,22.44,19.5
2019-07-26,29.040000000000003,34.96,22.1,19.25
2019-07-27,29.040000000000003,37.62,24.14,18.5
2019-07-28,30.03,37.62,24.09,16.560000000000002
2019-07-29,29.700000000000003,35.34,22.77,16.560000000000002
2019-07-30,30.69,34.96,21.45,16.330000000000002
2019-07-31,30.03,34.2,21.78,18.17
2019-08-01,8.58,32.68,28.380000000000003,18.630000000000003
2019-08-02,8.58,34.2,28.380000000000003,18.630000000000003
2019-08-03,8.91,35.72,33.0,18.86
2019-08-04,8.84,35.34,29.44,18.24
2019-08-05,8.84,33.06,27.2,19.919999999999998
2019-08-06,9.180000000000001,32.68,27.2,17.759999999999998
2019-08-07,8.84,32.3,24.64,18.96
2019-08-08,9.180000000000001,33.82,26.240000000000002,20.64
2019-08-09,9.180000000000001,33.44,24.64,18.48
2019-08-10,9.520000000000001,36.86,29.44,20.16
2019-08-11,10.149999999999999,36.86,26.7,21.36
2019-08-12,10.149999999999999,33.82,26.7,19.2
2019-08-13,9.799999999999999,33.06,24.599999999999998,20.4
2019-08-14,9.799999999999999,33.06,24.9,20.4
2019-08-15,9.1,33.06,24.3,19.919999999999998
2019-08-16,9.45,33.06,23.4,19.439999999999998
2019-08-17,10.149999999999999,36.480000000000004,29.4,23.279999999999998
2019-08-18,10.44,38.0,28.83,24.5
2019-08-19,9.719999999999999,31.92,25.73,20.25
2019-08-20,10.44,33.44,24.8,20.5
2019-08-21,10.08,31.92,25.419999999999998,21.5
2019-08-22,10.44,32.3,25.419999999999998,22.0
2019-08-23,10.08,32.3,24.8,22.75
2019-08-24,10.799999999999999,36.86,28.21,25.0
2019-08-25,16.240000000000002,34.78,25.2,25.650000000000002
2019-08-26,15.680000000000001,31.08,22.5,23.490000000000002
2019-08-27,15.120000000000001,31.45,24.599999999999998,23.220000000000002
2019-08-28,15.120000000000001,31.08,24.9,25.380000000000003
2019-08-29,15.120000000000001,30.71,22.5,25.110000000000003
2019-08-30,38.080000000000005,31.45,23.099999999999998,23.490000000000002
2019-08-31,56.00000000000001,34.41,28.5,25.92
2019-09-01,95.0,13.3,12.32,21.87
2019-09-02,79.0,13.3,12.88,22.14
2019-09-03,70.0,12.16,11.760000000000002,20.790000000000003
2019-09-04,76.0,12.16,10.64,21.060000000000002
2019-09-05,82.0,11.4,10.64,19.44
2019-09-06,74.0,12.540000000000001,10.080000000000002,18.36
2019-09-07,64.0,13.68,12.600000000000001,21.6
2019-09-08,63.36,27.75,19.78,23.7
2019-09-09,59.519999999999996,26.25,17.94,24.3
2019-09-10,96.0,63.0,41.4,29.099999999999998
2019-09-11,77.75999999999999,75.0,42.32,27.599999999999998
2019-09-12,66.24,50.25,30.82,24.9
2019-09-13,64.32,46.5,28.060000000000002,23.7
2019-09-14,69.12,46.5,29.900000000000002,28.5
2019-09-15,56.44,31.349999999999998,25.619999999999997,22.96
2019-09-16,51.46,26.22,21.84,23.240000000000002
2019-09-17,50.629999999999995,24.509999999999998,20.58,23.520000000000003
2019-09-18,50.629999999999995,23.939999999999998,21.419999999999998,22.680000000000003
2019-09-19,49.8,23.939999999999998,21.0,21.840000000000003
2019-09-20,50.629999999999995,31.919999999999998,27.3,22.400000000000002
2019-09-21,58.93,39.9,42.0,25.480000000000004
2019-09-22,44.85,38.94,49.0,30.0
2019-09-23,37.050000000000004,30.68,37.5,26.099999999999998
2019-09-24,33.800000000000004,29.5,35.5,26.7
2019-09-25,29.900000000000002,27.729999999999997,32.5,27.599999999999998
2019-09-26,29.25,27.729999999999997,32.0,26.4
2019-09-27,24.05,26.549999999999997,31.5,23.4
2019-09-28,27.3,31.27,35.5,26.7
2019-09-29,18.45,25.5,27.47,24.939999999999998
2019-09-30,15.75,21.5,24.189999999999998,23.49
2019-10-01,36.45,43.5,35.26,6.38
2019-10-02,34.65,42.0,32.8,6.67
2019-10-03,34.65,43.0,31.159999999999997,6.959999999999999
2019-10-04,37.35,43.0,35.26,6.67
2019-10-05,44.1,48.5,39.769999999999996,6.959999999999999
2019-10-06,44.0,49.0,39.0,6.959999999999999
2019-10-07,35.64,43.12,33.15,6.959999999999999
2019-10-08,34.76,42.63,31.98,6.67
2019-10-09,34.32,44.1,33.54,7.249999999999999
2019-10-10,33.88,41.65,31.98,6.67
2019-10-11,34.76,40.67,29.64,6.38
2019-10-12,42.68,47.53,35.88,6.959999999999999
2019-10-13,41.16,45.12,30.26,7.5
2019-10-14,34.44,40.89,26.520000000000003,6.6
2019-10-15,31.5,39.48,24.14,7.199999999999999
2019-10-16,31.5,38.54,24.82,6.8999999999999995
2019-10-17,30.66,39.01,23.12,6.8999999999999995
2019-10-18,31.08,38.54,22.78,6.8999999999999995
2019-10-19,37.8,43.71,25.840000000000003,8.1
2019-10-20,37.309999999999995,39.13,25.92,8.37
2019-10-21,31.569999999999997,33.97,23.04,7.4399999999999995
2019-10-22,29.52,33.11,21.44,7.4399999999999995
2019-10-23,29.11,33.11,21.76,8.06
2019-10-24,27.47,31.82,22.72,7.4399999999999995
2019-10-25,28.7,32.68,22.080000000000002,7.13
2019-10-26,33.21,36.98,23.68,7.75
2019-10-27,33.6,36.54,23.56,22.400000000000002
2019-10-28,32.76,32.339999999999996,21.39,60.0
2019-10-29,33.18,31.919999999999998,21.08,80.0
2019-10-30,32.76,30.66,20.77,59.2
2019-10-31,29.82,29.4,18.29,46.400000000000006
2019-11-01,19.32,25.2,5.27,33.6
2019-11-02,23.099999999999998,30.24,6.51,32.800000000000004
2019-11-03,20.8,31.39,7.56,20.4
2019-11-04,18.0,26.23,6.84,17.34
2019-11-05,17.2,25.37,6.4799999999999995,15.81
2019-11-06,17.2,24.94,6.4799999999999995,15.81
2019-11-07,16.8,24.94,6.4799999999999995,15.3
2019-11-08,16.8,25.37,7.199999999999999,14.790000000000001
2019-11-09,19.200000000000003,30.53,9.0,16.830000000000002
2019-11-10,21.07,28.7,9.36,13.64
2019-11-11,19.35,25.419999999999998,8.19,12.76
2019-11-12,18.49,24.189999999999998,7.800000000000001,12.76
2019-11-13,19.35,23.779999999999998,7.41,13.2
2019-11-14,20.21,23.779999999999998,8.97,12.32
2019-11-15,21.93,23.369999999999997,8.58,12.32
2019-11-16,23.22,27.47,10.530000000000001,13.2
2019-11-17,21.93,28.29,11.61,15.04
2019-11-18,19.35,24.189999999999998,9.459999999999999,13.629999999999999
2019-11-19,18.49,23.779999999999998,9.89,13.16
2019-11-20,19.35,23.779999999999998,9.89,13.629999999999999
2019-11-21,18.919999999999998,23.779999999999998,9.89,13.629999999999999
2019-11-22,19.78,24.189999999999998,10.32,13.16
2019-11-23,23.22,28.29,12.47,15.51
2019-11-24,36.480000000000004,36.72,27.28,29.970000000000002
2019-11-25,32.64,32.13,23.76,28.35
2019-11-26,35.84,32.64,25.52,27.540000000000003
2019-11-27,44.800000000000004,34.17,30.8,31.590000000000003
2019-11-28,60.160000000000004,41.82,66.88,53.46
2019-11-29,64.0,51.0,88.0,81.0
2019-11-30,44.160000000000004,45.39,47.52,44.550000000000004
2019-12-01,31.02,33.839999999999996,28.8,21.42
2019-12-02,34.309999999999995,30.08,35.2,31.5
2019-12-03,27.259999999999998,27.729999999999997,21.76,22.05
2019-12-04,23.029999999999998,25.849999999999998,17.28,16.38
2019-12-05,25.849999999999998,25.38,16.64,16.38
2019-12-06,24.91,25.38,16.64,15.75
2019-12-07,26.32,30.08,19.84,17.01
2019-12-08,21.200000000000003,26.66,14.790000000000001,15.370000000000001
2019-12-09,19.6,22.79,13.77,13.780000000000001
2019-12-10,19.6,22.36,13.26,13.780000000000001
2019-12-11,20.0,22.36,13.26,14.31
2019-12-12,19.200000000000003,21.93,13.77,14.84
2019-12-13,20.400000000000002,23.22,13.77,14.84
2019-12-14,22.8,27.52,16.830000000000002,16.96
2019-12-15,24.08,30.360000000000003,18.02,18.81
2019-12-16,22.36,26.68,15.9,16.529999999999998
2019-12-17,21.93,25.76,15.370000000000001,17.099999999999998
2019-12-18,21.5,24.84,14.31,16.529999999999998
2019-12-19,21.5,25.3,13.25,15.959999999999999
2019-12-20,21.93,26.68,14.84,17.099999999999998
