"","x"
"1",0.505329086260735
"2",0.503026781687657
"3",0.503326795427227
"4",0.527261249235637
"5",0.392789346083167
"6",0.407841803638229
"7",0.479615840266961
"8",0.482562234682298
"9",0.490862980540648
"10",0.439252890599962
"11",0.481051397182433
"12",0.61198066660045
"13",0.515473250388557
"14",0.489322965170873
"15",0.539604176484521
"16",0.493932824823851
"17",0.537632522158091
"18",0.509420833568526
"19",0.378325034346712
"20",0.265643242433663
"21",0.0310689545030278
"22",0.499696483645813
"23",0.485917705711158
"24",0.412575048541518
"25",0.343604707806466
"26",0.541920353054474
"27",0.477198952684317
"28",0.11566439156993
"29",0.390703438060701
"30",0.46325617766639
"31",0.475747044824846
"32",0.555690753827127
"33",0.555106241346088
"34",0.523300292121091
"35",0.552181069181383
"36",0.571857643709071
"37",0.590580612447118
"38",0.63089602420569
"39",0.634364434618093
"40",0.611043111432723
"41",0.537857537065601
"42",0.524811068971746
"43",0.34382256588056
"44",0.337890088049445
"45",0.179809983839911
"46",0.187054159359109
"47",0.268540496065277
"48",0.134897839252137
"49",0.0566396483672553
"50",-0.130239238584391
"51",-0.26113324366325
"52",-0.132729993209288
"53",0.100284951739935
"54",-0.158933016719443
"55",-0.147660236216233
"56",-0.117252490444014
"57",-0.13640998353723
"58",0.423401522435957
"59",0.602357609950109
"60",0.535861657184552
"61",0.502601338212241
"62",0.561560244266097
"63",0.566808145072346
"64",0.561149995143568
"65",0.555193303784477
"66",0.526226366424832
"67",0.628773330114055
"68",0.594999123942939
"69",0.609306821845648
"70",0.572604680789888
"71",0.591588898480627
"72",0.496776284695077
"73",0.375249354888856
"74",0.361507868764192
"75",0.443311870481147
"76",0.472619590270455
"77",0.540603147546942
"78",0.556465547628647
"79",0.439445243241662
"80",0.267938523462561
"81",0.0996799153792706
"82",0.528375528165298
"83",0.511480575418862
"84",0.501394743762874
"85",0.497933470939989
"86",0.539153749754423
"87",0.659264507355605
"88",0.599114212803663
"89",0.630964963266818
"90",0.651862734781081
"91",0.643018113358234
