date,open_spx,high_spx,low_spx,sp500,sp500_adj,volume_spx,divid,split coef,Trump
2017-01-03,-0.00443491313959532,-0.003933527339009313,-0.007282543010145859,-0.005689706044258447,-0.005689706044258447,0.0014980517359073353,,0.0,0.125
2017-01-04,-0.0029009162809352507,0.0005811578252254979,0.0005087924970692548,0.0007712648743940509,0.0007712648743940509,0.0008160943373154428,,0.0,0.0
2017-01-05,-0.0013033102892516801,-0.004644888276373216,-0.0015945248096551623,-0.003504642113676848,-0.003504642113676848,0.12633050789097844,,0.0,0.11111111111111116
2017-01-06,-0.0010776788656846614,0.0029049127880149683,-0.0021331042413990087,0.0035612412870220655,0.0035612412870220655,0.038003362744397196,,0.0,0.10000000000000009
2017-01-09,0.0017051001885695083,-0.0016584257240257472,0.0016024138402928045,0.0,0.0,-0.11574726763567011,,0.0,0.7777777777777779
2017-01-10,0.0004936524511303109,0.0017359755227408513,0.0019638362033485013,-0.002821668915947262,-0.002821668915947262,0.005076773072663077,,0.0,-0.1875
2017-01-11,-0.0011182930650815992,0.0015582934967293127,0.0029189752689364745,0.002149451302366545,0.002149451302366545,0.04571752071701529,,0.0,1.8461538461538463
2017-01-12,-0.0007040400573755656,-0.003028025129813039,-0.007598469740393021,-0.0018464461121957543,-0.0018464461121957543,0.12360487720972202,,0.0,-0.4054054054054055
2017-01-13,0.0015865482776094009,0.0029047391418990376,0.003844732706469678,0.0029763349622924373,0.0029763349622924373,-0.14050806278399663,,0.0,-0.2727272727272727
2017-01-17,0.0,3.085373743960673e-05,-0.00023858438868995524,-0.001760648700449785,-0.001760648700449785,0.08136339642560886,,0.0,0.0
2017-01-18,-0.0012148422560341876,-0.0010201245632724953,0.0021874682713709515,0.0036224042877959217,0.0036224042877959217,0.047151425945286984,,0.0,-0.05555555555555558
2017-01-19,0.0008545965567674507,-0.001155004918839131,-0.002913938569807706,-0.0033549800179202283,-0.0033549800179202283,-0.10184483839578773,,0.0,0.41176470588235303
2017-01-20,0.000961292541604486,0.0022801503666727285,0.0035400661048641258,0.002697377714992122,0.002697377714992122,0.11807619476577291,,0.0,3.166666666666667
2017-01-23,-4.4049951674951515e-05,-0.005624499618078094,-0.00426169570745305,-0.006521773168289946,-0.006521773168289946,-0.17272550748367865,,0.0,-0.2857142857142857
2017-01-24,-0.009174793312659135,-0.00648826944402181,-0.009699067216239587,-0.007962164144060258,-0.007962164144060258,-0.00911591723391969,,0.0,-0.025000000000000022
2017-01-25,-0.004241657171517699,-0.0006258175828662838,-0.002266790945965713,0.0007359318989119679,0.0007359318989119679,0.06527326914767495,,0.0,0.025641025641025772
2017-01-26,-0.0001696809945107569,0.000856886847439231,0.0010734763584940854,0.0008672195750720757,0.0008672195750720757,0.15130313882183377,,0.0,-0.04999999999999993
2017-01-27,0.005691138708929344,0.005691138708929344,0.010396686125465182,0.006045859355774397,0.006045859355774397,-0.12680193914687565,,0.0,-0.1578947368421053
2017-01-30,0.005272600944582928,0.003036255565324275,0.0003660887169691929,0.0008907045645119016,0.0008907045645119016,-0.1213910873527505,,0.0,-0.15909090909090917
2017-01-31,-0.005062193785316027,-0.004390207868029461,-0.0023014470041649027,-0.00029826062161397715,-0.00029826062161397715,0.04361935449278831,,0.0,0.0
2017-02-01,0.0039092719654090224,0.002263558628178286,0.00034776485584320227,-0.0005700067707211653,-0.0005700067707211653,0.02859986711172846,,0.0,1.5675675675675675
2017-02-02,-0.005178017425957249,-0.006239410425947445,-0.0070939038364732365,-0.007212351560113017,-0.007212351560113017,0.05829398244009809,,0.0,0.05263157894736836
2017-02-03,-0.002501874226336853,0.0009277147666000296,-0.00030158569318017303,0.0021198135656290695,0.0021198135656290695,0.15725703993181206,,0.0,-0.09999999999999998
2017-02-06,-0.0006925914493158825,-0.001400365373591561,-0.0006941873360022388,-0.0002267692262472032,-0.0002267692262472032,-0.09848377209897097,,0.0,-0.101123595505618
