,date,open_tsla,high_tsla,low_tsla,tsla_price,tsla_adj,volume_tsla,divid,split coef,tesla,musk,elon,dynamic_corr,tesla_gen_trend
72,2018-04-18,291.08,300.24,288.16,293.35,293.35,6557700.0,0.0,1.0,10.8,3.54,4.69,-0.5807419366810811,15.490000000000002
73,2018-04-19,291.08,301.01,288.55,300.08,300.08,6090599.0,0.0,1.0,10.44,4.2,5.1800000000000015,-0.44451445671649603,15.62
74,2018-04-20,295.17,299.98,289.75,290.24,290.24,5627928.0,0.0,1.0,10.08,2.64,3.640000000000001,-0.489363276619631,13.72
75,2018-04-23,291.29,291.62,282.33,283.37,283.37,4893378.0,0.0,1.0,10.03,3.0500000000000003,3.6,0.0179820377563379,13.63
76,2018-04-24,285.0,287.09,278.46,283.46,283.46,5685308.0,0.0,1.0,9.35,2.3000000000000003,2.94,0.0141540893111173,12.29
77,2018-04-25,283.5,285.16,277.25,280.69,280.69,4013574.0,0.0,1.0,9.35,2.9000000000000004,3.72,0.487343708595611,13.07
78,2018-04-26,278.75,285.79,276.5,285.48,285.48,4356013.0,0.0,1.0,9.69,3.0500000000000003,4.02,0.28401578712118797,13.71
79,2018-04-27,285.37,294.47,283.83,294.075,294.075,4364626.0,0.0,1.0,9.01,2.5500000000000003,3.3,0.0544588059286841,12.31
80,2018-04-30,293.61,298.73,292.5,293.9,293.9,4228172.0,0.0,1.0,12.1,3.850000000000001,5.04,0.47321909784593896,17.14
81,2018-05-01,293.51,300.82,293.22,299.92,299.92,4625603.0,0.0,1.0,12.32,0.8400000000000001,1.12,-0.59962160449849,13.44
82,2018-05-02,298.57,306.85,297.7844,301.15,301.15,8970370.0,0.0,1.0,16.5,1.05,1.28,0.143068846006358,17.78
83,2018-05-03,278.79,288.04,275.23,284.45,284.45,17352130.0,0.0,1.0,22.0,1.96,2.4,-0.3478901056301989,24.4
84,2018-05-04,283.0,296.86,279.52,294.09,294.09,8569354.0,0.0,1.0,15.4,1.4700000000000002,1.68,-0.883597729657744,17.080000000000002
85,2018-05-07,297.5,305.9588,295.17,302.77,302.77,8678224.0,0.0,1.0,13.65,5.6000000000000005,5.6000000000000005,-0.628903196857109,19.25
86,2018-05-08,300.7953,307.75,299.0,301.97,301.97,5930000.0,0.0,1.0,13.86,20.0,20.0,-0.5637665412487111,33.86
87,2018-05-09,300.41,307.01,300.05,306.85,306.85,5727365.0,0.0,1.0,13.44,12.4,12.8,-0.7782425117771881,26.24
88,2018-05-10,307.4997,312.99,304.1119,305.02,305.02,5651561.0,0.0,1.0,15.33,8.4,8.8,-0.53772078197331,24.13000000000001
89,2018-05-11,307.7,308.88,299.08,301.06,301.06,4679649.0,0.0,1.0,15.54,7.2,7.2,-0.492454086885231,22.74
90,2018-05-14,303.32,304.94,291.62,291.97,291.97,7286804.0,0.0,1.0,14.2,1.76,2.0,-0.5472800964251839,16.2
91,2018-05-15,285.01,286.96,280.5,284.18,284.18,9519173.0,0.0,1.0,13.2,1.52,1.68,-0.15905713070499694,14.88
92,2018-05-16,283.83,288.81,281.56,286.48,286.48,5674019.0,0.0,1.0,12.2,1.12,1.36,0.00689237450755408,13.56
93,2018-05-17,285.9,289.1873,283.97,284.54,284.54,4420612.0,0.0,1.0,12.2,1.2,1.36,0.19636667943146602,13.56
94,2018-05-18,284.65,284.65,274.0,276.82,276.82,7251887.0,0.0,1.0,12.2,1.36,1.52,0.281622583768396,13.72
95,2018-05-21,281.33,291.49,281.3,284.49,284.49,9182571.0,0.0,1.0,14.8,1.04,1.28,0.30976106616759497,16.080000000000002
96,2018-05-22,287.762,288.0,273.422,275.01,275.01,8945756.0,0.0,1.0,13.8,1.36,1.36,-3.380784812781839e-05,15.16
97,2018-05-23,277.76,279.9099,274.0,279.07,279.07,5985053.0,0.0,1.0,11.8,1.36,1.52,0.0297318177710183,13.32
98,2018-05-24,278.4,281.11,274.89,277.85,277.85,4176708.0,0.0,1.0,12.4,2.16,2.0,0.4365429319208521,14.4
99,2018-05-25,277.6252,279.64,275.61,278.85,278.85,3875082.0,0.0,1.0,13.0,1.68,2.0,0.0986056851326556,15.0
100,2018-05-29,278.51,286.5,276.15,283.76,283.76,5666640.0,0.0,1.0,9.54,1.33,1.2600000000000002,-0.0116820869989694,10.8
101,2018-05-30,283.29,295.005,281.6,291.72,291.72,7489686.0,0.0,1.0,10.8,1.05,1.1900000000000002,0.660622282238689,11.99
102,2018-05-31,287.21,290.37,282.93,284.73,284.73,5919721.0,0.0,1.0,10.8,1.05,1.12,0.6287253545025929,11.920000000000002
103,2018-06-01,285.86,291.95,283.839,291.82,291.82,5424386.0,0.0,1.0,13.14,3.640000000000001,4.83,0.6915947086283479,17.97
104,2018-06-04,294.34,299.0,293.548,296.74,296.74,4797810.0,0.0,1.0,12.42,3.3,3.9,-0.39571528898332,16.32
105,2018-06-05,297.7,297.8,286.74,291.13,291.13,5995157.0,0.0,1.0,13.68,3.48,4.32,-0.45551221249895096,18.0
106,2018-06-06,300.5,322.17,297.48,319.5,319.5,18767269.0,0.0,1.0,15.84,4.74,5.1,-0.6925734724435539,20.94
107,2018-06-07,316.15,330.0,313.58,316.09,316.09,14345271.0,0.0,1.0,14.76,3.12,4.5,0.109058717188635,19.26
108,2018-06-08,319.0,324.48,317.15,317.66,317.66,8205202.0,0.0,1.0,14.22,3.18,3.78,0.199822404157777,18.0
109,2018-06-11,322.51,334.66,322.5,332.1,332.1,13183473.0,0.0,1.0,14.44,4.48,6.8,0.330833474647754,21.24
110,2018-06-12,344.7,354.97,338.0,342.77,342.77,22347403.0,0.0,1.0,17.1,5.53,7.44,0.8497415712172378,24.54000000000001
111,2018-06-13,346.706,347.2,339.8,344.78,344.78,9469804.0,0.0,1.0,17.29,4.2,6.5600000000000005,0.852276022960263,23.85
112,2018-06-14,347.63,358.75,346.6,357.72,357.72,10981023.0,0.0,1.0,14.82,5.95,7.28,0.7681026353339991,22.1
113,2018-06-15,353.84,364.67,351.25,358.17,358.17,10848254.0,0.0,1.0,14.25,5.250000000000001,7.44,0.772904568979937,21.69
114,2018-06-18,355.4,373.73,354.5,370.83,370.83,12073226.0,0.0,1.0,17.67,4.02,5.11,0.717431717520701,22.78
115,2018-06-19,365.16,370.0,346.25,352.55,352.55,12761903.0,0.0,1.0,17.29,4.32,6.790000000000001,0.7422834151510981,24.08
116,2018-06-20,358.04,364.38,352.0,362.22,362.22,8383656.0,0.0,1.0,14.44,3.9,4.9700000000000015,0.652713910757257,19.41
117,2018-06-21,362.0,366.2139,346.27,347.51,347.51,7967145.0,0.0,1.0,15.01,3.3,4.62,0.608107846044329,19.63
118,2018-06-22,351.54,352.25,332.0,333.63,333.63,10266059.0,0.0,1.0,14.82,3.66,4.48,0.5621692435507579,19.3
119,2018-06-25,330.12,338.47,327.5,333.01,333.01,6931304.0,0.0,1.0,15.2,2.0500000000000003,2.88,0.537202561210281,18.08
120,2018-06-26,336.0540000000001,343.55,325.7990000000001,342.0,342.0,7452487.0,0.0,1.0,15.4,2.2,3.66,0.501702771927938,19.06
121,2018-06-27,345.0,350.79,339.5,344.5,344.5,8333727.0,0.0,1.0,16.0,2.5500000000000003,4.02,0.6742063657427579,20.02
122,2018-06-28,348.66,357.02,346.11,349.93,349.93,8398005.0,0.0,1.0,19.0,3.35,5.04,0.724955584072093,24.04
123,2018-06-29,353.33,353.86,342.41,342.95,342.95,6492396.0,0.0,1.0,20.0,3.75,5.279999999999999,0.8193603186888109,25.28
124,2018-07-02,360.07,364.78,329.85,335.07,335.07,18759765.0,0.0,1.0,21.0,1.28,1.44,0.747810013080343,22.44
125,2018-07-03,331.75,332.49,309.69,310.86,310.86,12282638.0,0.0,1.0,17.43,1.12,1.12,0.605257295900739,18.55
126,2018-07-05,313.76,314.39,296.22,309.16,309.16,17476374.0,0.0,1.0,16.59,0.8,1.2,0.104793357330839,17.79
127,2018-07-06,304.9545,312.07,302.0,308.9,308.9,8865451.0,0.0,1.0,16.169999999999998,3.2,3.28,-0.16289749003769902,19.45
128,2018-07-09,311.99,318.52,308.0,318.51,318.51,7596753.0,0.0,1.0,17.009999999999998,14.63,12.78,-0.4860318986467511,29.79
129,2018-07-10,324.56,327.6771,319.2,322.47,322.47,9471498.0,0.0,1.0,17.64,13.11,13.86,0.255913197227484,31.5
130,2018-07-11,315.8,321.94,315.07,318.96,318.96,4884076.0,0.0,1.0,17.43,7.98,7.92,0.500460593518839,25.35
131,2018-07-12,321.43,323.23,312.77,316.71,316.71,5721166.0,0.0,1.0,17.009999999999998,8.93,9.18,0.3817484669083879,26.19
132,2018-07-13,315.58,319.5849,309.25,318.87,318.87,5875770.0,0.0,1.0,17.009999999999998,6.08,5.58,0.151903130759411,22.59
133,2018-07-16,311.71,315.16,306.25,310.1,310.1,7818655.0,0.0,1.0,15.2,16.0,15.0,0.333507086953503,30.2
134,2018-07-17,308.81,324.74,308.5,322.69,322.69,6996232.0,0.0,1.0,14.2,8.48,7.5,-0.600697757111258,21.7
135,2018-07-18,325.0,325.5,316.25,323.85,323.85,5624211.0,0.0,1.0,15.6,6.72,6.45,0.150374652736017,22.05
136,2018-07-19,316.33,323.54,314.01,320.23,320.23,5915345.0,0.0,1.0,17.0,3.68,4.05,0.466586131187856,21.05
137,2018-07-20,321.23,323.24,311.7093,313.58,313.58,5166547.0,0.0,1.0,16.2,3.84,3.3,0.35910782246394896,19.5
138,2018-07-23,301.84,305.5,292.8601,303.2,303.2,10992947.0,0.0,1.0,17.64,1.61,1.84,-0.08673220392839097,19.48
139,2018-07-24,304.4209,307.7171,292.5452,297.43,297.43,9590784.0,0.0,1.0,17.64,1.2600000000000002,1.6,-0.376031335632201,19.24
140,2018-07-25,296.74,309.62,294.5025,308.74,308.74,7094180.0,0.0,1.0,17.22,1.4700000000000002,1.52,-0.406486225533515,18.74
141,2018-07-26,304.85,310.7,303.6411,306.65,306.65,4630522.0,0.0,1.0,17.22,1.7500000000000002,2.32,-0.24198473979430998,19.54
142,2018-07-27,307.25,307.6933,295.3404,297.18,297.18,5703326.0,0.0,1.0,16.38,1.54,1.92,-0.506601769577886,18.3
143,2018-07-30,295.9,296.1,286.13,290.17,290.17,6814072.0,0.0,1.0,20.16,1.02,1.4700000000000002,-0.524352593300511,21.63
144,2018-07-31,292.25,298.32,289.07,298.14,298.14,5076916.0,0.0,1.0,19.68,1.14,1.2600000000000002,-0.701757905907747,20.94
145,2018-08-01,297.99,303.0,293.0,300.84,300.84,10129430.0,0.0,1.0,17.04,1.56,1.89,-0.571789853867219,18.93
146,2018-08-02,328.44,349.99,323.16,349.54,349.54,23214962.0,0.0,1.0,17.04,1.7999999999999998,2.45,-0.4763579596307871,19.49
147,2018-08-03,347.81,355.0,342.53,348.17,348.17,13656486.0,0.0,1.0,12.96,1.3199999999999998,1.8200000000000005,0.644103007591899,14.78
148,2018-08-06,345.46,354.98,341.82,341.99,341.99,8564331.0,0.0,1.0,12.88,2.2,1.89,0.153051454600653,14.77
149,2018-08-07,343.84,387.46,339.1501,379.57,379.57,30875768.0,0.0,1.0,28.000000000000004,7.6,6.029999999999999,0.15462914575382,34.03
150,2018-08-08,369.09,382.64,367.12,370.34,370.34,24571163.0,0.0,1.0,24.64,6.1000000000000005,5.94,0.944730610919135,30.58
151,2018-08-09,365.55,367.01,345.73,352.45,352.45,17183811.0,0.0,1.0,17.92,4.2,3.51,0.837937785065081,21.43
152,2018-08-10,354.0,360.0,346.0,355.49,355.49,11552044.0,0.0,1.0,14.840000000000002,3.3000000000000003,2.88,0.63081741363138,17.720000000000006
153,2018-08-13,361.13,363.19,349.02,356.41,356.41,10463881.0,0.0,1.0,12.72,5.74,6.24,0.43590956392345204,18.96
154,2018-08-14,358.45,359.1995,347.1,347.64,347.64,6986427.0,0.0,1.0,12.48,8.260000000000002,8.06,0.6180287737055671,20.54
155,2018-08-15,341.9059,344.49,332.14,338.69,338.69,9101258.0,0.0,1.0,11.52,5.880000000000001,5.46,0.6853041170917771,16.98
156,2018-08-16,339.91,342.28,333.82,335.45,335.45,6064033.0,0.0,1.0,11.52,4.760000000000002,4.94,0.576248466233302,16.46
157,2018-08-17,323.5,326.77,303.53,305.5,305.5,18958612.0,0.0,1.0,15.6,14.000000000000002,13.0,0.507558611980091,28.6
158,2018-08-20,291.7035,308.5,288.2,308.44,308.44,17402335.0,0.0,1.0,13.64,6.71,7.04,-0.496594720787822,20.68
159,2018-08-21,310.61,324.79,309.0,321.9,321.9,13172230.0,0.0,1.0,11.66,5.5,5.17,-0.361111651331582,16.83
160,2018-08-22,320.87,323.88,314.67,321.64,321.64,5945955.0,0.0,1.0,10.12,5.06,5.5,0.156033812741459,15.62
161,2018-08-23,319.14,327.32,318.1,320.1,320.1,5147286.0,0.0,1.0,9.9,4.29,4.73,0.31589635139774397,14.63
162,2018-08-24,320.7,323.85,319.4,322.82,322.82,3602564.0,0.0,1.0,11.22,3.3,3.85,0.257725469545185,15.07
163,2018-08-27,318.0,322.435,308.81,319.27,319.27,13079288.0,0.0,1.0,9.8,1.6800000000000002,2.56,0.281492376390418,12.36
164,2018-08-28,318.41,318.88,311.19,311.86,311.86,7649091.0,0.0,1.0,9.4,1.96,2.72,-0.00158322264218269,12.12
165,2018-08-29,310.27,311.85,303.69,305.01,305.01,7447392.0,0.0,1.0,8.8,2.45,3.28,0.41545179955033296,12.08
166,2018-08-30,302.26,304.6,297.72,303.15,303.15,7216706.0,0.0,1.0,9.0,2.03,3.04,0.512390290477837,12.04
167,2018-08-31,302.0,305.3082,298.6,301.66,301.66,5375104.0,0.0,1.0,9.2,1.89,2.4,0.57665519704652,11.6
168,2018-09-04,296.94,298.19,288.0,288.95,288.95,8350469.0,0.0,1.0,10.66,1.56,2.34,0.643229775891594,13.0
169,2018-09-05,285.05,286.78,277.18,280.74,280.74,7720821.0,0.0,1.0,11.18,2.34,3.12,0.571409496897649,14.3
170,2018-09-06,284.8,291.17,278.88,280.95,280.95,7480760.0,0.0,1.0,10.66,2.34,2.8600000000000003,0.17513056024109802,13.52
171,2018-09-07,260.1,268.35,252.2548,263.24,263.24,22491931.0,0.0,1.0,26.0,26.0,26.0,0.44423849459100395,52.0
172,2018-09-10,273.26,286.03,271.0,285.5,285.5,14283528.0,0.0,1.0,16.64,7.92,9.2,-0.85955954071546,25.84
173,2018-09-11,279.47,282.0,273.55,279.44,279.44,9169989.0,0.0,1.0,16.12,6.16,7.36,-0.49936804317064704,23.48
174,2018-09-12,281.44,292.5,278.6463,290.54,290.54,10015427.0,0.0,1.0,14.56,4.62,5.98,-0.31833903011995196,20.54
175,2018-09-13,288.02,295.0,285.18,289.46,289.46,6340336.0,0.0,1.0,13.0,4.62,5.5200000000000005,-0.247050438340479,18.52
176,2018-09-14,288.76,297.3256,286.52,295.2,295.2,6765612.0,0.0,1.0,12.48,4.18,4.37,-0.26493623639328395,16.85
177,2018-09-17,290.04,300.87,288.13,294.84,294.84,6887577.0,0.0,1.0,10.34,1.92,2.28,-0.17086082441803602,12.62
178,2018-09-18,296.69,302.64,275.5,284.96,284.96,16547522.0,0.0,1.0,11.88,2.76,2.88,0.404518461285161,14.760000000000002
179,2018-09-19,280.51,300.0,280.5,299.02,299.02,8294917.0,0.0,1.0,11.66,1.7999999999999998,2.28,0.20960721393728,13.94
180,2018-09-20,303.56,305.98,293.33,298.33,298.33,7349422.0,0.0,1.0,10.78,1.3199999999999998,1.56,0.324922842842092,12.34
181,2018-09-21,297.7,300.58,295.37,299.1,299.1,5050478.0,0.0,1.0,10.34,1.44,1.44,0.6014633521845811,11.78
182,2018-09-24,298.48,302.9993,293.58,299.68,299.68,4842961.0,0.0,1.0,10.92,1.35,1.5,0.6189828056728671,12.42
183,2018-09-25,300.0,304.6,296.5,300.99,300.99,4481729.0,0.0,1.0,10.92,1.2,1.5,0.590571136931867,12.42
184,2018-09-26,301.91,313.89,301.1093,309.58,309.58,7843216.0,0.0,1.0,11.18,1.35,1.5,0.5870164040609829,12.68
185,2018-09-27,312.9,314.96,306.91,307.52,307.52,8509084.0,0.0,1.0,16.64,3.3,3.45,0.396046334337815,20.09
186,2018-09-28,270.26,278.0,260.56,264.77,264.77,33649700.0,0.0,1.0,23.14,5.1,5.7,-0.477267618653553,28.84
187,2018-10-01,305.77,311.44,301.05,310.7,310.7,21777597.0,0.0,1.0,29.0,15.8,14.07,-0.854368914601136,43.07
188,2018-10-02,313.95,316.84,299.15,301.02,301.02,11743511.0,0.0,1.0,23.78,9.8,9.45,-0.360779464498921,33.230000000000004
189,2018-10-03,303.33,304.6,291.57,294.8,294.8,7994988.0,0.0,1.0,19.43,7.2,7.35,-0.424211670679547,26.78
190,2018-10-04,293.95,294.0,277.67,281.83,281.83,9814212.0,0.0,1.0,18.27,7.4,7.979999999999999,-0.432856495179665,26.25
191,2018-10-05,274.65,274.88,260.0,261.95,261.95,17944537.0,0.0,1.0,19.43,7.0,6.93,-0.506657210771326,26.36
192,2018-10-08,264.52,267.7599,249.0,250.56,250.56,13472653.0,0.0,1.0,17.04,3.06,4.1000000000000005,-0.578746871774396,21.14
193,2018-10-09,255.25,266.77,253.3,262.8,262.8,12060574.0,0.0,1.0,16.56,2.43,2.7,-0.449860231678446,19.26
194,2018-10-10,264.61,265.51,247.77,256.88,256.88,12815278.0,0.0,1.0,15.6,1.89,2.3000000000000003,-0.327418179668786,17.9
195,2018-10-11,257.53,262.25,249.03,252.23,252.23,8167738.0,0.0,1.0,13.92,1.89,2.0,-0.20315247675762105,15.92
196,2018-10-12,261.0,261.99,252.01,258.78,258.78,7201404.0,0.0,1.0,15.84,1.62,2.1,-0.00639611762989449,17.94
197,2018-10-15,259.06,263.28,254.5367,259.59,259.59,6199965.0,0.0,1.0,13.11,2.76,3.38,-0.0703579757231412,16.49
198,2018-10-16,265.7,277.375,262.24,276.59,276.59,9526401.0,0.0,1.0,14.49,2.76,3.25,-0.0763940212892472,17.740000000000006
199,2018-10-17,282.4,282.7,265.8032,271.78,271.78,8655542.0,0.0,1.0,12.88,2.52,2.73,-0.153328401520758,15.61
200,2018-10-18,269.29,271.0,263.0,263.91,263.91,5421184.0,0.0,1.0,13.11,2.16,2.73,0.00701248195543624,15.84
201,2018-10-19,267.39,269.66,253.5,260.0,260.0,9375549.0,0.0,1.0,16.560000000000002,4.92,4.68,0.0802987392068114,21.24
202,2018-10-22,260.68,261.86,252.59,260.95,260.95,5600260.0,0.0,1.0,15.86,6.37,6.3000000000000025,-0.448846807787671,22.160000000000004
203,2018-10-23,263.87,297.93,262.1,294.14,294.14,19027753.0,0.0,1.0,18.72,4.94,5.040000000000001,-0.5587489161983039,23.76
204,2018-10-24,301.05,304.44,285.73,288.5,288.5,20058258.0,0.0,1.0,24.18,3.64,4.2,-0.436954963751655,28.38
205,2018-10-25,317.22,321.0,301.01,314.86,314.86,20840724.0,0.0,1.0,22.36,3.51,3.640000000000001,-0.6092492260094521,26.0
206,2018-10-26,308.25,339.9,306.65,330.9,330.9,27425520.0,0.0,1.0,19.76,4.29,4.340000000000002,-0.318427743665767,24.1
207,2018-10-29,337.47,347.16,326.5,334.85,334.85,14486027.0,0.0,1.0,14.08,2.08,2.34,0.368722976956768,16.42
208,2018-10-30,328.39,337.8999,322.26,329.9,329.9,9126704.0,0.0,1.0,12.54,1.76,2.07,0.18123213302966096,14.61
209,2018-10-31,332.54,342.0,329.1,337.32,337.32,7624348.0,0.0,1.0,12.98,1.52,1.71,-0.0116146378219693,14.69
210,2018-11-01,338.26,347.84,334.725,344.28,344.28,8000132.0,0.0,1.0,19.8,5.6000000000000005,5.85,-0.218892501018182,25.65
211,2018-11-02,343.74,349.2,340.91,346.41,346.41,7807971.0,0.0,1.0,22.0,6.6400000000000015,6.39,0.555667157283908,28.39
212,2018-11-05,340.5,343.955,330.14,341.4,341.4,7831048.0,0.0,1.0,16.34,5.3900000000000015,5.68,0.640067711227134,22.02
213,2018-11-06,339.07,348.8,336.09,341.06,341.06,6762889.0,0.0,1.0,16.91,4.83,4.96,0.537114156098736,21.87
214,2018-11-07,343.34,351.18,340.8,348.16,348.16,7374522.0,0.0,1.0,14.82,4.550000000000002,5.68,0.515913274413762,20.5
215,2018-11-08,348.5,357.5755,348.44,351.4,351.4,7090674.0,0.0,1.0,18.05,6.0900000000000025,6.8,0.51843719422666,24.85
216,2018-11-09,349.0,354.0,345.23,350.51,350.51,5098846.0,0.0,1.0,17.29,4.340000000000002,4.88,0.635189258532402,22.17
217,2018-11-12,348.37,349.78,330.34,331.28,331.28,6941523.0,0.0,1.0,15.96,3.78,3.99,0.564597991825616,19.950000000000006
218,2018-11-13,333.16,344.7,332.2,338.73,338.73,5448597.0,0.0,1.0,15.77,4.5,4.760000000000002,0.418329624355755,20.53
219,2018-11-14,342.7,347.11,337.15,344.0,344.0,5040287.0,0.0,1.0,16.72,3.6,3.99,0.543761804871916,20.71
220,2018-11-15,342.33,348.58,339.04,348.44,348.44,4625719.0,0.0,1.0,15.77,3.96,3.5000000000000004,0.547159136085595,19.27
221,2018-11-16,345.19,355.7,345.1201,354.31,354.31,7206191.0,0.0,1.0,17.48,4.62,3.99,0.511483710422856,21.47
222,2018-11-19,356.34,366.75,352.88,353.47,353.47,9708871.0,0.0,1.0,16.91,4.2,3.12,0.608952814631474,20.03
223,2018-11-20,341.75,349.8,333.55,347.49,347.49,8004709.0,0.0,1.0,15.96,3.6,3.06,0.5497174002818379,19.02
224,2018-11-21,352.0,353.1,337.3995,338.19,338.19,4686808.0,0.0,1.0,16.15,4.26,3.24,0.4611408248241379,19.39
225,2018-11-23,334.345,337.5,325.55,325.83,325.83,4202642.0,0.0,1.0,16.15,3.0,2.64,0.44414707143766097,18.79
226,2018-11-26,325.0,346.22,325.0,346.0,346.0,7992141.0,0.0,1.0,16.2,6.72,5.28,0.33510323827302696,21.48
227,2018-11-27,340.05,346.96,335.5,343.92,343.92,6358300.0,0.0,1.0,17.400000000000002,6.96,5.76,0.775233239123066,23.160000000000004
228,2018-11-28,345.99,348.28,342.21,347.87,347.87,4127578.0,0.0,1.0,18.0,8.0,6.5600000000000005,0.682763752709463,24.56
229,2018-11-29,347.0,347.5,339.55,341.17,341.17,3080724.0,0.0,1.0,18.4,7.6,6.08,0.6976271511500761,24.48
230,2018-11-30,341.83,351.6,338.2648,350.48,350.48,5628895.0,0.0,1.0,18.8,6.72,5.6000000000000005,0.632949983056556,24.4
231,2018-12-03,360.0,366.0,352.0,358.49,358.49,8306511.0,0.0,1.0,14.63,1.96,2.45,0.657473991359212,17.080000000000002
232,2018-12-04,356.05,368.68,352.0,359.7,359.7,8461945.0,0.0,1.0,14.63,1.96,2.5200000000000005,0.312374665857518,17.150000000000002
233,2018-12-06,356.01,367.38,350.76,363.06,363.06,7842508.0,0.0,1.0,14.25,1.6800000000000002,1.6800000000000002,0.15726908044223098,15.93
234,2018-12-07,369.0,379.49,357.65,357.965,357.965,11511177.0,0.0,1.0,14.25,1.89,2.03,-0.0577260869966736,16.28
235,2018-12-10,360.0,365.98,353.12,365.15,365.15,6613455.0,0.0,1.0,18.48,10.0,10.0,-0.0807874314034116,28.48
236,2018-12-11,369.91,372.1689,360.23,366.76,366.76,6308769.0,0.0,1.0,16.59,4.6000000000000005,5.6000000000000005,0.661298770468687,22.19
237,2018-12-12,369.42,371.91,365.16,366.6,366.6,5027048.0,0.0,1.0,15.96,3.6,3.4000000000000004,0.5203860090069949,19.36
238,2018-12-13,370.15,377.44,366.75,376.79,376.79,7365854.0,0.0,1.0,17.43,3.4000000000000004,3.4000000000000004,0.4211129099644649,20.83
239,2018-12-14,375.0,377.87,364.33,365.71,365.71,6337555.0,0.0,1.0,17.64,3.3000000000000003,3.8,0.5031882467366661,21.44
240,2018-12-17,362.0,365.7,343.88,348.42,348.42,7674008.0,0.0,1.0,17.82,2.34,2.52,0.515850882034159,20.34
241,2018-12-18,350.54,351.55,333.69,337.03,337.03,7099999.0,0.0,1.0,17.82,2.43,2.7,0.42678968168031,20.52
242,2018-12-19,337.6,347.01,329.74,332.97,332.97,8274181.0,0.0,1.0,18.92,5.58,5.58,0.402264545741714,24.5
243,2018-12-20,327.0535,330.29,311.869,315.38,315.38,9071858.0,0.0,1.0,19.14,4.41,4.68,0.5580447927088511,23.82
244,2018-12-21,317.4,323.47,312.44,319.77,319.77,8016801.0,0.0,1.0,18.92,2.88,3.96,0.18306236719974306,22.88000000000001
245,2018-12-24,313.5,314.5,295.195,295.39,295.39,5559913.0,0.0,1.0,21.12,2.31,2.1700000000000004,0.2298294472409169,23.29000000000001
246,2018-12-26,300.0,326.97,294.09,326.09,326.09,8163138.0,0.0,1.0,21.6,1.96,2.03,-0.45866054159238795,23.63000000000001
247,2018-12-27,319.84,322.1717,301.5,316.13,316.13,8575133.0,0.0,1.0,24.0,2.1,1.8200000000000005,-0.10192178443517698,25.82
248,2018-12-28,323.1,336.24,318.41,333.87,333.87,9938992.0,0.0,1.0,21.84,2.1,2.03,-0.11240407574207302,23.87
249,2018-12-31,337.79,339.21,325.26,332.8,332.8,6302338.0,0.0,1.0,19.55,1.38,1.8200000000000005,0.44051596568004603,21.37
250,2019-01-02,306.1,315.13,298.8,310.12,310.12,11658648.0,0.0,1.0,23.0,5.46,5.880000000000001,0.39524024604737795,28.88000000000001
251,2019-01-03,307.0,309.4,297.38,300.36,300.36,6965184.0,0.0,1.0,19.78,4.859999999999999,5.74,-0.23583537860068202,25.520000000000003
252,2019-01-04,306.0,318.0,302.73,317.69,317.69,7394116.0,0.0,1.0,15.87,6.0,5.32,-0.4480606416873569,21.19
253,2019-01-07,321.72,336.74,317.7508,334.96,334.96,7551225.0,0.0,1.0,14.25,5.32,5.040000000000001,-0.22822776817120802,19.29
254,2019-01-08,341.96,344.01,327.02,335.35,335.35,7008516.0,0.0,1.0,13.87,5.250000000000001,5.460000000000001,0.358849341887581,19.33
255,2019-01-09,335.5,343.5025,331.47,338.53,338.53,5432945.0,0.0,1.0,13.3,6.0200000000000005,5.670000000000001,0.45313104059768106,18.97
256,2019-01-10,334.4,345.39,331.79,344.97,344.97,6056354.0,0.0,1.0,14.06,5.8100000000000005,5.95,0.5362318385709529,20.01
257,2019-01-11,342.09,348.41,338.77,347.26,347.26,5039052.0,0.0,1.0,13.68,6.790000000000001,6.580000000000001,0.6066478922337321,20.26
258,2019-01-14,342.38,342.5,334.0,334.4,334.4,5247284.0,0.0,1.0,13.65,4.08,4.2,0.623171045690174,17.85
259,2019-01-15,335.0,348.8,334.5,344.43,344.43,6056590.0,0.0,1.0,14.49,4.32,4.14,0.387481088167916,18.63
260,2019-01-16,344.78,352.0,343.5,346.05,346.05,4691739.0,0.0,1.0,14.7,3.66,4.02,0.45307041994694897,18.72
261,2019-01-17,346.21,351.5,344.15,347.31,347.31,3676733.0,0.0,1.0,14.7,4.14,4.14,0.4106077141675779,18.84
262,2019-01-18,323.0,327.1297,299.7301,302.26,302.26,24150763.0,0.0,1.0,20.58,4.56,4.8,0.43890270944258897,25.38
263,2019-01-22,304.82,308.0,295.5,298.92,298.92,12066741.0,0.0,1.0,14.2,2.85,3.3,-0.30486241825041804,17.5
264,2019-01-23,292.5,294.5,281.69,287.59,287.59,12529993.0,0.0,1.0,14.6,3.5,4.08,-0.0899600922636132,18.68
265,2019-01-24,283.03,293.68,279.2831,291.51,291.51,8012155.0,0.0,1.0,14.2,3.8,4.32,-0.23738591455351696,18.52
266,2019-01-25,294.39,298.5195,289.55,297.04,297.04,7258078.0,0.0,1.0,14.0,3.2,4.08,-0.23982038798672306,18.08
267,2019-01-28,292.91,297.46,287.75,296.38,296.38,6423279.0,0.0,1.0,14.0,5.46,7.000000000000001,-0.150485594188046,21.0
268,2019-01-29,295.27,298.5566,291.8,297.46,297.46,4621692.0,0.0,1.0,14.0,5.76,5.95,-0.490562641341243,19.95
