,date,open_dollar_eur,high_dollar_eur,low_dollar_eur,dollar_eur,Unnamed: 0.1,crisis,job,loan,unemployment,default,suicide,killing,disorder,crime,usurer,war,uprising,hiring,work,usajob,apply,wei_dyn_corr,wei_dollar_eur_gen_trend,diff_wei_trend,absdiiff
50,2018-03-02,0.8145,0.8159,0.8104,0.8117,425.0,39.6,23.24,47.43,2.28,73.08,26.88,25.9,74.25999999999998,59.16,0.0,20.3,2.53,44.66,77.19,19.72,36.98,-0.30366215089532106,34.4475,-3.7080000000000055,0.03708000000000006
51,2018-03-05,0.8097,0.8145,0.8096,0.8105,428.0,32.8,24.08,49.47,4.0,80.08,27.28,26.180000000000003,81.84,60.97000000000001,0.0,18.76,3.12,55.67999999999999,78.72,16.830000000000002,40.18,-0.0367413194520879,32.5945,-1.853000000000001,0.018530000000000012
52,2018-03-06,0.8105,0.8107,0.8047,0.8048,429.0,35.66999999999999,26.04000000000001,49.47,2.92,85.36,26.97,24.14,86.24,58.290000000000006,0.0,18.76,2.64,56.26,82.0,51.0,38.95,0.11332429644247805,44.8225,12.228000000000002,0.12228000000000001
53,2018-03-07,0.8048,0.8071,0.8036,0.8052,430.0,37.31,24.92,46.92,2.6,80.08,27.9,24.48,80.96,58.290000000000006,18.24,19.040000000000006,2.64,53.36,80.36,16.830000000000002,38.95,-0.496441225176251,34.071999999999996,-10.750499999999995,0.10750499999999995
54,2018-03-08,0.8055,0.8128,0.8032,0.8119,431.0,36.49,24.36000000000001,46.41,2.52,88.0,26.97,25.500000000000004,78.32000000000002,60.3,28.12,20.160000000000004,2.4,52.78,81.17999999999998,26.01,38.54,-0.0729649339933001,37.1785,3.106499999999997,0.031064999999999968
55,2018-03-09,0.8119,0.8143,0.8107,0.8123,432.0,31.57,22.96,48.45,2.44,80.96,27.59,25.16,79.2,56.28,19.38,17.92,2.4,48.72,76.25999999999998,17.85,38.13,-0.132417634879199,32.2325,-4.945999999999998,0.049459999999999976
56,2018-03-12,0.8121,0.8133,0.8098,0.8105,435.0,29.23,21.58,45.57,3.72,78.85,26.1,28.0,72.25,67.0,19.0,20.46,3.640000000000001,56.00000000000001,76.80000000000003,21.5,38.54,0.12895463366477,31.8565,-0.3760000000000012,0.003760000000000012
57,2018-03-13,0.8105,0.8118,0.8057,0.8066,436.0,29.97,22.36,47.04,2.8000000000000003,77.19,25.8,26.95,77.35,62.98,18.81,19.84,3.3600000000000003,50.40000000000001,76.80000000000003,21.5,38.13,0.19688318281471492,32.22,0.3634999999999984,0.0036349999999999837
58,2018-03-14,0.8067,0.8096,0.8053,0.8082,437.0,27.75,21.84,43.61,2.52,80.50999999999998,26.1,26.6,75.64999999999998,58.290000000000006,9.5,19.84,2.8000000000000003,49.28,75.2,29.24,36.9,0.17261737492785995,33.8805,1.6604999999999992,0.01660499999999999
59,2018-03-15,0.8082,0.8127,0.8072,0.8124,438.0,29.6,20.8,46.06,2.4,76.36,27.6,25.55,75.64999999999998,60.97000000000001,0.0,20.46,3.640000000000001,49.84,74.4,0.0,38.13,0.027809385139025998,25.059,-8.821499999999997,0.08821499999999997
60,2018-03-16,0.8124,0.8153,0.8103,0.813,439.0,28.12,20.8,43.12,2.04,70.55,27.6,26.25,68.0,54.94000000000001,0.0,31.0,4.760000000000002,40.88,70.4,29.67,33.62,0.49745475582204796,32.788000000000004,7.729000000000003,0.07729000000000003
61,2018-03-19,0.8137,0.8155,0.8089,0.8104,442.0,41.16,25.480000000000004,46.55,3.72,81.78,29.76,24.75,82.8,63.48,14.499999999999998,24.49,22.77,57.99999999999999,80.36,19.040000000000006,39.9,0.183892032814501,36.2095,3.4214999999999947,0.03421499999999995
62,2018-03-20,0.8104,0.8168,0.8092,0.8164,443.0,38.64,26.04000000000001,47.04,2.88,78.3,27.9,23.1,80.96000000000002,61.41,14.21,23.25,26.73,54.52,82.0,19.040000000000006,40.32,-0.150724267255871,35.298,-0.9114999999999966,0.009114999999999967
63,2018-03-21,0.8166,0.8166,0.8095,0.8099,444.0,35.28,24.64,45.57,2.52,84.39,27.59,25.08,81.88000000000002,65.55,14.21,22.01,36.63,53.36,80.36,18.48,41.58,-0.0820323647448122,34.2375,-1.0605000000000049,0.010605000000000048
64,2018-03-22,0.81,0.8136,0.8071,0.8114,445.0,38.22,24.92,44.59,2.4,82.65,30.38,24.09,92.0,66.24,0.0,22.63,50.49,53.94,78.72,19.6,38.64,-0.0572035190581724,35.3165,1.0790000000000006,0.010790000000000006
65,2018-03-23,0.8114,0.8117,0.8079999999999999,0.8089,446.0,34.86,21.56,44.59,2.12,78.3,25.11,23.43,75.44,60.03,15.079999999999998,21.39,70.29,45.24,74.61999999999998,20.160000000000004,37.38,-0.115813440779076,33.0335,-2.2830000000000013,0.022830000000000013
66,2018-03-26,0.8084,0.8093,0.8022,0.8028,449.0,35.2,23.49,48.45,3.8,78.11999999999998,31.04,30.02,79.21000000000002,64.68,0.0,18.09,56.64,57.6,76.80000000000003,0.0,39.36,0.0604057723819009,27.8415,-5.191999999999997,0.051919999999999966
67,2018-03-27,0.8028,0.8078,0.8013,0.8058,450.0,36.8,24.57,51.0,3.08,84.0,31.36,29.26,82.77,57.42,7.649999999999999,18.09,40.32,57.0,78.4,17.15,41.0,0.475611371646275,34.506,6.6645,0.06664500000000001
68,2018-03-28,0.8058,0.8127,0.8047,0.8121,451.0,35.6,23.22,47.43,2.56,81.48,31.04,30.02,81.88,60.72000000000001,7.8,17.82,31.68,57.0,77.60000000000002,34.3,39.77,0.0369062246556031,38.4555,3.949500000000001,0.03949500000000001
69,2018-03-29,0.8121,0.8138,0.8103,0.8125,452.0,31.6,22.41,49.98,2.24,74.75999999999998,28.8,31.54,79.21000000000002,56.76000000000001,0.0,17.55,31.68,51.6,75.2,34.3,38.13,-0.251267362830651,36.468,-1.9874999999999967,0.019874999999999966
70,2018-03-30,0.8124,0.813,0.8106,0.8112,453.0,26.4,19.44,46.92,2.16,68.88,26.88,30.78,66.75,53.46,8.25,14.04,40.32,48.6,68.8,18.13,35.26,-0.167469721533922,28.425,-8.043000000000003,0.08043000000000003
71,2018-04-02,0.8116,0.8138,0.8099,0.8127,456.0,30.8,24.57,48.36,4.0,83.7,25.28,28.0,66.88,64.0,0.0,4.760000000000002,25.0,57.34,70.47,37.0,41.28,0.35659187247434604,38.499,10.074000000000002,0.10074000000000001
72,2018-04-03,0.8127,0.8158,0.8105,0.8146,457.0,31.6,26.46,49.4,3.08,81.0,25.92,29.6,73.04,58.24,4.9,5.040000000000001,27.0,61.0,74.52000000000002,0.0,42.57,-0.20047647975295801,27.988000000000003,-10.511,0.10511
73,2018-04-04,0.8146,0.8156,0.8118,0.8138,458.0,34.4,25.38000000000001,49.4,2.72,85.5,27.52,28.4,72.16,57.6,4.9,5.32,20.0,59.17,72.9,0.0,39.99,0.33254656914346997,28.954,0.9659999999999976,0.009659999999999976
74,2018-04-05,0.8138,0.8182,0.8133,0.8165,459.0,35.2,25.65,47.32,2.44,81.9,27.2,32.0,76.56,56.32,9.8,5.32,38.0,55.51,74.52000000000002,12.21,39.99,0.38654355223785103,32.474000000000004,3.520000000000003,0.03520000000000003
75,2018-04-06,0.8165,0.8182,0.8134,0.8138,460.0,30.4,22.95000000000001,47.32,2.32,78.3,26.56,32.800000000000004,64.24,55.04,0.0,5.040000000000001,58.0,47.58,69.66000000000001,12.58,36.98,0.182553844821543,29.975,-2.4990000000000023,0.024990000000000023
76,2018-04-09,0.8145,0.8152,0.8108,0.8113,463.0,46.06,26.19,50.44000000000001,3.72,77.43,25.11,38.27,83.42,61.75,8.16,8.58,33.44,57.34,77.08,0.0,43.0,0.34570650459564395,31.94,1.965,0.01965
77,2018-04-10,0.8112,0.8125,0.8078,0.8089,464.0,44.65,26.19,48.88,3.16,89.0,24.49,32.25,80.50999999999998,59.15,0.0,8.19,36.08,59.17,76.25999999999998,14.08,43.0,0.210643231918494,36.82,4.879999999999999,0.04879999999999999
78,2018-04-11,0.809,0.8096,0.8066,0.8081,465.0,46.06,26.46,46.8,2.64,80.1,24.49,31.82,97.0,61.1,8.4,8.97,26.4,59.78,77.89999999999998,14.52,40.85,-0.22284835129916,36.461999999999996,-0.35799999999999704,0.0035799999999999704
79,2018-04-12,0.8081,0.8127,0.8075,0.8109,466.0,47.0,25.65,46.28,2.48,83.66,25.42,29.67,92.15,60.45,8.4,10.14,21.12,50.63,77.08,19.36,39.99,-0.212648901446693,38.283,1.820999999999998,0.01820999999999998
80,2018-04-13,0.8109,0.8122,0.8098,0.8106,467.0,42.3,22.68,46.8,2.28,74.76,23.25,31.82,74.69,55.25,0.0,9.36,25.52,45.14,71.33999999999997,14.52,39.13,-0.276674317027913,33.666,-4.617000000000004,0.046170000000000044
81,2018-04-16,0.8109,0.8109999999999999,0.8067,0.8074,470.0,43.7,27.160000000000004,50.88,3.6,71.34,23.87,33.15,81.6,58.5,38.0,11.25,11.13,57.66,72.9,20.15,39.48,-0.0215889780890965,36.981,3.315000000000005,0.03315000000000005
82,2018-04-17,0.8074,0.8103,0.8053,0.8079999999999999,471.0,45.54,28.000000000000004,53.0,3.04,77.42999999999998,24.8,29.64,86.39999999999998,61.75,0.0,11.25,10.6,59.52,74.52000000000002,27.3,41.16,-0.255599087291908,40.645,3.6640000000000015,0.03664000000000001
83,2018-04-18,0.8079999999999999,0.8097,0.8064,0.8075,472.0,44.62000000000001,27.44,49.29,2.72,86.13,22.94,27.3,83.52,57.85,0.0,11.7,9.54,58.28,74.52000000000002,21.45,40.32,-0.3954745503276539,39.1305,-1.5145000000000053,0.015145000000000053
84,2018-04-19,0.8073,0.8107,0.8062,0.8099,473.0,42.78,26.6,48.76000000000001,2.4,79.17,24.8,26.52,85.44,63.05,13.3,12.15,10.07,55.18,74.52000000000002,31.85,39.9,-0.33021959247967,40.724000000000004,1.5934999999999988,0.015934999999999987
85,2018-04-20,0.81,0.8153,0.8093,0.8138,474.0,40.94000000000001,23.520000000000003,45.05,2.04,74.82,23.87,27.3,79.67999999999998,55.25,13.68,14.4,11.66,47.12,69.66000000000001,32.5,35.28,-0.36255219761067303,38.8225,-1.9014999999999984,0.019014999999999983
86,2018-04-23,0.8141,0.8195,0.8135,0.8188,477.0,42.75,25.65,47.94,3.56,73.95,29.88,32.0,82.56,59.8,0.0,34.58,6.29,60.48,77.19,23.04,41.28,-0.28588639449166303,37.224000000000004,-1.5985000000000014,0.015985000000000013
87,2018-04-24,0.8186,0.8206,0.8164,0.8173,478.0,44.55,25.65,48.96,2.76,75.64999999999998,32.4,32.800000000000004,87.36,59.8,19.72,39.13,5.92,62.37,80.50999999999998,20.16,41.28,-0.21957729917728,37.121,-0.10299999999999444,0.0010299999999999444
88,2018-04-25,0.8172,0.8221,0.8167,0.8214,479.0,43.65,26.73,45.39,2.52,72.25,33.48,28.4,83.52,63.05,0.0,40.04,5.18,57.33,79.67999999999998,20.16,41.28,-0.26895900626873803,36.6565,-0.464500000000001,0.00464500000000001
89,2018-04-26,0.8215,0.8264,0.8190000000000001,0.8258,480.0,43.2,25.38000000000001,43.35,2.28,78.2,34.2,29.20000000000001,81.6,64.35000000000001,0.0,44.59,4.44,56.07,83.0,0.0,38.7,-0.222493936858328,30.5615,-6.095000000000002,0.060950000000000025
90,2018-04-27,0.8259,0.8291,0.8240000000000001,0.8243,481.0,36.45,22.68,42.84,2.24,68.0,33.48,27.20000000000001,72.0,55.25,0.0,80.08,4.07,48.51,69.72,24.0,36.12,0.19435346192463604,33.881,3.319500000000001,0.03319500000000001
91,2018-04-30,0.8247,0.8287,0.8236,0.8276,484.0,41.8,26.320000000000004,47.94,3.6,68.89,30.03,32.800000000000004,84.6,54.9,12.24,80.0,2.97,62.40000000000001,72.8,20.48,40.32,0.00156487521073196,35.866,1.9849999999999997,0.019849999999999996
92,2018-05-01,0.8275,0.8342,0.8272,0.8338,485.0,40.92,26.04000000000001,49.47,3.36,81.33999999999997,31.020000000000003,22.8,93.06,60.39,25.92,100.0,20.790000000000006,50.05,78.4,6.4,41.58,-0.172082853381937,32.6155,-3.2505000000000024,0.03250500000000003
93,2018-05-02,0.8338,0.8374,0.831,0.8362,486.0,43.12,25.480000000000004,46.41,2.72,80.50999999999998,29.70000000000001,21.6,94.0,56.12,17.28,87.0,17.55,50.05,78.4,9.6,38.22,0.06224120317699201,33.8315,1.216000000000001,0.012160000000000011
94,2018-05-03,0.8363,0.8367,0.8325,0.8340000000000001,487.0,41.36,24.08,46.41,2.64,73.03999999999998,31.020000000000003,20.4,92.12,59.78,17.64,78.0,16.740000000000002,49.4,76.80000000000003,0.0,38.22,-0.000122385791583276,29.2565,-4.574999999999998,0.045749999999999985
95,2018-05-04,0.8340000000000001,0.8392,0.8332,0.8357,488.0,37.4,22.680000000000003,44.37,2.96,69.72,29.70000000000001,21.6,82.72,54.9,36.0,76.0,21.6,43.55,72.8,6.4,36.12,0.40698277791244103,29.1345,-0.12199999999999987,0.0012199999999999986
96,2018-05-07,0.8359,0.8402,0.8346,0.8384,491.0,42.68,24.3,47.84,4.0,76.5,29.76,25.83,80.91,58.2,0.0,49.92,17.42,53.95,76.63000000000002,11.44,38.54,0.411516123330286,33.568000000000005,4.433500000000006,0.044335000000000055
97,2018-05-08,0.8385,0.8444,0.8374,0.8428,492.0,43.12,25.65,50.96,3.12,82.45,28.83,24.6,80.91,58.2,0.0,41.6,16.64,56.55,75.84,8.8,39.36,0.10447871942767,34.064,0.4959999999999951,0.004959999999999951
98,2018-05-09,0.8429,0.8455,0.8404,0.8434,493.0,43.56,25.38000000000001,48.88,2.92,85.0,29.14,24.19,79.17,57.0,0.0,39.68,16.64,52.0,79.0,8.8,39.36,0.0281297870086132,34.266,0.20199999999999815,0.0020199999999999814
99,2018-05-10,0.8434,0.8440000000000001,0.8370000000000001,0.8388,494.0,44.0,24.840000000000003,47.32,2.72,82.45,29.14,23.78,80.04,54.6,14.06,37.76,16.64,48.1,76.63000000000002,11.88,39.77,-0.0496345693776712,34.827,0.5609999999999999,0.0056099999999999995
100,2018-05-11,0.8388,0.8406,0.8354,0.8369,495.0,37.84,21.87,47.84,2.24,69.7,28.52,22.14,69.6,55.2,0.0,36.48,15.6,41.6,71.89,18.04,34.44,-0.22229507633024104,32.687,-2.140000000000001,0.02140000000000001
101,2018-05-14,0.8367,0.8384,0.8334,0.838,498.0,33.06,23.49,46.92,3.92,76.53999999999998,28.83,26.4,71.2,57.99999999999999,0.0,27.84,13.11,57.12000000000001,76.0,27.88,41.16,0.0249759961216337,35.329,2.642000000000003,0.02642000000000003
102,2018-05-15,0.8381,0.8457,0.8373,0.8457,499.0,34.2,24.03,51.0,3.0,83.42,28.52,22.4,68.8,51.04,14.21,23.52,9.89,57.8,77.60000000000002,24.6,42.0,-0.15238035769525002,35.741,0.41199999999999903,0.00411999999999999
103,2018-05-16,0.8459,0.8497,0.8434,0.846,500.0,30.78,24.3,46.92,2.96,83.42,27.9,22.4,71.2,51.62,28.42,23.04,12.88,56.44000000000001,78.4,16.4,38.22,-0.0309838007611974,32.132,-3.6090000000000018,0.03609000000000002
104,2018-05-17,0.8461,0.8487,0.8447,0.8472,501.0,33.44,24.3,46.41,2.6,84.28,27.9,21.200000000000006,69.60000000000001,54.52,14.499999999999998,22.08,13.11,61.2,75.2,0.0,40.74,0.12502720084476,28.0705,-4.061499999999999,0.040614999999999984
105,2018-05-18,0.8473,0.8508,0.8457,0.8494,502.0,30.02,21.87,43.35,2.24,77.4,30.38,22.4,63.2,54.52,0.0,21.6,13.57,48.28,72.8,33.62,34.86,0.24716099352593696,35.5605,7.4899999999999975,0.07489999999999998
106,2018-05-21,0.8496,0.8532,0.8474,0.8475,505.0,30.71,26.97,47.43,3.64,73.92,31.0,26.88,63.99,53.4,0.0,16.72,12.39,62.48,75.05,16.0,39.9,0.2323636602361701,31.8675,-3.6929999999999983,0.036929999999999984
107,2018-05-22,0.8475,0.8502,0.8453,0.8485,506.0,34.41,28.42,46.41,3.12,79.8,26.97,26.88,68.04,55.8,0.0,15.2,10.08,63.19,75.05,80.0,38.22,0.17498823877224806,53.1495,21.282000000000004,0.21282000000000004
108,2018-05-23,0.8485,0.8562,0.848,0.8541,507.0,29.97,28.42,44.88,2.68,84.0,28.52,24.78,68.04,56.4,7.649999999999999,15.2,11.13,64.61,75.84,16.0,38.22,0.0399495758965981,32.961,-20.188500000000005,0.20188500000000004
109,2018-05-24,0.8541,0.855,0.8508,0.8528,508.0,29.23,26.1,45.39,2.4,76.44,27.9,22.68,63.18000000000001,55.2,0.0,14.82,11.97,61.06,73.47,16.8,38.64,0.0437494753176692,31.5525,-1.4085,0.014085
110,2018-05-25,0.8528,0.8583,0.8521,0.8572,509.0,24.42,22.91,44.37,2.24,68.03999999999999,28.52,23.52,68.85000000000001,56.4,0.0,13.68,11.55,48.28,69.52000000000001,17.6,33.18,0.0383928873525046,28.5015,-3.0509999999999984,0.030509999999999985
111,2018-05-28,0.8553,0.8612,0.8522,0.8598,512.0,21.45,19.6,38.16,2.36,44.55,29.4,51.0,53.96,51.04,0.0,15.3,14.7,49.58,62.40000000000001,14.16,30.34,-0.324906635068,22.926,-5.575500000000003,0.05575500000000003
112,2018-05-29,0.8598,0.8683,0.8591,0.8662,513.0,34.71,27.160000000000004,49.82,3.64,78.57000000000002,27.6,35.19,57.76,50.46,0.0,12.920000000000002,13.02,69.56,75.66,24.19,38.54,-0.5152654183218449,36.166,13.239999999999998,0.1324
113,2018-05-30,0.8662,0.8679,0.8563,0.8571,514.0,33.93,28.000000000000004,51.41,3.12,78.57000000000002,25.5,33.15,60.04,53.94,0.0,10.88,11.13,74.0,74.10000000000002,0.0,40.59,0.16415804194831102,29.0065,-7.159499999999998,0.07159499999999998
114,2018-05-31,0.857,0.8585,0.8527,0.8541,515.0,34.32,27.44,50.88,2.8000000000000003,74.52000000000002,25.2,34.68,60.8,50.46,15.3,11.22,8.4,69.56,74.88,24.19,37.72,-0.0238131230988834,35.781,6.7745,0.067745
115,2018-06-01,0.8541,0.8601,0.8533,0.8572,516.0,37.83,25.480000000000004,49.29,2.84,73.71000000000002,3.9,45.39,54.72,44.08,0.0,29.24,12.39,56.24,71.76,0.0,35.26,0.228392098677698,28.8285,-6.9525000000000015,0.06952500000000002
116,2018-06-04,0.8572,0.8572,0.851,0.8545,519.0,38.22,27.55,49.82,3.88,82.45,13.0,33.97,68.06,46.4,0.0,23.76,10.4,71.10000000000002,77.42,58.8,42.68,-0.264835559386165,48.107,19.2785,0.192785
117,2018-06-05,0.8545,0.8578,0.8521,0.853,520.0,39.0,28.42,48.23,3.2,83.3,54.0,30.1,68.06,44.66,0.0,22.41,11.4,72.68,76.63000000000002,70.0,43.56,0.36499840426922403,51.9675,3.860500000000002,0.03860500000000002
118,2018-06-06,0.853,0.8534,0.8475,0.8485,521.0,37.05,28.71,47.7,2.64,85.0,54.0,30.53,70.52,47.56,0.0,22.95000000000001,12.8,71.10000000000002,79.0,47.6,42.68,0.44856001948721996,44.893,-7.0745000000000005,0.070745
119,2018-06-07,0.8485,0.8487,0.8444,0.8474,522.0,37.83,27.55,45.58000000000001,2.44,80.75,31.0,30.96,68.06,48.72,7.5,22.14,14.4,66.36,75.84,0.0,39.6,0.19317643498526,29.968000000000004,-14.924999999999995,0.14924999999999997
120,2018-06-08,0.8474,0.8524,0.8462,0.8496,523.0,36.66,24.36,43.46,2.16,74.8,100.0,29.67,65.6,42.92,0.0,20.25,11.6,56.09,71.10000000000002,36.4,36.52,0.19390122766086101,38.879,8.910999999999994,0.08910999999999994
121,2018-06-11,0.8493,0.8493,0.8458,0.8491,526.0,26.73,27.55,50.35,3.8,80.75,14.7,27.3,68.06,49.2,18.72,22.1,14.2,74.52000000000002,77.76,0.0,41.36,0.21910169477117605,26.8765,-12.002499999999998,0.12002499999999998
122,2018-06-12,0.8490000000000001,0.8519,0.8466,0.8512,527.0,28.05,29.0,48.76000000000001,3.0,80.75,12.25,29.25,70.52,52.8,36.27,21.58,15.2,81.0,79.38000000000002,45.88,43.56,0.0854382585107334,41.391999999999996,14.515500000000005,0.14515500000000003
123,2018-06-13,0.851,0.8522,0.8469,0.8474,528.0,26.73,28.71,47.7,2.76,77.35,10.29,26.91,75.44,55.2,36.66,20.02,10.0,76.95,80.19000000000003,59.2,40.92,0.439745310139134,44.512,3.119999999999997,0.03119999999999997
124,2018-06-14,0.8473,0.8644,0.8438,0.8632,529.0,25.08,27.26,46.64,2.36,81.6,9.8,26.13000000000001,67.24,48.6,19.5,18.98,9.0,68.85000000000001,78.57000000000002,25.16,40.48,-0.0957552731419064,33.742,-10.770000000000005,0.10770000000000005
125,2018-06-15,0.863,0.8661,0.8599,0.8617,530.0,23.76,24.07,48.76000000000001,2.2,65.45,7.35,26.52,63.96,42.6,20.28,18.46,9.2,58.32000000000001,73.71000000000002,25.9,37.4,0.0567265548272587,31.101999999999997,-2.639999999999997,0.02639999999999997
126,2018-06-18,0.8622,0.8643,0.8598,0.8602,533.0,26.520000000000003,25.76,48.88,3.72,82.56,5.9499999999999975,27.20000000000001,85.0,60.06,33.6,15.62,13.0,65.45,76.0,34.68,41.28,0.045642203689548,36.788000000000004,5.685999999999996,0.056859999999999966
127,2018-06-19,0.8602,0.8669,0.8585,0.8627,534.0,28.56,26.6,47.84,2.96,83.42,6.65,29.6,81.6,66.0,0.0,14.74,18.2,67.76,78.4,16.830000000000002,40.42,0.25202203616353797,32.330999999999996,-4.456999999999994,0.044569999999999936
128,2018-06-20,0.8627,0.8658,0.8618,0.8636,535.0,31.96,26.6,47.32,2.64,82.56,5.9499999999999975,28.4,78.2,61.38,0.0,14.08,18.98,69.3,79.2,34.68,43.0,0.0857578565283331,38.594,6.262999999999997,0.06262999999999998
129,2018-06-21,0.8636,0.8685,0.8595,0.8609,536.0,28.56,25.480000000000004,44.2,2.56,82.56,5.6,28.4,73.95,56.76000000000001,0.0,14.3,18.2,64.68,76.80000000000003,17.34,43.0,0.409581331725474,31.88,-6.714000000000002,0.06714000000000002
130,2018-06-22,0.8611,0.8617,0.8563,0.858,537.0,25.840000000000003,22.680000000000003,44.2,2.2,71.38,5.6,28.4,68.0,55.44000000000001,0.0,13.86,19.5,56.98,75.2,17.85,36.55,0.17006455188629502,29.259,-2.6209999999999987,0.026209999999999987
131,2018-06-25,0.8567,0.8596,0.8535,0.8543,540.0,22.32,25.76,55.00000000000001,4.0,79.98,4.65,33.54,65.45,53.68,0.0,13.23,14.03,71.10000000000002,77.60000000000002,31.96,42.14,-0.0852475349263223,34.76,5.500999999999998,0.055009999999999976
132,2018-06-26,0.8543,0.8592,0.8531,0.8581,541.0,24.49,26.320000000000004,51.7,2.96,81.7,4.65,32.68,63.14,54.9,0.0,13.02,14.72,69.52000000000001,77.60000000000002,31.96,40.42,0.110896051333996,35.586,0.8260000000000005,0.008260000000000005
133,2018-06-27,0.8581,0.8662,0.8565,0.8648,542.0,22.63,26.6,48.40000000000001,2.64,80.84,4.34,30.53,61.6,51.24,0.0,12.81,12.19,68.73,79.2,15.98,41.71,0.32134609430592304,30.066999999999997,-5.5189999999999975,0.055189999999999975
134,2018-06-28,0.8648,0.8671,0.862,0.8647,543.0,21.7,26.320000000000004,50.05,2.72,86.0,4.34,31.39,66.22,49.41,0.0,12.6,9.66,66.36,76.80000000000003,24.44,41.28,-0.12973968143852901,32.8405,2.7734999999999985,0.027734999999999985
135,2018-06-29,0.8644,0.8647,0.8552,0.8554,544.0,22.94,23.8,51.15000000000001,2.24,72.24,4.03,30.1,57.75,46.36,0.0,12.6,12.42,60.040000000000006,72.8,0.0,35.69,-0.012286035130222998,23.8035,-9.037,0.09037
136,2018-07-02,0.8563,0.8624,0.8557,0.8588,547.0,24.57,22.75,50.44000000000001,4.0,62.32,26.4,25.84,63.36,52.51,0.0,16.56,14.82,61.64,67.64,38.35,33.6,-0.149823265708721,34.455,10.6515,0.106515
137,2018-07-03,0.8589,0.8603,0.8565,0.8574,548.0,25.38000000000001,22.25,46.28,2.88,60.04,25.8,28.12,61.2,49.56,23.5,17.04,11.59,56.28,69.16,51.35,34.0,0.0668679698835968,38.012,3.5570000000000017,0.03557000000000002
138,2018-07-04,0.8573,0.8595,0.8559,0.8574,549.0,19.71,17.25,33.28,1.52,40.28,30.0,31.54,57.6,51.33,0.0,24.0,18.43,43.55,61.56,29.9,27.20000000000001,0.275625080226073,25.75,-12.262,0.12262
139,2018-07-05,0.8574,0.8581,0.853,0.8551,550.0,26.73,21.0,46.28,2.52,57.0,28.2,28.88,60.48,52.51,0.0,20.4,13.68,56.28,66.88,0.0,33.6,-0.18138973665180602,22.333000000000002,-3.4170000000000016,0.03417000000000001
140,2018-07-06,0.855,0.856,0.8496,0.8504,551.0,23.49,21.5,46.8,2.68,54.72,26.4,26.98,62.64,48.97,0.0,19.2,10.26,58.96,65.36,25.35,32.4,-0.30246386478757203,28.914,6.581000000000002,0.06581000000000002
141,2018-07-09,0.8508,0.852,0.8478,0.8508,554.0,25.76,26.97,55.85999999999999,3.92,78.26,27.6,27.20000000000001,67.34,53.68,0.0,16.38,9.69,77.0,74.4,33.059999999999995,41.71,-0.13334804597061,36.356,7.442,0.07442
142,2018-07-10,0.8508,0.855,0.8499,0.8519,555.0,25.76,29.0,55.28999999999999,3.08,72.8,27.6,27.6,70.3,55.51,0.0,15.12,7.48,77.0,76.0,22.04,41.71,0.0887067738350586,33.0845,-3.271500000000003,0.03271500000000003
143,2018-07-11,0.8518,0.8569,0.8502,0.8562,556.0,26.04000000000001,28.71,51.87,2.8000000000000003,80.08,27.9,26.0,65.12,58.56,6.75,14.7,11.39,77.0,76.0,20.88,40.42,0.0993268755914132,33.2905,0.20600000000000307,0.0020600000000000306
144,2018-07-12,0.8562,0.8581,0.8548,0.857,557.0,24.64,27.84,51.3,2.6,84.63000000000002,25.8,35.6,74.0,57.34,0.0,14.49,7.1400000000000015,73.92,75.2,57.99999999999999,39.13,0.10454521461295,44.172,10.881499999999996,0.10881499999999995
145,2018-07-13,0.8571,0.8608,0.8552,0.8555,558.0,26.04000000000001,25.52,51.3,2.28,81.9,27.9,39.2,67.34,59.17,0.0,13.86,9.18,65.45,72.0,0.0,36.12,0.465046812445951,26.22300000000001,-17.948999999999987,0.17948999999999987
146,2018-07-16,0.8557,0.8562,0.8526,0.8537,561.0,26.04000000000001,27.160000000000004,55.00000000000001,3.8,80.99000000000002,25.52,29.64,74.88,55.46,0.0,13.8,6.16,72.27,77.76,16.77,39.99,0.129725044290143,31.84,5.616999999999994,0.056169999999999935
147,2018-07-17,0.8537,0.8583,0.8512,0.8575,562.0,25.20000000000001,26.88000000000001,51.7,3.04,91.0,27.26,26.22,76.44,50.74,24.99,13.0,9.1,69.35,81.0,16.77,37.84,0.0798118248583147,32.34,0.5000000000000036,0.005000000000000036
148,2018-07-18,0.8575,0.8616,0.857,0.8584,563.0,28.000000000000004,27.44,49.50000000000001,2.84,81.9,25.23,28.12,75.66,53.1,0.0,12.8,7.280000000000001,71.53999999999998,81.0,17.2,40.85,0.0178663658018053,32.457,0.11699999999999733,0.0011699999999999734
149,2018-07-19,0.8586,0.8636,0.8563,0.8585,564.0,25.20000000000001,28.000000000000004,49.50000000000001,2.52,86.45,26.1,27.74,74.10000000000002,55.46,51.0,13.0,6.7200000000000015,65.7,78.57000000000002,17.2,36.55,0.0211611569005773,32.24,-0.21699999999999875,0.0021699999999999875
150,2018-07-20,0.8584,0.8598,0.8518,0.8523,565.0,25.20000000000001,25.20000000000001,48.40000000000001,2.28,73.71000000000002,23.78,27.74,67.08,53.69,0.0,13.4,8.82,61.32,74.52000000000002,17.2,34.4,0.0107335221212296,30.070999999999998,-2.1690000000000005,0.021690000000000004
