date,date,open_dollar_eur,high_dollar_eur,low_dollar_eur,dollar_eur,Unnamed: 0,crisis,job,loan,unemployment,default,suicide,killing,disorder,crime,usurer,war,uprising,hiring,work,usajob,apply
2017-12-08,2017-12-08,0.8487,0.8521,0.8487,0.8493,341.0,38.88,22.1,41.36,2.85,73.95,29.97,22.44,64.02,52.46,52.56,22.12,15.33,42.56,75.53,14.7,33.18
2017-12-11,2017-12-11,0.8495,0.8498,0.8464,0.8491,344.0,40.92,20.88,39.56,4.9,77.35,35.49,27.72,68.08,52.78,20.68,22.41,22.0,48.76000000000001,78.72,0.0,37.84
2017-12-12,2017-12-12,0.8492,0.8531,0.8478,0.8517,345.0,38.28,22.56,41.4,3.7,81.6,33.54,28.44,69.0,55.1,41.36,22.14,18.26,50.35,81.17999999999998,26.23,39.13
2017-12-13,2017-12-13,0.8518,0.8523,0.8444,0.8454,346.0,34.32,21.84,42.32,3.25,83.3,29.25,28.44,69.0,53.36,0.0,21.6,18.92,47.7,80.36,29.28,38.27
2017-12-14,2017-12-14,0.8454,0.8497,0.843,0.8497,347.0,33.0,20.64,41.4,3.0,76.5,39.0,30.96,64.4,51.62,32.12,21.6,15.4,44.52,77.08,20.13,37.41
2017-12-15,2017-12-15,0.8497,0.8509,0.8464,0.8509,348.0,31.68,18.96,40.48,2.75,64.6,33.93,31.32,57.96,52.78,33.0,19.98,16.94,40.28,74.61999999999998,20.74,38.7
2017-12-18,2017-12-18,0.851,0.8514,0.8448,0.8485,351.0,24.75,17.6,40.05,5.0,64.78,28.22,25.2,43.66,42.93,11.84,16.06,9.45,47.0,65.86,19.5,31.08
2017-12-19,2017-12-19,0.8484,0.8488,0.8437,0.8442,352.0,20.46,18.7,40.5,3.7,76.25999999999998,28.22,28.0,45.14,44.52,16.0,15.18,7.8,44.0,68.82,13.26,32.93
2017-12-20,2017-12-20,0.8442,0.8451,0.8401,0.8420000000000001,353.0,18.81,18.04,39.6,3.35,74.61999999999998,26.180000000000003,29.05,44.4,43.99,8.32,14.3,7.1999999999999975,40.5,65.12,13.65,30.34
2017-12-21,2017-12-21,0.8420000000000001,0.8436,0.8409,0.8423,354.0,20.130000000000006,17.6,40.5,3.0500000000000003,75.44,25.16,31.15,41.44,44.52,0.0,13.42,7.1999999999999975,43.5,63.64,28.08,28.86
2017-12-22,2017-12-22,0.8424,0.8458,0.8423,0.8427,355.0,16.5,14.3,37.35,2.6500000000000004,59.04,24.14,29.05,36.26,39.75,8.96,12.1,8.4,33.5,58.46,14.82,27.01
2017-12-25,2017-12-25,0.8436,0.8445,0.8414,0.8421,358.0,9.36,7.79,16.77,2.5,40.6,17.689999999999994,40.74,29.75,33.15,0.0,11.4,7.15,19.74,53.29,19.32,15.98
2017-12-26,2017-12-26,0.8420000000000001,0.8439,0.8416,0.8429,359.0,11.04,12.73,33.54,4.95,49.7,18.27,37.8,37.4,40.29,0.0,10.64,7.28,34.309999999999995,64.24,0.0,23.8
2017-12-27,2017-12-27,0.8429,0.8433,0.8395,0.8402,360.0,11.28,14.63,40.85,4.25,55.3,20.01,39.9,75.64999999999998,42.33,0.0,10.07,5.46,44.65,67.16,15.54,27.880000000000006
2017-12-28,2017-12-28,0.8402,0.8403,0.8358,0.8371,361.0,11.04,15.01,41.71,3.5500000000000003,55.3,17.11,36.12,85.0,40.8,0.0,10.26,7.67,46.06,65.7,15.54,29.58
2017-12-29,2017-12-29,0.8374,0.8375,0.8313,0.8332,362.0,11.28,13.68,43.0,3.3000000000000003,53.9,17.98,38.64,58.65,41.31,0.0,9.31,6.24,37.6,61.32,23.1,27.200000000000006
2018-01-01,2018-01-01,0.8334,0.8339,0.8320000000000001,0.8320000000000001,365.0,13.919999999999998,13.5,26.46,3.12,30.8,18.48,40.0,39.53,34.160000000000004,6.0,14.6,6.72,33.28,57.67,0.0,23.200000000000006
2018-01-02,2018-01-02,0.8322,0.8326,0.8276,0.8291,366.0,18.85,21.25,47.04,5.76,59.29,84.0,34.0,52.93,39.76000000000001,5.25,14.8,11.04,60.16,75.05,32.9,37.2
2018-01-03,2018-01-03,0.8291,0.8328,0.8283,0.8322,367.0,18.85,22.5,49.0,4.8,67.76,82.32,29.6,52.93,35.84,5.1,15.4,9.44,62.72,75.05,21.15,39.6
2018-01-04,2018-01-04,0.8321,0.8328,0.8270000000000001,0.8282,368.0,23.78,22.75,43.61,3.84,67.76,48.72,30.8,50.25,36.96,0.0,15.0,9.28,62.72,75.05,26.32,37.6
2018-01-05,2018-01-05,0.8281,0.8316,0.8276,0.8311,369.0,21.75,21.75,47.04,3.96,68.53,34.44,37.2,52.26000000000001,36.40000000000001,0.0,15.0,8.16,55.68,72.68,16.45,35.2
2018-01-08,2018-01-08,0.8308,0.8361,0.8295,0.835,372.0,24.0,25.480000000000004,47.94,6.0,73.92,12.04,27.72,63.18,38.35,0.0,18.48,9.0,64.60000000000001,78.02,28.6,39.56
2018-01-09,2018-01-09,0.835,0.8389,0.8347,0.8376,373.0,23.68,26.88000000000001,48.45,4.68,78.32000000000002,11.61,25.56,65.52,37.76,33.0,18.48,10.08,68.0,80.50999999999998,28.6,41.71
2018-01-10,2018-01-10,0.8376,0.8384,0.8320000000000001,0.8365,374.0,26.24,27.44,48.96,4.08,88.0,12.04,25.92,71.76,43.07,33.0,19.36,12.42,64.60000000000001,82.17,14.52,42.14
2018-01-11,2018-01-11,0.8366,0.8379,0.8291,0.8304,375.0,28.8,26.88000000000001,47.43,3.72,80.08,14.62,27.36,70.98,44.25,100.0,20.24,13.86,65.28,83.0,14.52,40.85
2018-01-12,2018-01-12,0.8304,0.8309,0.8189,0.8193,376.0,24.0,23.520000000000003,47.43,3.24,70.4,12.47,30.96,68.64,40.71,56.0,19.14,13.5,57.12000000000001,78.02,14.52,40.85
2018-01-15,2018-01-15,0.8192,0.8202,0.813,0.8151,379.0,21.45,22.41,41.65,4.2,62.16,8.74,32.3,57.76,48.3,18.55,16.72,8.25,61.64,73.8,0.0,37.41
2018-01-16,2018-01-16,0.8151,0.8197,0.8138,0.8157,380.0,27.06,24.57,45.08,4.74,73.08,8.74,28.12,68.4,51.8,34.45,18.92,7.35,60.3,77.89999999999998,20.8,42.14
2018-01-17,2018-01-17,0.8156,0.8216,0.8118,0.8216,381.0,26.73,26.19,43.61,4.32,71.39999999999998,11.02,26.98,63.08,57.4,0.0,18.7,10.35,61.64,80.36,42.25,40.42
2018-01-18,2018-01-18,0.8217,0.8217,0.8151,0.8166,382.0,29.37,25.65,46.06,4.02,73.92,9.88,30.02,66.88,70.0,26.5,19.58,9.45,61.64,79.53999999999998,31.85,41.71
2018-01-19,2018-01-19,0.8166,0.8184,0.8131,0.8179,383.0,26.73,25.11000000000001,45.57,3.66,78.96,9.12,33.06,63.08,59.49999999999999,18.02,19.58,8.25,58.290000000000006,76.25999999999998,22.1,39.13
2018-01-22,2018-01-22,0.8154,0.8183,0.815,0.8155,386.0,28.44,25.76,49.4,5.7,72.21,7.6999999999999975,27.75,77.08,53.81999999999999,10.56,21.36,14.91,66.33,80.64,0.0,44.0
2018-01-23,2018-01-23,0.8154,0.8179,0.8123,0.8129,387.0,30.6,28.000000000000004,49.4,4.44,80.04,8.049999999999999,29.6,73.8,54.51,10.56,23.04,9.45,64.99000000000001,82.32,0.0,44.0
2018-01-24,2018-01-24,0.8129,0.8131,0.805,0.8059,388.0,33.84,27.72,52.0,4.02,85.26,8.399999999999999,30.34,82.0,56.58,14.52,24.0,14.91,62.31,84.0,45.44,42.24
2018-01-25,2018-01-25,0.8059999999999999,0.8085,0.7976,0.8079999999999999,389.0,33.48,27.44,47.84,3.6,80.91,9.1,28.49,75.44,60.03,21.78,23.76,17.43,61.64,84.0,34.79,41.36
2018-01-26,2018-01-26,0.8079999999999999,0.8079999999999999,0.8004,0.8045,390.0,30.24,24.08,49.4,3.18,77.42999999999998,8.399999999999999,29.6,70.52,55.2,10.89,21.36,19.32,54.94000000000001,79.8,71.0,39.6
2018-01-29,2018-01-29,0.8052,0.8102,0.8041,0.8075,393.0,34.58,26.88000000000001,51.94000000000001,5.46,80.10000000000002,9.12,28.5,74.61999999999998,56.58,8.96,23.04,11.52,58.24,82.45,20.16,40.92
2018-01-30,2018-01-30,0.8074,0.8102,0.8028,0.8059,394.0,33.06,27.160000000000004,50.35,4.38,83.7,9.88,29.64,75.44,54.51,8.96,22.08,11.84,58.88,84.14999999999998,30.24,43.56
2018-01-31,2018-01-31,0.8058,0.8069,0.8014,0.8054,395.0,38.0,27.160000000000004,49.82,4.56,81.9,9.5,27.36,74.61999999999998,55.2,27.160000000000004,23.28,9.28,58.24,83.3,40.32,42.68
2018-02-01,2018-02-01,0.8054,0.8071,0.7984,0.7994,396.0,12.16,26.6,51.41,4.44,80.10000000000002,38.0,31.54,71.33999999999997,59.34,0.0,20.64,8.16,63.36,83.3,40.32,44.0
2018-02-02,2018-02-02,0.7995,0.8056,0.7986,0.8023,397.0,13.3,23.8,48.76000000000001,4.14,80.10000000000002,37.62,30.78,65.6,55.2,13.72,20.4,7.84,58.88,79.05,49.77,40.48
2018-02-05,2018-02-05,0.8041,0.8085,0.8013,0.8077,400.0,12.16,24.03,43.0,5.0,73.92,29.58,22.78,66.22,48.0,15.18,23.75,9.44,54.9,73.86999999999998,43.68,37.38
2018-02-06,2018-02-06,0.8078,0.8117,0.8044,0.8075,401.0,12.92,27.0,49.0,3.95,88.0,28.9,26.180000000000003,73.96,53.12000000000001,31.020000000000003,21.75,8.96,61.0,80.50999999999998,0.0,40.32
2018-02-07,2018-02-07,0.8074,0.8163,0.8059999999999999,0.8158,402.0,11.78,26.19,46.5,3.25,80.08,28.9,26.520000000000003,80.84,53.76,15.510000000000002,21.0,9.6,59.78,80.50999999999998,43.68,39.48
2018-02-08,2018-02-08,0.8158,0.8185,0.8131,0.8161,403.0,11.02,25.65,45.5,3.1500000000000004,85.36,30.26,26.180000000000003,80.84,54.4,15.84,22.5,12.8,59.17,80.50999999999998,39.78,39.48
2018-02-09,2018-02-09,0.8162,0.8189,0.8137,0.8158,404.0,11.4,23.49,45.5,2.8000000000000003,80.96,28.9,27.54000000000001,72.24,51.2,0.0,20.5,9.76,45.75,75.53,30.42,35.7
2018-02-12,2018-02-12,0.8158,0.8170000000000001,0.813,0.8134,407.0,11.78,23.14,45.57,3.72,77.44,28.38000000000001,31.92,74.82,56.58,9.12,22.0,8.96,53.58,76.14,31.35,38.54
2018-02-13,2018-02-13,0.8134,0.8137,0.8081,0.8095,408.0,11.78,24.7,49.0,2.88,83.6,26.73,29.64,78.26,55.88999999999999,8.93,22.5,10.08,50.73,77.76,20.9,39.77
2018-02-14,2018-02-14,0.8095,0.8142,0.8021,0.8027,409.0,11.02,22.1,41.16,2.4,78.32000000000002,25.08,29.64,67.08,49.67999999999999,9.12,21.25,9.44,43.31999999999999,72.09,42.35,34.44
2018-02-15,2018-02-15,0.8027,0.8029999999999999,0.799,0.7996,410.0,12.92,23.14,44.59,2.36,80.96,27.06,34.58,78.26,69.0,0.0,23.0,8.96,45.03,76.95,21.450000000000006,37.31
2018-02-16,2018-02-16,0.7997,0.8071,0.7962,0.8053,411.0,11.78,21.32,44.59,2.0,80.96,26.73,34.58,73.1,64.86,9.31,20.25,8.16,46.17,73.71000000000002,55.00000000000001,34.03
2018-02-19,2018-02-19,0.8053,0.8082,0.804,0.8057,414.0,18.56,21.58,43.12,3.2,62.9,28.05,31.92,71.28,64.8,28.000000000000004,20.25,12.78,52.2,74.52000000000002,18.33,35.66999999999999
2018-02-20,2018-02-20,0.8057,0.8114,0.8052,0.8103,415.0,33.28,25.48,45.08,3.08,76.5,28.05,30.78,80.96,66.96,13.44,22.25,13.86,53.36,77.76,0.0,38.13
2018-02-21,2018-02-21,0.8104,0.8144,0.809,0.8143,416.0,64.0,24.96,44.59,2.64,79.05,30.69,30.02,75.68,63.36,20.160000000000004,22.5,9.9,55.1,78.57000000000002,26.79,39.77
2018-02-22,2018-02-22,0.8144,0.8154,0.8094,0.8108,417.0,40.32,24.18,47.53,2.28,77.35,29.37,29.26,76.56,68.39999999999999,13.44,22.0,14.4,50.46,77.76,0.0,39.36
2018-02-23,2018-02-23,0.8108,0.8141,0.81,0.8132,418.0,26.88,21.84,43.61,2.0,74.8,25.08,33.06,79.2,66.96,13.44,22.25,13.14,44.08,72.09,18.33,34.44
2018-02-26,2018-02-26,0.8135,0.8140000000000001,0.8091,0.8118,421.0,18.0,26.6,46.92,3.64,75.69,25.92,29.4,85.53999999999998,61.2,23.1,29.0,23.0,55.1,82.17,36.54,40.85
2018-02-27,2018-02-27,0.8119,0.8179,0.8098,0.8170000000000001,422.0,17.55,26.88000000000001,49.47,2.72,79.17,27.52,27.3,94.0,57.8,15.510000000000002,27.55,18.17,53.36,83.0,22.04,42.57
2018-02-28,2018-02-28,0.8171,0.8201,0.8167,0.8198,423.0,18.0,26.6,48.45,2.4,81.78,26.56,26.6,91.18,59.84,15.84,28.42,14.49,52.78,81.33999999999997,22.04,41.71
2018-03-01,2018-03-01,0.8199,0.8223,0.8144,0.8145,424.0,45.0,28.000000000000004,48.45,2.6,80.91,29.12,25.2,88.36,64.60000000000001,0.0,20.59,2.3000000000000003,50.46,81.33999999999997,19.14,41.71
2018-03-02,2018-03-02,0.8145,0.8159,0.8104,0.8117,425.0,39.6,23.24,47.43,2.28,73.08,26.88,25.9,74.25999999999998,59.16,0.0,20.3,2.53,44.66,77.19,19.72,36.98
2018-03-05,2018-03-05,0.8097,0.8145,0.8096,0.8105,428.0,32.8,24.08,49.47,4.0,80.08,27.28,26.180000000000003,81.84,60.97000000000001,0.0,18.76,3.12,55.67999999999999,78.72,16.830000000000002,40.18
2018-03-06,2018-03-06,0.8105,0.8107,0.8047,0.8048,429.0,35.66999999999999,26.04000000000001,49.47,2.92,85.36,26.97,24.14,86.24,58.290000000000006,0.0,18.76,2.64,56.26,82.0,51.0,38.95
2018-03-07,2018-03-07,0.8048,0.8071,0.8036,0.8052,430.0,37.31,24.92,46.92,2.6,80.08,27.9,24.48,80.96,58.290000000000006,18.24,19.040000000000006,2.64,53.36,80.36,16.830000000000002,38.95
2018-03-08,2018-03-08,0.8055,0.8128,0.8032,0.8119,431.0,36.49,24.36000000000001,46.41,2.52,88.0,26.97,25.500000000000004,78.32000000000002,60.3,28.12,20.160000000000004,2.4,52.78,81.17999999999998,26.01,38.54
2018-03-09,2018-03-09,0.8119,0.8143,0.8107,0.8123,432.0,31.57,22.96,48.45,2.44,80.96,27.59,25.16,79.2,56.28,19.38,17.92,2.4,48.72,76.25999999999998,17.85,38.13
2018-03-12,2018-03-12,0.8121,0.8133,0.8098,0.8105,435.0,29.23,21.58,45.57,3.72,78.85,26.1,28.0,72.25,67.0,19.0,20.46,3.640000000000001,56.00000000000001,76.80000000000003,21.5,38.54
2018-03-13,2018-03-13,0.8105,0.8118,0.8057,0.8066,436.0,29.97,22.36,47.04,2.8000000000000003,77.19,25.8,26.95,77.35,62.98,18.81,19.84,3.3600000000000003,50.40000000000001,76.80000000000003,21.5,38.13
2018-03-14,2018-03-14,0.8067,0.8096,0.8053,0.8082,437.0,27.75,21.84,43.61,2.52,80.50999999999998,26.1,26.6,75.64999999999998,58.290000000000006,9.5,19.84,2.8000000000000003,49.28,75.2,29.24,36.9
2018-03-15,2018-03-15,0.8082,0.8127,0.8072,0.8124,438.0,29.6,20.8,46.06,2.4,76.36,27.6,25.55,75.64999999999998,60.97000000000001,0.0,20.46,3.640000000000001,49.84,74.4,0.0,38.13
2018-03-16,2018-03-16,0.8124,0.8153,0.8103,0.813,439.0,28.12,20.8,43.12,2.04,70.55,27.6,26.25,68.0,54.94000000000001,0.0,31.0,4.760000000000002,40.88,70.4,29.67,33.62
2018-03-19,2018-03-19,0.8137,0.8155,0.8089,0.8104,442.0,41.16,25.480000000000004,46.55,3.72,81.78,29.76,24.75,82.8,63.48,14.499999999999998,24.49,22.77,57.99999999999999,80.36,19.040000000000006,39.9
2018-03-20,2018-03-20,0.8104,0.8168,0.8092,0.8164,443.0,38.64,26.04000000000001,47.04,2.88,78.3,27.9,23.1,80.96000000000002,61.41,14.21,23.25,26.73,54.52,82.0,19.040000000000006,40.32
2018-03-21,2018-03-21,0.8166,0.8166,0.8095,0.8099,444.0,35.28,24.64,45.57,2.52,84.39,27.59,25.08,81.88000000000002,65.55,14.21,22.01,36.63,53.36,80.36,18.48,41.58
2018-03-22,2018-03-22,0.81,0.8136,0.8071,0.8114,445.0,38.22,24.92,44.59,2.4,82.65,30.38,24.09,92.0,66.24,0.0,22.63,50.49,53.94,78.72,19.6,38.64
2018-03-23,2018-03-23,0.8114,0.8117,0.8079999999999999,0.8089,446.0,34.86,21.56,44.59,2.12,78.3,25.11,23.43,75.44,60.03,15.079999999999998,21.39,70.29,45.24,74.61999999999998,20.160000000000004,37.38
2018-03-26,2018-03-26,0.8084,0.8093,0.8022,0.8028,449.0,35.2,23.49,48.45,3.8,78.11999999999998,31.04,30.02,79.21000000000002,64.68,0.0,18.09,56.64,57.6,76.80000000000003,0.0,39.36
2018-03-27,2018-03-27,0.8028,0.8078,0.8013,0.8058,450.0,36.8,24.57,51.0,3.08,84.0,31.36,29.26,82.77,57.42,7.649999999999999,18.09,40.32,57.0,78.4,17.15,41.0
2018-03-28,2018-03-28,0.8058,0.8127,0.8047,0.8121,451.0,35.6,23.22,47.43,2.56,81.48,31.04,30.02,81.88,60.72000000000001,7.8,17.82,31.68,57.0,77.60000000000002,34.3,39.77
2018-03-29,2018-03-29,0.8121,0.8138,0.8103,0.8125,452.0,31.6,22.41,49.98,2.24,74.75999999999998,28.8,31.54,79.21000000000002,56.76000000000001,0.0,17.55,31.68,51.6,75.2,34.3,38.13
2018-03-30,2018-03-30,0.8124,0.813,0.8106,0.8112,453.0,26.4,19.44,46.92,2.16,68.88,26.88,30.78,66.75,53.46,8.25,14.04,40.32,48.6,68.8,18.13,35.26
2018-04-02,2018-04-02,0.8116,0.8138,0.8099,0.8127,456.0,30.8,24.57,48.36,4.0,83.7,25.28,28.0,66.88,64.0,0.0,4.760000000000002,25.0,57.34,70.47,37.0,41.28
2018-04-03,2018-04-03,0.8127,0.8158,0.8105,0.8146,457.0,31.6,26.46,49.4,3.08,81.0,25.92,29.6,73.04,58.24,4.9,5.040000000000001,27.0,61.0,74.52000000000002,0.0,42.57
2018-04-04,2018-04-04,0.8146,0.8156,0.8118,0.8138,458.0,34.4,25.38000000000001,49.4,2.72,85.5,27.52,28.4,72.16,57.6,4.9,5.32,20.0,59.17,72.9,0.0,39.99
2018-04-05,2018-04-05,0.8138,0.8182,0.8133,0.8165,459.0,35.2,25.65,47.32,2.44,81.9,27.2,32.0,76.56,56.32,9.8,5.32,38.0,55.51,74.52000000000002,12.21,39.99
2018-04-06,2018-04-06,0.8165,0.8182,0.8134,0.8138,460.0,30.4,22.95000000000001,47.32,2.32,78.3,26.56,32.800000000000004,64.24,55.04,0.0,5.040000000000001,58.0,47.58,69.66000000000001,12.58,36.98
2018-04-09,2018-04-09,0.8145,0.8152,0.8108,0.8113,463.0,46.06,26.19,50.44000000000001,3.72,77.43,25.11,38.27,83.42,61.75,8.16,8.58,33.44,57.34,77.08,0.0,43.0
2018-04-10,2018-04-10,0.8112,0.8125,0.8078,0.8089,464.0,44.65,26.19,48.88,3.16,89.0,24.49,32.25,80.50999999999998,59.15,0.0,8.19,36.08,59.17,76.25999999999998,14.08,43.0
2018-04-11,2018-04-11,0.809,0.8096,0.8066,0.8081,465.0,46.06,26.46,46.8,2.64,80.1,24.49,31.82,97.0,61.1,8.4,8.97,26.4,59.78,77.89999999999998,14.52,40.85
2018-04-12,2018-04-12,0.8081,0.8127,0.8075,0.8109,466.0,47.0,25.65,46.28,2.48,83.66,25.42,29.67,92.15,60.45,8.4,10.14,21.12,50.63,77.08,19.36,39.99
2018-04-13,2018-04-13,0.8109,0.8122,0.8098,0.8106,467.0,42.3,22.68,46.8,2.28,74.76,23.25,31.82,74.69,55.25,0.0,9.36,25.52,45.14,71.33999999999997,14.52,39.13
2018-04-16,2018-04-16,0.8109,0.8109999999999999,0.8067,0.8074,470.0,43.7,27.160000000000004,50.88,3.6,71.34,23.87,33.15,81.6,58.5,38.0,11.25,11.13,57.66,72.9,20.15,39.48
2018-04-17,2018-04-17,0.8074,0.8103,0.8053,0.8079999999999999,471.0,45.54,28.000000000000004,53.0,3.04,77.42999999999998,24.8,29.64,86.39999999999998,61.75,0.0,11.25,10.6,59.52,74.52000000000002,27.3,41.16
2018-04-18,2018-04-18,0.8079999999999999,0.8097,0.8064,0.8075,472.0,44.62000000000001,27.44,49.29,2.72,86.13,22.94,27.3,83.52,57.85,0.0,11.7,9.54,58.28,74.52000000000002,21.45,40.32
2018-04-19,2018-04-19,0.8073,0.8107,0.8062,0.8099,473.0,42.78,26.6,48.76000000000001,2.4,79.17,24.8,26.52,85.44,63.05,13.3,12.15,10.07,55.18,74.52000000000002,31.85,39.9
2018-04-20,2018-04-20,0.81,0.8153,0.8093,0.8138,474.0,40.94000000000001,23.520000000000003,45.05,2.04,74.82,23.87,27.3,79.67999999999998,55.25,13.68,14.4,11.66,47.12,69.66000000000001,32.5,35.28
2018-04-23,2018-04-23,0.8141,0.8195,0.8135,0.8188,477.0,42.75,25.65,47.94,3.56,73.95,29.88,32.0,82.56,59.8,0.0,34.58,6.29,60.48,77.19,23.04,41.28
2018-04-24,2018-04-24,0.8186,0.8206,0.8164,0.8173,478.0,44.55,25.65,48.96,2.76,75.64999999999998,32.4,32.800000000000004,87.36,59.8,19.72,39.13,5.92,62.37,80.50999999999998,20.16,41.28
2018-04-25,2018-04-25,0.8172,0.8221,0.8167,0.8214,479.0,43.65,26.73,45.39,2.52,72.25,33.48,28.4,83.52,63.05,0.0,40.04,5.18,57.33,79.67999999999998,20.16,41.28
2018-04-26,2018-04-26,0.8215,0.8264,0.8190000000000001,0.8258,480.0,43.2,25.38000000000001,43.35,2.28,78.2,34.2,29.20000000000001,81.6,64.35000000000001,0.0,44.59,4.44,56.07,83.0,0.0,38.7
2018-04-27,2018-04-27,0.8259,0.8291,0.8240000000000001,0.8243,481.0,36.45,22.68,42.84,2.24,68.0,33.48,27.20000000000001,72.0,55.25,0.0,80.08,4.07,48.51,69.72,24.0,36.12
2018-04-30,2018-04-30,0.8247,0.8287,0.8236,0.8276,484.0,41.8,26.320000000000004,47.94,3.6,68.89,30.03,32.800000000000004,84.6,54.9,12.24,80.0,2.97,62.40000000000001,72.8,20.48,40.32
2018-05-01,2018-05-01,0.8275,0.8342,0.8272,0.8338,485.0,40.92,26.04000000000001,49.47,3.36,81.33999999999997,31.020000000000003,22.8,93.06,60.39,25.92,100.0,20.790000000000006,50.05,78.4,6.4,41.58
2018-05-02,2018-05-02,0.8338,0.8374,0.831,0.8362,486.0,43.12,25.480000000000004,46.41,2.72,80.50999999999998,29.70000000000001,21.6,94.0,56.12,17.28,87.0,17.55,50.05,78.4,9.6,38.22
2018-05-03,2018-05-03,0.8363,0.8367,0.8325,0.8340000000000001,487.0,41.36,24.08,46.41,2.64,73.03999999999998,31.020000000000003,20.4,92.12,59.78,17.64,78.0,16.740000000000002,49.4,76.80000000000003,0.0,38.22
2018-05-04,2018-05-04,0.8340000000000001,0.8392,0.8332,0.8357,488.0,37.4,22.680000000000003,44.37,2.96,69.72,29.70000000000001,21.6,82.72,54.9,36.0,76.0,21.6,43.55,72.8,6.4,36.12
2018-05-07,2018-05-07,0.8359,0.8402,0.8346,0.8384,491.0,42.68,24.3,47.84,4.0,76.5,29.76,25.83,80.91,58.2,0.0,49.92,17.42,53.95,76.63000000000002,11.44,38.54
2018-05-08,2018-05-08,0.8385,0.8444,0.8374,0.8428,492.0,43.12,25.65,50.96,3.12,82.45,28.83,24.6,80.91,58.2,0.0,41.6,16.64,56.55,75.84,8.8,39.36
2018-05-09,2018-05-09,0.8429,0.8455,0.8404,0.8434,493.0,43.56,25.38000000000001,48.88,2.92,85.0,29.14,24.19,79.17,57.0,0.0,39.68,16.64,52.0,79.0,8.8,39.36
2018-05-10,2018-05-10,0.8434,0.8440000000000001,0.8370000000000001,0.8388,494.0,44.0,24.840000000000003,47.32,2.72,82.45,29.14,23.78,80.04,54.6,14.06,37.76,16.64,48.1,76.63000000000002,11.88,39.77
2018-05-11,2018-05-11,0.8388,0.8406,0.8354,0.8369,495.0,37.84,21.87,47.84,2.24,69.7,28.52,22.14,69.6,55.2,0.0,36.48,15.6,41.6,71.89,18.04,34.44
2018-05-14,2018-05-14,0.8367,0.8384,0.8334,0.838,498.0,33.06,23.49,46.92,3.92,76.53999999999998,28.83,26.4,71.2,57.99999999999999,0.0,27.84,13.11,57.12000000000001,76.0,27.88,41.16
2018-05-15,2018-05-15,0.8381,0.8457,0.8373,0.8457,499.0,34.2,24.03,51.0,3.0,83.42,28.52,22.4,68.8,51.04,14.21,23.52,9.89,57.8,77.60000000000002,24.6,42.0
2018-05-16,2018-05-16,0.8459,0.8497,0.8434,0.846,500.0,30.78,24.3,46.92,2.96,83.42,27.9,22.4,71.2,51.62,28.42,23.04,12.88,56.44000000000001,78.4,16.4,38.22
2018-05-17,2018-05-17,0.8461,0.8487,0.8447,0.8472,501.0,33.44,24.3,46.41,2.6,84.28,27.9,21.200000000000006,69.60000000000001,54.52,14.499999999999998,22.08,13.11,61.2,75.2,0.0,40.74
2018-05-18,2018-05-18,0.8473,0.8508,0.8457,0.8494,502.0,30.02,21.87,43.35,2.24,77.4,30.38,22.4,63.2,54.52,0.0,21.6,13.57,48.28,72.8,33.62,34.86
2018-05-21,2018-05-21,0.8496,0.8532,0.8474,0.8475,505.0,30.71,26.97,47.43,3.64,73.92,31.0,26.88,63.99,53.4,0.0,16.72,12.39,62.48,75.05,16.0,39.9
2018-05-22,2018-05-22,0.8475,0.8502,0.8453,0.8485,506.0,34.41,28.42,46.41,3.12,79.8,26.97,26.88,68.04,55.8,0.0,15.2,10.08,63.19,75.05,80.0,38.22
2018-05-23,2018-05-23,0.8485,0.8562,0.848,0.8541,507.0,29.97,28.42,44.88,2.68,84.0,28.52,24.78,68.04,56.4,7.649999999999999,15.2,11.13,64.61,75.84,16.0,38.22
2018-05-24,2018-05-24,0.8541,0.855,0.8508,0.8528,508.0,29.23,26.1,45.39,2.4,76.44,27.9,22.68,63.18000000000001,55.2,0.0,14.82,11.97,61.06,73.47,16.8,38.64
2018-05-25,2018-05-25,0.8528,0.8583,0.8521,0.8572,509.0,24.42,22.91,44.37,2.24,68.03999999999999,28.52,23.52,68.85000000000001,56.4,0.0,13.68,11.55,48.28,69.52000000000001,17.6,33.18
2018-05-28,2018-05-28,0.8553,0.8612,0.8522,0.8598,512.0,21.45,19.6,38.16,2.36,44.55,29.4,51.0,53.96,51.04,0.0,15.3,14.7,49.58,62.40000000000001,14.16,30.34
2018-05-29,2018-05-29,0.8598,0.8683,0.8591,0.8662,513.0,34.71,27.160000000000004,49.82,3.64,78.57000000000002,27.6,35.19,57.76,50.46,0.0,12.920000000000002,13.02,69.56,75.66,24.19,38.54
2018-05-30,2018-05-30,0.8662,0.8679,0.8563,0.8571,514.0,33.93,28.000000000000004,51.41,3.12,78.57000000000002,25.5,33.15,60.04,53.94,0.0,10.88,11.13,74.0,74.10000000000002,0.0,40.59
2018-05-31,2018-05-31,0.857,0.8585,0.8527,0.8541,515.0,34.32,27.44,50.88,2.8000000000000003,74.52000000000002,25.2,34.68,60.8,50.46,15.3,11.22,8.4,69.56,74.88,24.19,37.72
2018-06-01,2018-06-01,0.8541,0.8601,0.8533,0.8572,516.0,37.83,25.480000000000004,49.29,2.84,73.71000000000002,3.9,45.39,54.72,44.08,0.0,29.24,12.39,56.24,71.76,0.0,35.26
