,date,crisis,job,loan,unemployment,default,suicide,killing,disorder,crime,usurer,war,uprising,hiring,work,usajob,apply
876,2019-05-27,17.15,16.900000000000002,32.40000000000001,1.83,39.2,21.33,51.0,48.0,59.15,0.0,19.44,5.83,60.48,61.6,26.8,32.339999999999996
877,2019-05-28,23.8,23.66,46.44000000000001,2.73,68.0,23.49,34.17,68.0,59.8,0.0,18.24,5.83,83.16,73.15,44.89,39.9
878,2019-05-29,26.95,25.22,54.0,2.4,77.60000000000002,22.68,29.07,66.4,63.05,0.0,16.8,6.2700000000000005,84.0,74.69,33.5,41.16
879,2019-05-30,26.95,23.92,48.6,1.98,72.0,20.790000000000006,24.99,63.2,61.1,0.0,16.56,5.28,78.11999999999999,73.92,32.830000000000005,37.8
880,2019-05-31,21.0,21.84,48.06,1.86,73.60000000000002,19.98,24.99,59.2,55.25,0.0,14.88,4.18,68.88,70.84,22.78,36.54
881,2019-06-01,16.099999999999998,16.38,39.42,0.99,37.6,18.36,51.0,55.2,56.55,0.0,18.24,5.83,58.8,62.370000000000005,0.0,31.5
882,2019-06-02,17.490000000000002,17.82,36.3,2.68,40.48,18.46,38.22,60.04,63.36,0.0,17.64,13.0,58.08,65.60000000000001,0.0,33.0
883,2019-06-03,22.11,25.110000000000007,51.7,3.76,84.48,18.46,34.71,71.44,62.72,0.0,19.53,9.62,80.96,77.60000000000001,17.55,40.48
884,2019-06-04,23.1,27.0,51.15000000000001,3.0,80.08,18.2,32.370000000000005,73.72,60.8,0.0,18.48,8.84,84.48,76.0,13.65,42.24
885,2019-06-05,23.1,25.92,49.50000000000001,2.56,77.44,20.28,30.81,69.16,63.36,0.0,18.9,10.66,80.96,76.80000000000001,27.3,40.92
886,2019-06-06,20.46,24.840000000000003,51.15000000000001,2.32,86.24,20.54,28.47,71.44,58.88,23.78,21.0,9.75,74.8,74.4,20.150000000000002,40.04
887,2019-06-07,18.81,22.68,50.05,2.24,80.96,18.2,27.69,67.64,56.32,0.0,17.22,6.37,70.4,72.8,13.65,36.96
888,2019-06-08,14.85,17.28,38.5,1.2,43.12,18.72,31.59,50.16,55.68,0.0,15.96,7.41,58.96,62.400000000000006,65.0,31.24
889,2019-06-09,20.52,17.01,34.65000000000001,2.64,38.28,24.3,32.55,55.38,59.52,42.24,14.76,10.500000000000002,61.410000000000004,65.57000000000001,11.25,30.8
890,2019-06-10,24.7,24.57,48.95,3.64,78.3,21.6,25.55,70.2,64.0,0.0,14.22,9.94,85.44,72.68,18.45,40.48
891,2019-06-11,25.08,25.380000000000006,50.05,2.84,86.13,17.28,23.8,74.10000000000002,60.16,0.0,12.96,13.02,89.0,76.63000000000001,9.450000000000001,43.56
892,2019-06-12,25.08,26.73,48.95,2.56,85.26,19.98,24.5,74.88,64.0,36.96,13.14,12.46,83.66,79.0,9.9,43.12
893,2019-06-13,29.26,24.57,49.50000000000001,2.36,83.52,18.9,24.15,70.98,58.88,0.0,12.6,10.500000000000002,78.32000000000001,73.47,15.75,40.92
894,2019-06-14,38.0,22.41,52.8,2.04,69.6,18.09,24.85,69.42,55.04,0.0,12.42,10.080000000000002,68.53,71.10000000000001,18.900000000000002,35.64
895,2019-06-15,30.78,17.28,39.05,1.36,40.02,20.790000000000006,26.25,54.6,53.12000000000001,0.0,12.78,8.540000000000001,58.74,63.99,16.650000000000002,31.68
896,2019-06-16,21.45,17.01,34.160000000000004,2.72,43.61,21.6,28.7,56.98,56.07,0.0,13.86,7.92,56.07,62.400000000000006,0.0,29.7
897,2019-06-17,24.75,25.380000000000006,53.2,3.72,81.88,22.68,24.15,72.38,59.85,0.0,12.06,9.36,82.77,75.2,22.4,40.95
898,2019-06-18,23.76,26.46,53.76000000000001,3.0,89.0,19.98,25.55,77.0,59.22,0.0,12.42,8.52,89.0,77.60000000000001,29.4,43.65
899,2019-06-19,21.45,26.73,51.52,2.68,85.44,18.630000000000006,25.55,70.07000000000001,56.07,0.0,11.7,6.72,81.88,80.0,24.5,44.550000000000004
900,2019-06-20,20.790000000000006,25.110000000000007,49.28,2.56,82.77,18.630000000000006,25.55,73.92,55.44,0.0,12.78,7.68,78.32000000000001,78.4,21.7,40.5
901,2019-06-21,19.8,21.87,52.08000000000001,2.24,76.54,17.82,24.15,67.76,51.66,0.0,13.32,6.12,70.31,74.4,20.299999999999997,39.15
902,2019-06-22,15.510000000000002,16.470000000000002,38.64,1.32,40.94,18.9,28.0,60.83,53.55,0.0,13.14,6.6,57.85,64.0,17.5,31.5
903,2019-06-23,16.32,17.82,36.54,3.12,42.72,21.840000000000003,29.05,61.56,55.04,23.0,13.43,10.95,56.96,65.61,20.8,32.4
904,2019-06-24,20.8,25.110000000000007,56.84,4.0,80.99,19.32,25.2,66.88,58.88,0.0,11.73,7.949999999999998,80.99,79.38000000000001,34.4,42.300000000000004
905,2019-06-25,20.16,24.3,55.1,3.04,88.11,21.56,25.55,71.44,58.24,19.09,10.54,7.649999999999999,86.33,80.19000000000001,16.8,45.0
906,2019-06-26,23.04,25.380000000000006,56.26,2.84,86.33,23.520000000000003,23.1,75.24,60.8,0.0,11.73,9.15,83.66,78.57000000000001,42.400000000000006,41.85
907,2019-06-27,21.76,24.57,57.99999999999999,2.44,82.77,21.000000000000004,24.5,71.44,56.32,18.86,10.88,9.75,79.21000000000001,77.76,16.8,41.4
908,2019-06-28,18.56,22.14,52.2,2.36,73.87,19.040000000000006,23.1,65.36,55.68,0.0,10.37,14.25,68.53,72.9,26.400000000000002,36.45
909,2019-06-29,15.68,16.740000000000002,41.76,1.4,44.5,19.880000000000006,26.95,56.24,55.68,0.0,11.9,11.4,59.63,65.61,20.0,31.05
910,2019-06-30,14.560000000000002,13.64,34.980000000000004,2.92,32.66,27.0,24.75,50.4,51.33,0.0,14.04,6.16,46.5,60.0,25.5,28.0
911,2019-07-01,24.08,18.92,48.76000000000001,3.68,63.19,19.98,26.73,57.4,49.56,0.0,12.96,10.34,68.25,69.75,25.5,38.800000000000004
912,2019-07-02,26.320000000000004,19.8,49.29,2.92,65.32,18.09,25.41,62.99999999999999,47.79,0.0,12.42,8.14,65.25,72.0,49.980000000000004,37.6
913,2019-07-03,26.040000000000006,18.26,47.7,2.48,62.48,19.71,25.08,59.49999999999999,46.61,0.0,13.86,9.46,60.0,69.75,25.5,35.2
914,2019-07-04,22.12,13.42,40.81,1.16,32.66,18.36,27.06,48.3,43.66,0.0,16.02,6.82,39.0,59.25,0.0,26.0
915,2019-07-05,20.72,14.74,43.99,2.12,46.15,18.36,25.74,54.6,44.25,0.0,18.0,9.02,51.0,63.0,28.05,29.6
916,2019-07-06,19.040000000000006,12.76,35.51000000000001,1.24,30.53,19.44,28.71,50.4,45.43,14.7,15.48,7.37,47.25,57.0,0.0,25.6
917,2019-07-07,21.46,16.12,37.7,2.84,39.15,21.32,29.45,54.75,51.84,0.0,12.6,6.2,55.9,61.620000000000005,24.75,30.6
918,2019-07-08,23.49,23.4,53.36,4.0,77.42999999999998,21.06,22.32,65.25,55.68,18.7,11.1,6.7,82.56,74.26,36.0,43.65
919,2019-07-09,27.84,26.0,55.67999999999999,3.12,83.52,20.54,22.63,69.0,55.68,0.0,10.05,8.200000000000001,86.0,79.0,36.9,44.1
920,2019-07-10,27.55,24.96,55.1,3.08,85.26,20.02,23.56,73.5,52.48,19.14,10.5,6.0,76.53999999999999,79.0,44.1,41.4
921,2019-07-11,27.26,23.66,57.99999999999999,2.72,83.52,19.24,22.63,70.5,54.4,18.92,10.5,8.0,79.98,77.42,0.0,43.65
922,2019-07-12,22.91,21.32,52.2,2.24,77.42999999999998,18.2,22.01,64.5,51.84,0.0,9.9,5.9,66.22,72.68,45.0,38.7
923,2019-07-13,21.75,16.38,42.92,1.24,41.76,18.98,28.21,53.25,51.84,0.0,11.4,7.300000000000002,55.04,65.57000000000001,25.650000000000002,31.05
924,2019-07-14,22.33,16.900000000000002,38.28,2.72,39.95,18.25,33.0,57.76,53.76,0.0,12.0,9.1,55.61,71.33999999999999,0.0,31.24
925,2019-07-15,26.68,23.92,55.67999999999999,3.56,79.05,18.25,25.41,71.44,55.68,0.0,10.2,7.2,75.53,82.0,52.38,44.0
926,2019-07-16,28.71,24.7,55.67999999999999,2.92,84.14999999999998,19.5,29.040000000000006,73.72,55.68,21.25,9.9,6.9,77.19,82.0,38.88,43.56
927,2019-07-17,26.1,24.44,53.94,2.6,85.0,17.25,29.040000000000006,66.88,51.84,0.0,9.75,6.6000000000000005,72.21,81.17999999999999,0.0,41.8
928,2019-07-18,26.97,23.4,56.26,2.36,75.64999999999998,16.5,23.43,76.0,54.4,0.0,9.9,10.0,70.55,79.53999999999999,26.46,40.92
929,2019-07-19,25.52,20.54,53.36,2.12,68.85,15.5,26.73,63.84,53.12000000000001,0.0,10.35,5.6000000000000005,63.91,75.44,27.540000000000003,37.84
930,2019-07-20,21.46,16.900000000000002,41.18,1.08,37.4,17.25,28.05,55.48,49.92,25.0,11.25,5.800000000000002,51.46,66.42,30.78,29.92
931,2019-07-21,21.840000000000003,16.0,38.86,2.6,39.84,18.98,28.16,60.06,52.8,0.0,11.2,6.48,51.84,64.74000000000001,0.0,31.68
932,2019-07-22,26.320000000000004,23.0,55.67999999999999,3.64,70.55,17.16,23.68,71.76,57.42,0.0,9.66,5.58,72.09,72.54,18.5,42.24
933,2019-07-23,25.76,23.5,55.67999999999999,2.84,73.03999999999998,20.02,25.28,72.54,57.42,0.0,9.38,4.5,75.33,75.66,0.0,41.36
934,2019-07-24,28.000000000000004,23.75,55.67999999999999,2.44,78.02,18.2,25.6,76.44,60.06,27.0,9.1,7.29,68.04,73.32000000000001,21.25,41.36
935,2019-07-25,26.040000000000006,22.25,57.42,2.2,77.19,21.32,23.68,71.76,56.76000000000001,0.0,8.540000000000001,6.0299999999999985,67.23,73.32000000000001,12.75,40.92
936,2019-07-26,23.520000000000003,20.25,52.2,2.04,70.55,18.2,25.92,67.08,56.1,0.0,8.96,6.39,59.940000000000005,70.2,0.0,38.28
937,2019-07-27,18.48,15.25,42.92,1.24,39.84,17.94,31.68,60.06,58.08000000000001,0.0,10.22,7.38,51.84,61.620000000000005,14.5,30.8
938,2019-07-28,19.880000000000006,15.75,42.09,2.8000000000000003,34.44,28.000000000000004,32.0,56.98,69.0,0.0,10.500000000000002,7.439999999999999,52.650000000000006,64.78,14.63,30.8
939,2019-07-29,26.040000000000006,22.5,57.95,3.52,69.7,24.08,25.92,74.69,66.24,0.0,8.96,7.68,71.28,72.68,9.5,40.04
940,2019-07-30,22.4,23.25,59.78,2.72,75.44,17.64,26.88,72.38,64.86,0.0,8.680000000000001,8.879999999999997,73.71000000000001,76.63000000000001,0.0,43.12
941,2019-07-31,25.200000000000006,22.5,60.39,2.44,74.61999999999998,18.48,26.24,70.84,60.03,13.2,8.82,5.2799999999999985,68.04,75.84,19.0,40.48
942,2019-08-01,22.680000000000003,5.25,61.0,2.68,70.52,7.000000000000001,18.56,73.92,51.74999999999999,0.0,9.8,8.04,65.61,71.89,0.0,40.92
943,2019-08-02,21.56,4.75,56.12,2.64,65.6,8.4,19.84,70.07000000000001,55.88999999999999,0.0,9.94,12.0,60.75000000000001,68.73,6.08,34.76
944,2019-08-03,22.4,3.5,45.14,1.28,40.18,8.120000000000001,22.72,57.75,53.13,15.0,11.48,11.76,48.6,61.620000000000005,0.0,28.6
945,2019-08-04,26.7,3.5,39.53,3.04,38.18,9.86,35.0,56.88,74.0,0.0,12.9,7.68,49.199999999999996,60.84,0.0,30.8
946,2019-08-05,28.2,5.0,54.87,4.0,69.72,9.52,24.15,62.64,67.34,0.0,11.55,4.92,73.8,69.42,12.6,40.04
947,2019-08-06,30.0,5.25,54.87,3.12,70.55,9.52,23.1,67.67999999999999,64.38,0.0,11.25,6.3599999999999985,75.44,70.98,39.48,39.6
948,2019-08-07,23.1,5.25,53.1,3.0,73.03999999999998,9.18,20.65,64.8,67.34,0.0,11.7,7.3199999999999985,74.61999999999999,73.32000000000001,13.02,38.72
949,2019-08-08,25.5,5.25,51.33,2.6,73.03999999999998,9.86,23.45,69.84,66.6,0.0,11.1,6.48,70.52,69.42,12.6,39.160000000000004
950,2019-08-09,23.4,4.75,56.64,2.24,67.22999999999999,8.5,21.7,56.88,56.24,13.2,11.4,6.6,67.24,68.64,0.0,36.96
951,2019-08-10,20.1,3.75,41.89,1.2,39.01,34.0,27.65,54.0,54.02,0.0,12.3,8.16,54.12,60.84,15.12,31.68
952,2019-08-11,20.72,3.9,39.0,2.96,39.6,34.85,23.68,58.4,52.48,0.0,12.9,5.2,53.76,62.400000000000006,25.55,30.6
953,2019-08-12,22.96,5.7200000000000015,57.6,3.72,76.56,20.5,18.88,66.42999999999999,51.84,0.0,11.55,5.7,77.28,75.2,32.85,41.85
954,2019-08-13,23.520000000000003,5.98,55.8,3.28,83.6,17.63,20.8,71.53999999999998,51.84,18.7,11.85,6.300000000000002,84.0,78.4,44.53,42.300000000000004
955,2019-08-14,26.6,5.98,57.0,2.72,85.36,14.35,20.8,67.16,51.84,18.26,11.55,7.4,78.11999999999999,75.2,31.39,42.75
956,2019-08-15,26.320000000000004,5.98,57.6,2.48,84.48,13.94,18.56,64.97,50.56,0.0,11.55,6.2,73.08,76.0,43.07,40.050000000000004
957,2019-08-16,23.520000000000003,5.2,59.4,2.24,71.28,12.71,19.2,62.78,52.48,0.0,11.55,5.7,62.16,72.8,32.85,38.25
958,2019-08-17,21.000000000000004,3.9,43.2,1.32,46.64,13.94,20.48,55.48,49.28,21.78,12.6,4.800000000000002,55.44,63.2,0.0,29.7
959,2019-08-18,20.01,4.050000000000002,37.17,2.92,41.83,9.86,22.8,59.25,47.25,0.0,14.56,6.7,59.339999999999996,63.99,0.0,31.5
960,2019-08-19,26.97,5.94,56.64,3.76,83.66,8.41,18.3,67.5,50.4,0.0,13.28,5.9,80.84,75.33,10.44,40.95
961,2019-08-20,24.65,6.210000000000001,55.46,3.0,80.99,8.41,15.0,72.75,47.25,15.77,12.8,3.7,85.14,76.95,32.04,42.75
962,2019-08-21,28.13,6.210000000000001,53.69,2.68,89.0,8.99,16.5,73.5,51.03,0.0,13.44,5.300000000000002,81.7,78.57000000000001,10.799999999999999,41.4
963,2019-08-22,26.39,6.210000000000001,56.64,2.52,83.66,8.7,17.7,71.25,52.92,0.0,13.6,4.7,75.67999999999999,76.95,21.24,41.4
964,2019-08-23,23.78,5.130000000000001,53.1,2.24,74.76,8.7,19.5,69.75,48.51,15.96,13.92,5.9,67.08,73.71000000000001,10.799999999999999,37.800000000000004
965,2019-08-24,18.56,4.050000000000002,40.12,1.28,44.5,8.7,20.4,55.5,45.36,0.0,13.6,6.2,56.76,61.56,18.72,30.150000000000002
966,2019-08-25,18.27,7.5,33.480000000000004,2.16,41.65,8.680000000000001,19.5,53.29,55.25,40.74,17.28,5.94,50.400000000000006,63.99,17.34,31.24
967,2019-08-26,26.68,10.5,45.36,2.67,72.25,8.120000000000001,17.7,67.89,56.55,0.0,15.48,6.2700000000000005,69.60000000000001,76.95,51.0,40.04
968,2019-08-27,28.71,11.0,46.98,2.1,81.6,9.24,16.2,67.89,52.65,0.0,16.38,5.39,78.4,81.0,14.790000000000001,44.0
969,2019-08-28,27.55,11.0,44.82,1.89,71.39999999999998,8.680000000000001,18.9,69.35,53.95,34.44,16.56,5.17,70.4,80.19000000000001,28.560000000000002,40.04
970,2019-08-29,27.84,11.0,44.82,1.7999999999999998,75.64999999999998,8.680000000000001,18.6,73.0,50.7,0.0,18.0,6.38,66.4,79.38000000000001,14.790000000000001,39.160000000000004
971,2019-08-30,22.33,34.5,46.44000000000001,1.5,65.45,7.280000000000001,17.4,65.7,47.45,33.6,17.46,5.94,53.6,71.28,14.280000000000001,36.52
972,2019-08-31,16.82,50.0,33.480000000000004,0.84,36.55,7.840000000000002,18.0,49.64,37.7,39.06,16.02,9.79,48.0,59.13,16.32,29.04
973,2019-09-01,14.499999999999998,100.0,31.11,2.01,32.34,15.0,19.84,45.36,47.25,0.0,15.96,10.23,44.84,56.21,0.0,26.04
974,2019-09-02,16.82,81.0,35.19,1.7999999999999998,43.89,15.9,20.77,43.92,53.55,19.040000000000006,15.96,10.45,50.160000000000004,59.29,15.54,29.4
975,2019-09-03,22.91,77.0,45.9,2.67,63.14,16.8,18.91,56.16,57.96,17.0,15.58,7.92,69.16,69.3,13.86,37.8
976,2019-09-04,24.65,86.0,47.94,2.31,69.3,17.099999999999998,17.05,59.76,57.33,0.0,16.15,7.04,70.68,71.61,13.86,38.64
977,2019-09-05,24.07,93.0,47.43,2.04,69.3,18.0,18.6,62.64,57.96,17.34,16.91,9.35,68.4,71.61,42.0,38.64
978,2019-09-06,22.04,79.0,51.0,1.86,67.76,16.2,17.98,58.32,52.29,0.0,16.72,6.2700000000000005,57.0,65.45,13.86,35.28
979,2019-09-07,17.4,52.0,37.23,1.02,36.19,18.0,20.46,47.52,48.51,0.0,15.01,6.2700000000000005,48.64,56.21,16.38,28.56
980,2019-09-08,20.16,34.68,33.660000000000004,2.01,43.86,26.66,20.15,54.12,54.12000000000001,0.0,15.96,6.9,52.260000000000005,63.959999999999994,24.32,31.05
981,2019-09-09,25.92,38.76000000000001,46.92,3.0,77.4,25.8,18.29,69.7,62.040000000000006,32.83,16.34,9.0,78.0,78.72,21.12,43.2
982,2019-09-10,26.56,38.76000000000001,45.9,2.34,83.42,43.0,17.98,73.8,60.06,49.0,16.34,8.1,70.98,79.53999999999999,21.12,42.75
983,2019-09-11,27.2,39.44000000000001,46.41,1.98,79.12,43.0,18.91,77.08,61.38,0.0,17.1,9.2,70.2,77.89999999999999,31.36,42.300000000000004
984,2019-09-12,28.16,39.44000000000001,45.39,1.89,80.84,32.25,18.91,75.44,63.36,0.0,17.86,7.800000000000002,67.86,77.89999999999999,21.12,40.050000000000004
985,2019-09-13,24.96,34.68,47.94,1.7999999999999998,72.24,31.39,19.22,67.24,60.06,24.5,15.96,8.200000000000001,53.82,72.16,21.12,36.9
986,2019-09-14,18.88,35.36,36.72,0.99,42.14,38.27,19.84,50.84,52.14,29.89,14.06,6.6000000000000005,47.58,63.959999999999994,51.2,31.5
987,2019-09-15,19.6,33.28,34.84,1.89,40.89,22.11,19.2,50.84,60.03,0.0,15.01,10.92,47.58,62.370000000000005,15.200000000000001,32.4
988,2019-09-16,32.55,36.48,48.36,2.79,81.78,21.45,17.4,69.7,69.0,30.38,17.29,9.72,69.42,76.95,13.200000000000001,42.300000000000004
989,2019-09-17,31.5,36.48,47.84,2.34,83.52,20.46,17.7,73.8,67.61999999999999,30.38,18.05,10.32,68.64,77.76,19.6,43.65
990,2019-09-18,31.85,37.12,48.36,2.1,83.52,19.8,16.5,71.33999999999997,64.86,0.0,17.67,9.36,72.54,78.57000000000001,26.400000000000002,43.65
991,2019-09-19,34.3,33.92,46.8,1.92,81.78,19.14,15.6,71.33999999999997,69.0,31.62,17.67,8.64,67.08,76.95,26.400000000000002,38.7
992,2019-09-20,31.15,28.8,48.88,1.62,74.82,19.8,17.099999999999998,72.97999999999998,58.65,31.62,16.34,8.76,57.72,71.28,19.6,38.25
993,2019-09-21,21.0,27.52,37.96,1.02,44.37,19.47,17.7,54.12,53.81999999999999,0.0,14.63,8.64,49.92,60.75000000000001,15.600000000000001,31.5
994,2019-09-22,23.76,16.81,32.13,2.72,44.0,19.47,26.27,57.62,55.08000000000001,11.6,15.2,5.39,52.14,65.52,17.55,32.4
995,2019-09-23,31.68,18.86,47.43,3.72,79.2,19.14,37.0,75.67999999999998,65.28,9.8,17.1,11.0,70.31,79.8,43.65,42.300000000000004
996,2019-09-24,34.92,16.4,46.92,3.2,84.48,21.45,29.97,80.84,66.64,10.0,17.29,9.46,72.68,82.32,14.85,44.1
997,2019-09-25,36.0,14.76,45.39,3.0,88.0,18.81,25.53,79.98,68.0,0.0,17.1,6.2700000000000005,72.68,84.0,22.5,43.2
998,2019-09-26,34.92,13.53,44.37,2.72,83.6,18.48,23.31,86.0,68.0,15.4,17.48,9.68,67.15,80.64,15.3,40.95
999,2019-09-27,32.4,9.02,48.96,2.32,77.44,19.14,23.31,73.96,62.56,15.4,16.34,8.25,57.67,75.6,15.3,36.45
1000,2019-09-28,25.92,6.15,35.7,1.4,45.76,22.77,25.9,56.76,52.36000000000001,12.4,13.49,6.16,49.77,63.839999999999996,18.45,31.5
1001,2019-09-29,24.12,3.9,33.800000000000004,2.76,39.15,21.08,25.92,63.36,57.8,12.0,16.59,9.84,48.980000000000004,67.2,23.4,34.56
1002,2019-09-30,33.12,5.7200000000000015,46.8,3.92,78.3,23.12,22.32,81.84,63.24,10.2,21.0,11.52,73.47,79.8,49.8,48.0
1003,2019-10-01,30.6,26.0,52.0,3.12,84.39,29.58,26.64,76.56,68.0,8.4,19.32,8.64,79.0,81.48,24.0,47.519999999999996
1004,2019-10-02,31.68,26.0,50.96,2.88,87.0,32.300000000000004,26.64,76.56,68.0,8.200000000000001,20.16,10.32,75.84,82.32,24.0,48.0
1005,2019-10-03,33.84,25.48,50.96,2.6,85.26,26.520000000000003,28.44,72.16,67.32000000000001,8.4,21.0,9.12,68.73,82.32,0.0,46.559999999999995
1006,2019-10-04,26.28,22.36,50.44000000000001,2.72,77.42999999999998,26.180000000000003,27.36,61.6,61.2,0.0,19.11,9.12,60.830000000000005,75.6,49.8,41.76
1007,2019-10-05,20.16,16.900000000000002,46.8,1.56,41.76,27.200000000000006,30.24,51.92,53.040000000000006,20.0,15.96,9.0,52.14,63.839999999999996,28.799999999999997,31.2
1008,2019-10-06,23.01,15.5,33.81,2.72,39.1,26.88,34.92,56.07,51.03,0.0,17.009999999999998,8.25,49.28,63.959999999999994,25.44,31.28
1009,2019-10-07,32.76,23.25,46.06,4.0,80.75,25.6,29.88,79.21000000000002,59.85,0.0,18.9,7.92,72.38,77.89999999999999,21.73,43.7
1010,2019-10-08,32.370000000000005,24.0,45.57,3.36,79.05,27.2,27.36,77.43,62.37,17.22,19.11,7.48,72.38,81.17999999999999,32.33,43.7
1011,2019-10-09,37.83,23.75,46.55,3.04,85.0,25.92,28.08,79.21000000000002,61.74,17.63,20.16,7.81,70.07000000000001,80.36,21.73,42.78
1012,2019-10-10,35.88,23.25,46.55,2.56,75.64999999999998,25.6,25.2,81.88,58.59,17.22,20.79,8.25,66.99,77.89999999999999,32.33,40.940000000000005
1013,2019-10-11,31.98,20.0,47.53,2.28,72.25,24.32,24.12,71.2,55.44,17.63,18.06,7.92,57.75,74.61999999999999,36.57,37.260000000000005
1014,2019-10-12,28.86,15.25,35.28,1.4,43.35,28.8,25.92,56.07,46.62,0.0,16.38,5.94,53.13,60.68,0.0,29.900000000000002
1015,2019-10-13,27.3,15.0,33.0,2.6,38.25,28.9,26.6,59.52,47.12,11.0,15.4,5.28,52.0,62.25,0.0,29.900000000000002
1016,2019-10-14,35.88,21.25,45.5,3.52,79.05,31.28,35.0,79.98,53.94,9.46,17.2,6.71,72.0,75.53,0.0,42.32
1017,2019-10-15,39.0,24.25,48.0,3.44,84.14999999999998,30.6,28.7,87.42,58.28,9.24,18.0,7.59,76.80000000000001,80.50999999999999,0.0,45.080000000000005
1018,2019-10-16,38.61,23.75,48.5,3.24,83.3,29.58,24.5,81.84,57.04,14.08,17.6,8.25,76.80000000000001,79.67999999999999,18.45,41.86
1019,2019-10-17,34.32,23.5,48.0,2.76,82.45,29.92,25.9,86.49000000000002,57.04,9.46,18.6,7.92,71.2,80.50999999999999,18.45,42.78
1020,2019-10-18,31.59,20.75,47.0,2.52,75.64999999999998,24.82,23.8,77.19,50.84,9.46,17.6,7.92,61.6,74.7,18.45,38.18
1021,2019-10-19,24.96,15.5,36.5,1.32,39.95,28.56,27.65,61.38,49.6,0.0,14.4,5.06,54.400000000000006,61.419999999999995,21.6,29.900000000000002
1022,2019-10-20,25.46,15.5,35.5,2.68,45.05,34.0,24.9,64.86,53.3,0.0,16.72,13.0,49.92,65.52,26.320000000000004,31.28
1023,2019-10-21,32.68,23.25,48.0,3.88,73.1,27.880000000000006,19.8,86.47999999999998,63.7,34.8,20.68,9.36,74.10000000000001,81.48,21.840000000000003,41.86
1024,2019-10-22,35.72,24.5,49.5,3.2,81.6,27.200000000000006,21.6,94.0,61.75,23.2,21.78,10.14,74.88,83.16,36.400000000000006,44.620000000000005
1025,2019-10-23,38.0,24.5,47.0,2.92,82.45,27.200000000000006,19.5,90.24,62.40000000000001,0.0,21.34,9.62,70.2,84.0,33.6,43.24
1026,2019-10-24,35.72,22.75,46.0,2.6,76.5,29.58,20.1,87.42,58.5,23.78,21.78,11.96,65.52,80.64,56.00000000000001,40.940000000000005
1027,2019-10-25,28.12,20.0,48.0,2.44,73.1,23.12,19.2,74.25999999999998,55.25,0.0,22.0,7.9300000000000015,58.5,75.6,0.0,40.02
1028,2019-10-26,19.0,15.5,36.0,1.28,41.65,24.82,19.8,59.22,46.15,0.0,18.04,10.01,49.92,62.16,28.560000000000002,32.2
1029,2019-10-27,22.32,14.16,31.2,2.72,42.84,26.4,30.6,59.15,51.03,0.0,17.849999999999994,10.27,47.449999999999996,63.18000000000001,0.0,30.82
1030,2019-10-28,32.4,21.84,43.68,3.8,72.24,27.39,26.180000000000003,80.08,63.0,21.96,19.95,11.05,67.89,76.14,32.480000000000004,41.4
1031,2019-10-29,31.68,23.04,44.16,3.36,76.44,30.69,26.180000000000003,81.9,57.33,14.76,19.95,8.71,64.97,79.38000000000001,22.400000000000002,43.7
1032,2019-10-30,31.68,21.84,41.76,2.84,78.11999999999998,27.06,23.46,80.99000000000002,60.48,14.76,19.74,8.97,64.97,78.57000000000001,21.840000000000003,43.24
1033,2019-10-31,25.92,19.68,39.84,2.48,72.24,27.39,23.46,73.71000000000002,60.48,15.12,19.95,7.67,51.83,72.09,0.0,39.1
1034,2019-11-01,26.28,19.2,44.16,2.44,69.72,28.380000000000006,30.26,72.8,54.81,19.08,16.38,9.49,51.83,69.66000000000001,28.000000000000004,38.18
1035,2019-11-02,18.72,14.88,33.6,1.48,39.48,28.380000000000006,31.28,57.33000000000001,49.77,0.0,13.86,7.54,51.1,61.56,0.0,34.04
1036,2019-11-03,24.8,16.0,33.660000000000004,2.68,40.5,24.07,27.72,63.92,53.3,27.73,15.4,7.08,56.800000000000004,66.36,22.549999999999997,34.08
1037,2019-11-04,35.6,24.0,46.41,3.8,72.09,26.68,28.05,88.36,63.7,47.0,18.04,9.24,75.2,80.64,18.86,47.04
1038,2019-11-05,37.2,24.0,48.45,2.96,76.14,25.23,33.0,84.6,64.35000000000001,35.25,18.04,8.04,80.0,82.32,0.0,48.0
1039,2019-11-06,36.4,25.0,45.9,2.64,76.14,24.36,32.67,86.47999999999998,64.35000000000001,0.0,18.7,9.12,77.60000000000001,82.32,18.86,46.08
1040,2019-11-07,38.8,24.5,44.37,2.48,76.14,29.0,30.69,86.47999999999998,65.0,0.0,19.14,7.56,68.0,80.64,37.72,46.08
1041,2019-11-08,30.0,22.0,49.47,2.28,68.04,24.94,31.020000000000003,78.96,60.45,0.0,18.26,11.28,62.400000000000006,74.75999999999999,0.0,41.76
1042,2019-11-09,19.6,15.25,36.21,1.36,44.55,23.78,30.03,59.22,52.0,0.0,14.96,8.28,53.6,64.67999999999999,22.549999999999997,32.64
1043,2019-11-10,22.62,15.12,34.5,2.68,43.16,21.87,29.0,62.4,51.66,15.08,16.560000000000002,12.45,48.64,64.74,32.94,30.8
1044,2019-11-11,31.59,20.16,38.5,3.28,70.55,22.950000000000006,25.52,79.67999999999998,54.81,13.0,23.0,9.15,63.84,78.02,28.669999999999998,38.72
1045,2019-11-12,35.1,22.8,43.0,3.2,79.67999999999998,22.950000000000006,22.62,82.56,57.96,12.48,20.47,11.85,69.92,83.0,27.45,43.12
