,date,crisis,job,loan,unemployment,default,suicide,killing,disorder,crime,usurer,war,uprising,hiring,work,usajob,apply
705,2018-12-07,25.6,22.5,40.32,2.48,96.0,23.04,28.44,86.0,50.22,0.0,27.0,15.8,53.120000000000005,80.84,14.96,37.4
706,2018-12-08,17.6,15.5,31.68,1.44,59.0,22.4,28.44,60.0,48.36,0.0,19.17,16.6,45.44,69.66,17.6,30.36
707,2018-12-09,19.8,15.12,30.72,2.76,49.0,24.14,30.45,63.92,50.4,14.4,19.24,21.0,46.72,67.22999999999999,14.04,31.05
708,2018-12-10,29.25,22.32,39.84,3.96,87.22,24.82,27.3,84.6,59.22,12.24,23.66,21.0,59.52,79.67999999999999,0.0,44.1
709,2018-12-11,31.05,22.56,40.8,3.16,92.12,24.48,26.95,86.47999999999998,54.81,0.0,23.14,17.64,62.08,81.33999999999999,12.24,44.1
710,2018-12-12,45.0,23.28,42.24,3.0,93.1,25.500000000000004,28.7,87.42,59.22,12.6,23.92,17.64,61.44,83.0,18.36,44.1
711,2018-12-13,36.45,23.04,43.68,2.56,88.2,32.980000000000004,24.5,81.78,54.18,0.0,23.4,16.8,54.4,80.50999999999999,12.24,41.85
712,2018-12-14,30.15,20.88,43.68,2.48,83.3,32.64,25.55,69.56,54.81,12.24,21.84,14.7,53.76,75.53,11.879999999999999,40.95
713,2018-12-15,17.55,15.12,35.04,1.4,47.04,31.62,28.7,57.34,45.99,0.0,16.38,17.22,41.6,66.39999999999999,0.0,37.800000000000004
714,2018-12-16,13.2,13.86,26.32,2.92,45.0,28.21,27.39,62.31999999999999,49.56,0.0,15.62,10.95,41.4,62.410000000000004,18.900000000000002,27.6
715,2018-12-17,19.8,19.58,40.42,3.84,72.9,29.14,23.76,72.16,48.97,8.0,18.7,10.35,55.8,73.47,21.150000000000002,34.800000000000004
716,2018-12-18,18.48,20.24,42.3,3.2,83.7,26.35,25.08,65.6,52.51,25.0,18.48,9.0,57.0,72.68,29.25,35.2
717,2018-12-19,17.16,19.8,39.48,2.72,86.4,25.11,24.42,63.96,48.38,9.0,16.72,10.5,52.8,72.68,21.150000000000002,34.4
718,2018-12-20,17.16,18.04,38.54,2.6,77.4,22.32,25.74,58.22,53.1,0.0,16.28,9.6,46.8,70.31,16.2,32.800000000000004
719,2018-12-21,13.86,16.06,40.42,2.44,66.60000000000001,21.39,25.08,50.84,43.66,0.0,14.08,8.7,43.199999999999996,66.36,17.1,31.200000000000003
720,2018-12-22,12.87,12.32,31.02,1.48,40.5,20.77,26.73,45.1,43.66,0.0,12.54,7.649999999999999,36.0,58.46,0.0,24.400000000000002
721,2018-12-23,7.82,9.18,20.91,2.88,28.81,17.28,35.1,28.2,35.1,0.0,11.76,11.4,27.54,51.1,0.0,17.490000000000002
722,2018-12-24,7.590000000000002,8.82,22.55,3.3200000000000003,33.5,18.9,34.71,27.6,39.42,0.0,11.97,8.25,23.46,50.37,0.0,18.150000000000002
723,2018-12-25,8.05,7.56,14.35,1.4,34.84,18.9,31.200000000000006,25.2,36.72,8.16,15.96,8.7,19.89,53.29,26.320000000000004,16.5
724,2018-12-26,11.5,11.7,31.16,3.44,40.87000000000001,17.55,29.64,33.0,42.66,0.0,15.54,9.15,38.76,62.78,22.400000000000002,22.44
725,2018-12-27,8.05,14.22,36.08,3.4,46.23,17.82,30.81,34.2,45.36,0.0,15.12,7.05,45.9,65.7,21.28,27.39
726,2018-12-28,8.280000000000001,13.86,41.0,2.92,45.56,17.28,32.76,37.2,41.58000000000001,12.750000000000002,14.7,8.549999999999999,41.31,62.05,0.0,26.400000000000002
727,2018-12-29,7.590000000000002,11.34,29.52,1.64,32.830000000000005,19.98,39.0,31.8,40.5,6.9700000000000015,16.169999999999998,8.4,38.25,58.4,34.160000000000004,21.78
728,2018-12-30,8.0,14.49,30.5,4.4,36.48,20.7,36.4,34.32,48.0,0.0,17.6,9.38,50.4,60.06,19.27,27.06
729,2018-12-31,8.5,15.41,41.0,5.0,42.56,19.5,35.6,33.660000000000004,45.6,17.94,15.62,9.38,45.5,61.6,17.86,30.749999999999996
730,2019-01-01,9.0,12.19,26.0,2.0,36.48,20.4,14.8,37.62000000000001,40.2,0.0,20.02,10.36,41.3,53.9,0.0,22.959999999999997
731,2019-01-02,13.5,19.32,42.5,4.05,59.28,30.0,14.8,49.5,45.6,0.0,18.04,10.78,68.6,70.07000000000001,0.0,34.85
732,2019-01-03,16.0,20.24,45.5,3.8,66.12,21.0,13.6,55.44000000000001,43.8,45.54,17.82,11.06,70.0,72.38,16.45,38.54
733,2019-01-04,14.5,19.78,50.0,3.75,66.12,18.0,15.2,50.82,42.6,46.0,18.04,10.36,62.3,71.61,16.919999999999998,39.36
734,2019-01-05,11.75,15.64,41.0,2.0500000000000003,40.28,18.3,16.400000000000002,44.22,42.6,0.0,17.38,8.120000000000001,54.599999999999994,63.14,18.799999999999997,31.159999999999997
735,2019-01-06,18.13,17.64,31.200000000000006,4.26,49.98,17.64,25.76,52.26000000000001,50.32,0.0,17.6,9.52,61.56,70.52,0.0,32.2
736,2019-01-07,24.05,25.480000000000004,42.64,6.0,90.16,17.64,56.00000000000001,66.3,55.08000000000001,0.0,19.58,8.82,76.14,79.98,27.200000000000003,41.86
737,2019-01-08,27.01,26.880000000000006,44.2,4.8,92.12,17.92,28.56,66.3,51.68000000000001,19.95,18.92,9.8,78.57000000000001,82.56,0.0,44.160000000000004
738,2019-01-09,37.0,28.000000000000004,45.24,4.38,97.02,18.76,25.76,68.64,57.12000000000001,0.0,21.34,7.98,80.19000000000001,85.14,55.2,46.0
739,2019-01-10,33.3,26.6,47.32,4.14,97.02,19.040000000000006,24.64,73.32000000000002,53.040000000000006,0.0,20.46,7.280000000000001,76.14,83.42,0.0,42.78
740,2019-01-11,33.3,24.64,44.72,3.72,95.06,17.64,23.520000000000003,66.3,53.72000000000001,0.0,20.02,12.46,67.23,82.56,36.800000000000004,41.86
741,2019-01-12,22.2,17.64,36.92,2.1,49.98,17.92,24.64,49.92,50.32,0.0,15.84,10.080000000000002,57.510000000000005,69.66,48.0,32.660000000000004
742,2019-01-13,18.9,17.01,30.74,3.65,53.0,18.27,17.94,52.65000000000001,50.25,0.0,19.2,7.5,50.25,69.7,16.77,32.660000000000004
743,2019-01-14,28.35,24.3,46.11,4.8500000000000005,96.0,17.4,15.99,68.04,52.26000000000001,17.86,24.0,15.0,74.25,80.75,0.0,43.7
744,2019-01-15,29.05,25.380000000000006,46.11,3.95,97.0,19.14,12.87,76.95,52.26000000000001,0.0,23.52,13.2,70.5,85.0,14.62,44.620000000000005
745,2019-01-16,28.35,25.380000000000006,46.11,3.6,100.0,19.72,13.26,76.14,50.25,18.24,23.28,10.65,70.5,85.0,14.19,44.160000000000004
746,2019-01-17,27.65,25.380000000000006,48.23,3.2,95.0,20.59,12.87,74.52000000000002,54.27,0.0,23.28,10.65,63.0,82.45,0.0,43.7
747,2019-01-18,24.15,23.22,43.99,3.0500000000000003,93.0,18.85,12.87,74.52000000000002,50.25,18.24,21.36,11.7,57.0,79.05,29.24,38.64
748,2019-01-19,19.6,17.28,38.16,1.85,52.0,20.3,14.04,55.08000000000001,51.59,0.0,16.56,10.35,51.0,67.14999999999999,25.37,32.2
749,2019-01-20,17.0,16.12,30.68,3.2,47.0,21.6,11.55,57.12,55.3,0.0,15.84,10.14,49.64,68.0,0.0,27.95
750,2019-01-21,19.040000000000006,20.02,37.96,3.85,62.04,21.0,11.55,61.32,51.8,0.0,16.06,9.1,59.129999999999995,73.95,0.0,31.82
751,2019-01-22,24.14,24.7,45.24,4.25,87.42,21.9,11.2,76.44,56.7,35.34,20.68,8.97,65.7,81.6,11.879999999999999,39.13
752,2019-01-23,26.180000000000003,24.96,45.24,3.85,87.42,21.3,11.2,84.0,58.8,35.72,20.9,9.75,67.89,82.45,11.879999999999999,38.269999999999996
753,2019-01-24,26.860000000000007,23.92,46.28,3.3000000000000003,93.06,21.0,11.9,79.8,60.9,34.96,21.34,9.62,63.51,84.14999999999999,0.0,39.13
754,2019-01-25,29.92,22.62,44.2,3.2,82.72,20.1,11.2,74.75999999999998,59.49999999999999,37.24,20.46,9.23,58.4,80.75,24.48,37.41
755,2019-01-26,18.700000000000006,17.16,37.96,2.0,50.76,20.1,14.35,57.12,58.1,0.0,15.84,10.66,51.83,68.85,14.399999999999999,28.81
756,2019-01-27,21.6,17.28,35.51000000000001,3.75,53.9,19.5,15.48,66.36,68.4,0.0,19.32,6.37,47.57,71.38,0.0,32.12
757,2019-01-28,28.08,24.3,45.58000000000001,4.5,85.26,18.9,12.96,78.11999999999998,67.64,0.0,21.39,12.74,63.9,82.56,0.0,39.160000000000004
758,2019-01-29,27.72,24.57,43.99,3.7,90.16,18.6,12.6,80.64,69.92,30.69,21.39,8.19,63.19,82.56,15.51,40.04
759,2019-01-30,28.8,23.49,40.81,3.1500000000000004,92.12,19.2,11.52,78.96,76.0,0.0,20.24,10.27,62.48,83.42,15.979999999999999,38.28
760,2019-01-31,27.36,24.03,43.46,3.0500000000000003,97.02,19.8,12.24,77.28,66.12,31.020000000000003,21.16,9.75,56.089999999999996,81.7,47.0,39.6
761,2019-02-01,29.16,23.76,53.0,3.35,85.26,18.6,12.24,64.67999999999999,65.36,22.11,19.78,6.11,56.089999999999996,80.84,15.04,39.6
762,2019-02-02,19.08,18.630000000000006,42.40000000000001,2.15,49.0,22.2,13.32,49.56,63.08,26.4,15.41,8.19,51.83,70.52,17.86,32.56
763,2019-02-03,21.09,17.01,33.15,3.85,48.0,23.04,13.86,60.03,55.2,25.28,17.04,8.84,45.54,69.66,0.0,28.81
764,2019-02-04,29.23,25.110000000000007,45.39,5.0,77.75999999999998,22.08,10.89,73.08,55.2,20.48,19.44,8.84,64.86,79.12,12.6,38.7
765,2019-02-05,32.56,27.0,46.41,4.1000000000000005,87.36,22.4,13.2,80.91,57.96,32.0,21.12,9.49,69.0,86.0,13.44,43.0
766,2019-02-06,32.19,26.46,45.9,4.1000000000000005,93.12,22.72,12.54,80.91,66.24,21.12,22.08,8.32,64.17,83.42,13.02,39.56
767,2019-02-07,32.56,25.92,49.98,3.4000000000000004,91.2,21.44,11.88,73.95,63.48,21.12,21.36,8.06,61.41,83.42,32.339999999999996,39.99
768,2019-02-08,29.97,23.76,46.92,3.1,84.47999999999998,20.8,11.55,73.08,57.96,21.44,20.4,8.84,58.65,80.84,13.44,36.98
769,2019-02-09,20.72,18.09,40.8,1.9,50.88,22.4,11.88,59.16,55.88999999999999,0.0,15.12,6.11,51.059999999999995,71.38,15.959999999999999,30.099999999999998
770,2019-02-10,22.8,17.42,35.5,4.4,47.0,21.12,18.92,59.16,58.65,39.78,17.759999999999994,9.92,45.36,68.88,0.0,29.93
771,2019-02-11,32.68,24.18,45.0,4.95,79.89999999999998,28.16,44.0,73.08,61.41,33.15,20.64,10.08,57.96,77.08,6.9,36.9
772,2019-02-12,33.06,23.92,46.5,3.7,85.53999999999998,25.92,17.16,74.82,62.78999999999999,33.660000000000004,20.88,11.2,57.96,79.53999999999999,10.81,38.129999999999995
773,2019-02-13,32.3,24.18,44.0,3.4000000000000004,91.18,20.8,15.4,78.3,56.58,34.17,20.88,10.88,56.07,79.53999999999999,0.0,38.949999999999996
774,2019-02-14,33.06,22.1,45.0,3.1,87.42,24.0,16.72,70.47,53.13,0.0,20.64,10.72,44.73,72.97999999999999,14.49,34.44
775,2019-02-15,35.72,20.8,46.0,2.8000000000000003,80.83999999999997,19.2,18.92,66.99,57.27,35.7,19.2,16.0,45.99,71.33999999999999,23.0,33.62
776,2019-02-16,22.8,16.900000000000002,41.0,1.8,45.12,18.24,20.68,53.94,54.51,0.0,15.6,8.0,41.58,65.6,8.74,28.7
777,2019-02-17,26.6,16.12,33.800000000000004,3.08,48.88,22.63,15.05,56.96,70.81,0.0,17.25,10.72,46.2,67.2,14.82,31.24
778,2019-02-18,29.26,22.36,46.8,3.3200000000000003,69.56,21.08,14.0,69.42,64.97,19.17,17.71,9.12,60.06,75.6,12.870000000000001,37.84
779,2019-02-19,35.34,24.7,49.4,3.44,83.66,21.08,12.25,76.54,70.08,18.36,20.01,9.6,63.36,82.32,12.09,42.68
780,2019-02-20,33.82,24.7,46.28,2.8000000000000003,86.47999999999998,20.46,12.6,77.43,67.89,18.09,19.32,12.64,61.38,79.8,12.48,39.160000000000004
781,2019-02-21,34.58,24.7,46.8,2.44,87.42,20.15,14.0,85.44,73.0,18.09,20.47,9.92,58.74,80.64,12.48,38.72
782,2019-02-22,30.78,21.84,47.84,2.12,83.66,21.08,12.95,75.65,68.62,18.36,19.55,14.08,53.46,77.28,12.48,37.84
783,2019-02-23,21.66,17.42,46.28,1.36,47.94,23.25,14.0,61.41,59.13,20.790000000000006,14.49,12.16,44.88,66.36,14.43,32.56
784,2019-02-24,27.200000000000006,17.42,37.63,2.96,48.45,33.44,14.62,63.24,61.41,0.0,19.76,12.6,43.550000000000004,67.2,0.0,30.53
785,2019-02-25,35.6,23.14,48.76000000000001,3.36,76.95,25.46,11.9,86.49000000000002,58.65,36.26,23.92,10.35,58.5,78.11999999999999,0.0,38.269999999999996
786,2019-02-26,40.0,24.96,49.29,3.0,95.0,31.54,12.58,89.28,62.1,24.42,25.22,9.45,61.1,80.64,22.26,40.42
787,2019-02-27,38.40000000000001,23.66,49.29,2.4,85.5,38.0,12.24,93.0,61.41,23.68,24.7,10.65,61.1,81.48,24.380000000000003,39.56
788,2019-02-28,36.0,24.18,49.29,2.28,84.55,38.0,13.260000000000002,88.35000000000002,60.03,24.79,26.0,10.35,54.6,79.8,0.0,37.41
789,2019-03-01,33.6,21.84,50.35,2.48,79.8,28.88,22.78,78.12,54.51,0.0,23.92,9.9,46.15,78.11999999999999,27.560000000000002,36.12
790,2019-03-02,21.200000000000006,16.64,42.93,1.36,50.35,25.46,26.520000000000003,56.73,49.67999999999999,0.0,17.42,10.05,42.9,67.2,16.43,32.25
791,2019-03-03,23.6,17.42,36.21,2.92,46.92,26.6,25.500000000000004,61.64,52.14,18.05,18.72,12.75,46.2,68.89,0.0,31.08
792,2019-03-04,35.2,23.4,45.9,4.0,80.96000000000002,35.0,24.14,75.44,56.1,0.0,21.84,10.2,60.06,78.02,16.38,37.8
793,2019-03-05,36.0,24.44,45.9,3.12,87.4,30.1,23.46,79.12,55.44000000000001,15.58,23.28,10.8,58.74,82.17,0.0,40.32
794,2019-03-06,38.8,25.22,46.92,2.76,88.32000000000002,24.5,23.12,80.04,52.8,0.0,22.32,12.3,59.400000000000006,80.50999999999999,63.0,37.8
795,2019-03-07,38.0,24.44,47.43,2.56,85.56,25.9,22.1,80.96000000000002,52.8,0.0,23.04,11.7,55.440000000000005,81.33999999999999,16.38,36.54
796,2019-03-08,35.2,22.880000000000006,45.9,2.4,80.04,21.7,27.200000000000006,78.2,51.48,0.0,22.56,10.95,52.14,75.53,17.01,35.28
797,2019-03-09,22.0,16.12,38.76,1.32,46.0,21.0,27.200000000000006,58.88,50.16,0.0,16.56,10.65,44.88,65.57,20.16,29.4
798,2019-03-10,24.7,16.64,33.28,3.04,50.6,18.9,28.7,57.2,53.9,0.0,18.48,17.0,42.24,67.24,20.16,28.29
799,2019-03-11,36.1,24.7,49.4,3.96,83.72,22.5,25.55,73.92,56.7,12.04,22.56,15.47,60.720000000000006,79.53999999999999,0.0,38.129999999999995
800,2019-03-12,33.82,24.96,49.4,2.8000000000000003,86.48,19.2,23.45,77.44,58.8,0.0,22.8,16.32,58.74,79.53999999999999,8.32,37.309999999999995
801,2019-03-13,36.48,24.18,46.28,2.52,91.08,20.7,22.4,79.2,58.1,11.760000000000002,21.36,13.94,59.400000000000006,78.72,0.0,37.309999999999995
802,2019-03-14,33.06,24.44,47.32,2.32,84.64,18.3,23.45,77.44,70.0,0.0,22.32,13.6,52.800000000000004,77.08,8.64,36.08
803,2019-03-15,30.02,21.06,48.36,2.2,82.8,19.2,29.4,66.88,62.3,0.0,20.88,15.3,50.160000000000004,72.16,17.28,34.85
804,2019-03-16,20.14,16.64,40.04,1.32,44.16,19.5,28.35,52.8,56.7,0.0,16.32,10.71,46.2,64.78,0.0,27.88
805,2019-03-17,21.83,16.38,32.0,3.16,45.12,21.39,31.32,55.46,56.95,0.0,18.24,13.65,46.24,64.80000000000001,0.0,30.24
806,2019-03-18,34.04,23.4,45.5,3.72,88.36,23.25,28.8,78.02,62.31,0.0,22.08,10.95,65.28,76.95,14.31,39.9
807,2019-03-19,34.04,25.74,49.5,3.12,94.0,24.49,27.0,92.12,59.63,15.96,24.0,11.4,68.0,81.0,0.0,40.32
808,2019-03-20,34.04,24.96,45.0,2.76,93.06,20.46,25.92,94.0,54.27,16.53,23.28,10.65,62.56,79.38000000000001,14.31,39.48
809,2019-03-21,34.78,23.4,43.5,2.36,81.78,19.53,24.84,90.24,56.95,0.0,23.28,11.55,57.120000000000005,76.14,21.200000000000003,36.12
810,2019-03-22,33.67,21.32,42.5,2.08,77.08,20.77,24.12,77.08,53.6,0.0,21.36,10.8,55.760000000000005,71.28,43.99,35.28
811,2019-03-23,19.24,16.12,38.0,1.24,46.06,21.7,24.12,62.98,56.95,0.0,15.6,9.45,46.24,63.18000000000001,16.96,28.56
812,2019-03-24,20.28,16.900000000000002,37.26000000000001,2.84,45.39,27.36,31.82,64.86,60.03,40.85,17.759999999999994,8.19,47.6,66.39999999999999,0.0,32.12
813,2019-03-25,37.44,24.7,51.3,3.56,83.66,32.76,28.12,80.83999999999997,62.1,37.41,22.56,10.79,65.28,79.67999999999999,15.120000000000001,44.0
814,2019-03-26,39.0,26.0,52.92,3.12,84.55,30.24,27.38,84.6,61.41,37.84,23.04,8.19,63.92,81.33999999999999,15.120000000000001,41.8
815,2019-03-27,39.0,25.22,50.22000000000001,2.6,88.11,25.2,27.01,83.66,62.1,37.41,22.8,10.27,61.88,81.33999999999999,15.680000000000001,42.68
816,2019-03-28,36.66,24.44,50.76000000000001,2.4,87.22,27.36,29.6,84.6,59.34,36.98,22.56,10.27,61.2,79.67999999999999,15.120000000000001,41.8
817,2019-03-29,33.54,22.1,54.0,2.24,74.76,24.48,27.01,75.19999999999997,55.88999999999999,0.0,21.6,7.54,51.68000000000001,75.53,15.120000000000001,39.6
818,2019-03-30,22.62,16.900000000000002,44.28,1.36,42.72,25.2,33.3,62.04,57.27,0.0,16.08,6.8900000000000015,46.92,63.91,0.0,32.56
819,2019-03-31,27.06,17.16,42.12000000000001,2.84,42.78,24.0,50.0,56.07,55.76000000000001,43.0,21.58,11.2,42.9,68.06,0.0,35.550000000000004
820,2019-04-01,33.21,23.92,51.3,3.96,87.42,24.96,29.0,75.65,66.64,0.0,18.72,10.22,54.78,78.85,26.88,43.2
821,2019-04-02,37.72,24.96,51.3,3.16,89.28,24.96,26.0,80.99,60.52,0.0,19.24,7.98,60.720000000000006,78.85,13.44,43.65
822,2019-04-03,36.9,25.74,48.6,2.72,93.0,26.88,28.5,82.77,62.56,21.93,19.24,8.120000000000001,56.1,78.85,13.44,42.300000000000004
823,2019-04-04,34.85,25.48,54.0,2.68,90.21,26.88,26.0,83.66,60.52,21.93,19.76,8.260000000000002,55.440000000000005,78.85,20.16,44.550000000000004
824,2019-04-05,32.39,22.36,45.90000000000001,2.52,79.98,25.6,29.5,74.76,57.8,22.79,18.72,6.0200000000000005,50.82,74.7,13.92,39.6
825,2019-04-06,17.63,15.86,38.34,1.52,43.71,25.6,32.0,60.52,51.68000000000001,40.42,13.52,6.300000000000002,43.56,63.08,33.12,33.75
826,2019-04-07,23.1,17.55,34.45,3.04,41.4,24.9,59.0,67.45,55.04,14.88,15.39,7.649999999999999,43.550000000000004,65.6,35.0,34.76
827,2019-04-08,39.9,25.92,48.23,3.88,81.0,30.0,55.46,84.55,56.32,0.0,21.06,10.65,57.620000000000005,79.53999999999999,28.0,44.0
828,2019-04-09,38.64,25.92,50.35,3.0,86.4,22.8,38.35,90.25,56.32,0.0,19.98,9.6,61.64,79.53999999999999,56.0,42.24
829,2019-04-10,38.64,26.19,48.76000000000001,2.64,82.8,23.7,34.22,89.3,55.68,12.24,20.790000000000006,8.85,56.28,78.72,100.0,42.24
830,2019-04-11,37.8,24.840000000000003,50.88,2.48,81.0,22.5,29.5,89.3,56.32,0.0,20.25,11.1,52.260000000000005,78.72,0.0,40.04
831,2019-04-12,34.86,23.49,47.17,2.36,72.9,23.7,28.91,80.75,53.12000000000001,0.0,20.25,11.25,48.24,72.97999999999999,39.0,37.4
832,2019-04-13,20.58,16.740000000000002,39.22,1.4,48.6,22.2,33.629999999999995,59.85,46.08,0.0,14.04,9.6,40.870000000000005,60.68,35.0,29.92
833,2019-04-14,24.8,15.75,37.96,3.24,40.5,21.17,25.96,63.48,51.03,0.0,16.8,9.3,40.120000000000005,63.2,18.36,31.82
834,2019-04-15,32.4,22.0,48.88,4.0,80.10000000000002,20.01,25.96,83.72,52.29,0.0,21.28,8.4,62.56,73.60000000000001,22.68,40.85
835,2019-04-16,37.6,23.5,47.84,3.08,87.3,21.17,21.56,83.72,54.81,0.0,23.8,10.35,59.84,76.0,0.0,40.85
836,2019-04-17,38.8,23.25,46.8,2.88,85.5,23.49,20.68,81.88000000000002,53.55,0.0,22.96,11.25,63.24,76.80000000000001,23.76,40.85
837,2019-04-18,34.0,22.0,46.8,2.44,79.2,23.49,18.48,88.32000000000002,51.66,0.0,21.840000000000003,9.6,54.400000000000006,72.8,23.76,38.7
838,2019-04-19,24.4,19.0,43.16,2.08,76.5,20.01,18.48,69.0,47.88,8.4,17.64,10.65,49.64,67.2,16.740000000000002,35.26
839,2019-04-20,18.0,15.25,34.84,1.24,46.8,19.72,23.32,57.96,47.25,9.45,17.080000000000002,7.649999999999999,40.800000000000004,59.2,0.0,29.24
840,2019-04-21,22.5,14.56,30.68,2.72,47.32,22.62,27.09,67.2,56.0,26.130000000000006,20.8,7.280000000000001,40.599999999999994,60.589999999999996,9.25,30.96
841,2019-04-22,39.15,23.66,48.88,3.92,83.72,23.78,24.94,85.44,70.0,20.67,24.0,7.56,67.89999999999999,75.53,7.5,39.56
842,2019-04-23,41.85,25.48,50.96,3.04,89.18,22.62,21.5,94.08,68.6,20.67,26.56,10.78,65.1,83.0,11.0,42.14
843,2019-04-24,44.55,24.7,47.32,2.96,87.36,22.04,20.21,94.08,65.8,20.67,27.84,8.540000000000001,64.39999999999999,82.17,11.0,41.71
844,2019-04-25,45.0,23.92,51.48,2.68,79.17,24.65,19.35,92.16,68.6,30.03,30.08,9.24,57.4,82.17,7.0,41.28
845,2019-04-26,36.45,21.84,45.76000000000001,2.36,80.08,19.72,17.63,84.47999999999998,59.49999999999999,20.28,30.4,6.0200000000000005,52.5,73.03999999999999,0.0,34.83
846,2019-04-27,22.95,15.86,35.88,1.32,42.77,19.43,21.93,64.32,51.1,24.18,26.24,6.86,46.199999999999996,59.76,13.0,30.099999999999998
847,2019-04-28,27.73,17.01,33.480000000000004,2.64,43.0,22.2,25.2,68.16,52.65,0.0,30.8,13.68,49.58,64.78,0.0,32.56
848,2019-04-29,46.53,24.840000000000003,50.76000000000001,4.0,73.1,24.0,29.7,91.2,58.5,22.33,35.0,12.35,71.03999999999999,77.08,12.32,41.8
849,2019-04-30,46.53,27.0,52.38,3.16,76.53999999999998,24.9,22.95,96.0,59.8,29.0,32.9,19.0,74.0,79.53999999999999,11.88,43.12
850,2019-05-01,47.0,24.840000000000003,46.44000000000001,3.04,82.56,28.5,20.7,93.12,63.7,13.919999999999998,34.3,19.0,60.68,82.0,28.6,40.04
851,2019-05-02,41.36,24.3,48.06,2.72,81.7,26.7,19.8,92.16,59.15,0.0,35.0,12.73,59.94,78.72,21.12,40.92
852,2019-05-03,38.07,21.87,44.28,3.0,75.67999999999998,26.7,20.7,84.47999999999998,57.85,0.0,32.9,12.92,54.019999999999996,74.61999999999999,29.48,39.6
853,2019-05-04,21.62,16.200000000000006,36.18,1.64,44.72,23.7,23.4,61.44,54.6,0.0,25.55,15.01,45.14,64.78,17.16,32.56
854,2019-05-05,23.85,15.6,32.33,2.8000000000000003,43.68,24.64,22.8,67.45,59.16,0.0,25.6,8.85,47.25,66.42,24.4,32.68
855,2019-05-06,41.4,23.92,43.46,3.92,80.99000000000002,26.880000000000006,22.0,90.25,68.0,0.0,31.36,8.549999999999999,66.0,78.72,29.89,39.99
856,2019-05-07,40.05,23.66,45.05,3.3200000000000003,85.54,24.64,19.6,92.15,65.28,6.86,30.4,10.8,63.75,79.53999999999999,20.13,40.85
857,2019-05-08,41.4,22.880000000000006,41.87000000000001,2.8000000000000003,80.99000000000002,22.12,20.0,95.0,62.56,6.86,30.4,10.5,66.0,80.36,40.26,39.99
858,2019-05-09,43.2,23.14,44.52,2.6,91.0,22.96,17.6,88.35,67.32000000000001,0.0,29.76,8.25,60.0,79.53999999999999,20.13,37.839999999999996
859,2019-05-10,39.6,20.54,42.40000000000001,2.24,80.08,22.680000000000003,17.6,75.05,65.28,14.000000000000002,28.48,7.649999999999999,51.75,72.16,20.74,35.26
860,2019-05-11,20.25,15.34,33.39,1.28,45.5,24.08,20.0,57.95,57.12000000000001,0.0,20.16,7.199999999999998,45.0,63.13999999999999,25.009999999999998,28.81
861,2019-05-12,21.5,15.96,29.15,2.52,44.16,29.0,28.06,56.07,58.74,0.0,20.4,5.16,44.46,62.31999999999999,0.0,29.669999999999998
862,2019-05-13,34.83,26.040000000000006,43.99,4.0,79.12,24.36,28.98,80.1,60.06,16.5,27.9,6.96,71.76,77.89999999999999,17.0,41.28
863,2019-05-14,36.98,28.000000000000004,46.64,3.08,87.4,25.23,24.84,81.88,62.7,22.0,28.5,6.3599999999999985,73.32000000000001,80.36,50.0,41.28
864,2019-05-15,38.27,27.160000000000004,44.52,2.96,84.64,26.39,25.3,80.99,64.02,11.0,26.4,7.439999999999999,67.08,82.0,25.0,41.28
865,2019-05-16,34.83,26.880000000000006,47.7,2.44,90.16,23.2,24.380000000000006,74.76,62.7,10.78,26.7,7.3199999999999985,64.74000000000001,79.53999999999999,16.5,40.85
866,2019-05-17,33.11,23.8,42.93,2.28,78.2,25.52,23.46,71.2,58.74,0.0,24.9,7.08,54.6,75.44,0.0,37.41
867,2019-05-18,21.07,17.080000000000002,33.39,1.28,44.16,24.36,26.22,54.29,54.12000000000001,0.0,19.2,6.12,49.14,63.959999999999994,21.0,30.53
868,2019-05-19,19.5,18.48,31.860000000000007,3.08,40.42,22.62,26.84,50.22000000000001,55.68,9.3,17.82,8.06,54.27,64.8,15.17,33.0
869,2019-05-20,30.03,26.6,46.44000000000001,3.88,74.82,21.06,26.4,61.56,62.72,0.0,22.950000000000006,5.7200000000000015,73.71000000000001,77.60000000000001,12.58,41.8
870,2019-05-21,31.59,28.000000000000004,46.98,3.2,85.14,20.28,22.88,70.47,59.52,0.0,22.41,7.0200000000000005,73.71000000000001,77.60000000000001,24.79,44.0
871,2019-05-22,29.64,28.000000000000004,44.82,2.88,81.7,20.54,22.44,64.80000000000001,56.32,0.0,21.6,7.15,72.09,77.60000000000001,12.58,42.24
872,2019-05-23,27.69,25.200000000000006,44.28,2.52,78.26,20.54,21.56,65.61,53.76,7.649999999999999,21.33,7.54,70.47,76.0,12.58,40.04
873,2019-05-24,23.4,22.4,46.44000000000001,2.28,67.94,18.98,20.68,59.13,56.96,0.0,18.9,6.5,60.75000000000001,71.2,32.56,37.84
874,2019-05-25,17.16,17.080000000000002,34.56,1.32,43.0,18.98,25.52,47.790000000000006,49.28,0.0,16.740000000000002,5.8500000000000005,55.89,62.400000000000006,0.0,30.36
875,2019-05-26,15.05,15.34,30.24,1.71,38.40000000000001,20.520000000000003,35.7,51.2,50.7,0.0,16.32,6.49,51.239999999999995,57.75,28.810000000000002,28.14
