,date,open_oil,high_oil,low_oil,oil_price,oil_adj,volume_oil,divid,split coef,oil,production,wti,brent,crude oil,barrel,dynamic_corr,gen_trend,dynamic_corr_gen,diff_gen_trend
16,2018-01-26,65.3,65.3,65.2626,65.2626,13.0525,802.0,0.0,1.0,48.0,52.92,2.6,57.8,3.84,36.58,0.378513451808709,43.365,-0.204285144712157,0.1489999999999938
17,2018-01-29,64.31,64.31,64.3099,64.3099,12.862,1156.0,0.0,1.0,47.2,60.16,1.62,53.55,4.69,31.86000000000001,0.243627843535976,41.40350000000001,-0.0758220562032594,-1.9614999999999938
18,2018-01-30,63.46,63.46,63.4599,63.4599,12.692,1753.0,0.0,1.0,46.02,64.0,1.86,56.7,5.32,32.40000000000001,-0.5166191959497071,40.94100000000001,-0.691711497204663,-0.4624999999999986
19,2018-01-31,63.86,63.86,63.77,63.77,12.754,803.0,0.0,1.0,45.43,60.16,1.68,52.92,5.53,31.86000000000001,-0.490472989754254,40.224500000000006,-0.7454370652859309,-0.7165000000000035
20,2018-02-01,63.77,63.77,63.77,63.77,12.754,13.0,0.0,1.0,50.15,58.88,1.44,51.66,5.670000000000001,37.8,-0.664292782766019,44.7025,-0.782775256384772,4.477999999999994
21,2018-02-02,63.76,63.76,63.7478,63.7478,12.7496,3366.0,0.0,1.0,50.15,54.4,2.31,45.36,5.670000000000001,40.5,-0.272361936017255,45.106,0.224935947001659,0.4035000000000011
22,2018-02-05,63.61,64.11,62.88,62.88,12.576,3227.0,0.0,1.0,46.02,55.04,3.44,74.0,7.000000000000001,35.91,-0.4048697835202079,42.7625,0.567515027675583,-2.343499999999999
23,2018-02-06,63.03,63.03,62.53,62.53,12.505999999999998,4373.0,0.0,1.0,50.74,61.44,4.0,60.68,7.000000000000001,41.04,0.6084664446346421,46.475,-0.220165174180987,3.7124999999999986
24,2018-02-07,62.45,62.45,60.78,60.8982,12.1796,2319.0,0.0,1.0,48.38,60.16,3.52,62.9,6.23,38.76,0.606937332240035,44.45800000000001,0.6722706753291761,-2.016999999999989
25,2018-02-08,60.8982,60.8982,60.8982,60.8982,12.1796,0.0,0.0,1.0,51.33,62.08,3.4,74.0,5.250000000000001,39.9,0.5506738493808531,47.20950000000001,0.384908143211985,2.7515
26,2018-02-09,57.92,58.3,57.92,58.29,11.658,1443.0,0.0,1.0,50.15,51.84,2.16,71.78,6.23,42.74999999999999,0.7314936599540109,46.982,0.7395917313150279,-0.22750000000001336
27,2018-02-12,59.41,59.41,59.41,59.41,11.882,400.0,0.0,1.0,51.04,56.32,2.55,62.7,4.26,42.74999999999999,0.6363632482234189,47.126000000000005,0.64194051603477,0.14400000000000546
28,2018-02-13,59.41,59.41,59.41,59.41,11.882,16.0,0.0,1.0,49.3,64.0,2.04,52.14,5.16,39.9,0.6029645256114821,44.729,0.7190723290636021,-2.3970000000000056
29,2018-02-14,57.78,59.12,57.78,59.12,11.824000000000002,3705.0,0.0,1.0,46.4,56.32,1.17,56.1,4.8,40.47,0.13655854708925,43.14100000000001,0.434086684162426,-1.5879999999999868
30,2018-02-15,59.12,59.12,59.12,59.12,11.824000000000002,0.0,0.0,1.0,46.98,53.12000000000001,1.62,44.88,4.62,39.33,0.10679601889728801,42.69450000000001,-0.14388382247082998,-0.44650000000000034
31,2018-02-16,60.1901,61.12,60.19,60.65,12.13,12098.0,0.0,1.0,49.88,49.28,1.95,56.1,4.02,42.18,-0.584487658929546,45.8695,-0.466834840009591,3.17499999999999
32,2018-02-20,60.65,60.65,60.65,60.65,12.13,0.0,0.0,1.0,47.56,55.8,1.71,43.47,3.75,43.66,0.322771969375492,44.088,0.639060801097209,-1.7815000000000012
33,2018-02-21,60.68,60.97,60.68,60.9492,12.1898,2000.0,0.0,1.0,46.4,53.32,1.41,44.73,2.95,39.53,-0.355176816625609,42.349500000000006,0.310833197187667,-1.7384999999999948
34,2018-02-22,61.39,62.07,61.0,62.05,12.41,4546.0,0.0,1.0,47.56,57.04,1.86,54.81,4.2,43.66,-0.6245372270711479,44.6625,-0.480523515312434,2.3129999999999953
35,2018-02-23,62.8901,62.93,62.7099,62.88,12.576,3074.0,0.0,1.0,46.98,52.08,1.17,49.77,2.3000000000000003,45.43,0.167415002144869,44.44150000000001,0.354030370579224,-0.22099999999998943
36,2018-02-26,62.64,63.48,62.49,63.48,12.696,1300.0,0.0,1.0,50.15,63.7,1.0,50.4,2.4000000000000004,44.25,0.0595389822721443,46.23,0.404713913306036,1.7884999999999849
37,2018-02-27,63.077,63.077,63.077,63.077,12.6154,300.0,0.0,1.0,48.97,65.0,0.8200000000000001,47.4,3.5500000000000003,42.48,0.251567219669059,44.86149999999999,0.69746792416258,-1.3685000000000045
38,2018-02-28,63.0772,63.0772,63.0772,63.0772,12.6154,55.0,0.0,1.0,50.15,59.15,1.24,43.2,3.7,38.94,-0.23001445582452104,44.5545,0.494110488166421,-0.30699999999999505
39,2018-03-01,60.0,60.0,60.0,60.0,12.0,403.0,0.0,1.0,49.56,58.5,1.12,32.4,4.6000000000000005,40.71,-0.59689294963168,44.0675,0.435334340829967,-0.48699999999999477
40,2018-03-02,59.92,59.92,59.8868,59.8868,11.9774,458.0,0.0,1.0,47.79,55.9,0.94,26.4,3.5500000000000003,41.89,-0.651297367516081,42.903,0.23932849314816695,-1.1645000000000039
41,2018-03-05,61.7961,61.85,61.79600000000001,61.8099,12.362,1156.0,0.0,1.0,49.56,65.66000000000001,1.68,28.52,3.5500000000000003,39.44,-0.733460009342548,43.58400000000001,-0.3549656029861321,0.6810000000000116
42,2018-03-06,61.97,61.97,61.7895,61.7895,12.3579,4117.0,0.0,1.0,49.56,65.66000000000001,3.0,44.02,3.75,37.12,-0.729048776667314,43.84500000000001,-0.0951913912092003,0.2610000000000028
43,2018-03-07,61.685,61.685,61.685,61.685,12.337,100.0,0.0,1.0,48.38,63.65000000000001,2.01,34.1,5.0,38.86,-0.528377205154207,42.9675,0.083356722272476,-0.8775000000000119
44,2018-03-08,61.6848,61.6848,61.6848,61.6848,12.337,0.0,0.0,1.0,46.02,67.0,2.28,31.62,4.1000000000000005,40.02,-0.709389806549863,41.61300000000001,-0.334946319168278,-1.3544999999999945
