,Trump,Donald Trump,President of USA,open_spx,high_spx,low_spx,sp500_h,volume_spx,DateTime,youwilldie
178,6.0,1.0,0.0,0.0,-10.41989999999987,4.689899999999852,8.989999999999782,12.730000000000018,0 days 01:00:00.000000000,0.0
179,4.0,1.0,0.0,0.0,12.699999999999818,1.290100000000166,10.060100000000148,2.0,0 days 01:00:00.000000000,0.0
180,4.0,1.0,0.0,0.0,1.9699000000000524,3.5900000000001455,4.13989999999967,3.7299000000002707,0 days 01:00:00.000000000,0.0
181,3.0,0.0,0.0,0.0,3.770100000000184,1.5,4.179900000000089,2.329899999999725,0 days 01:00:00.000000000,0.0
182,-20.0,-4.0,0.0,0.0,-10.210000000000036,-14.3100000000004,-31.56979999999976,-28.289800000000014,0 days 18:00:00.000000000,0.0
183,1.0,0.0,0.0,0.0,-15.640100000000075,-14.869899999999689,-3.980000000000018,0.47000000000025466,0 days 01:00:00.000000000,0.0
184,5.0,1.0,0.0,0.0,0.3400000000001455,4.589899999999943,10.629899999999907,-0.8702000000002954,0 days 01:00:00.000000000,0.0
185,7.0,1.0,0.0,0.0,-0.8701000000000931,-5.359899999999925,-5.539999999999964,-6.229899999999816,0 days 01:00:00.000000000,0.0
186,4.0,1.0,0.0,0.0,-6.25,-7.140100000000075,-9.510000000000218,-2.75,0 days 01:00:00.000000000,0.0
187,2.0,1.0,0.0,0.0,-2.7299000000002707,-0.4499999999998181,2.3100000000004,-2.540100000000166,0 days 01:00:00.000000000,0.0
188,4.0,1.0,0.0,0.0,-2.7399999999997817,4.0099999999997635,-2.159900000000107,5.090100000000348,0 days 01:00:00.000000000,0.0
189,33.0,12.0,0.0,0.0,-74.84990000000016,-81.70989999999983,-97.08010000000013,-92.3701000000001,2 days 18:00:00.000000000,0.0
190,-14.0,-4.0,0.0,0.0,-12.180199999999786,-9.060100000000148,6.590099999999893,-0.45000000000027285,0 days 01:00:00.000000000,0.0
191,4.0,2.0,0.0,0.0,-0.5500000000001819,-3.889900000000125,-12.519999999999982,-16.529999999999745,0 days 01:00:00.000000000,0.0
192,-68.0,-20.0,0.0,0.0,-16.529799999999796,-10.97019999999975,-10.940200000000004,-0.9299000000000888,0 days 01:00:00.000000000,1.0
193,0.0,0.0,0.0,0.0,-0.9202000000000226,3.200199999999768,8.190200000000004,10.370100000000093,0 days 01:00:00.000000000,0.0
194,0.0,0.0,0.0,0.0,10.430199999999786,14.490000000000236,12.629899999999907,4.5297999999997955,0 days 01:00:00.000000000,0.0
195,0.0,0.0,0.0,0.0,4.5,-9.460000000000036,-9.649899999999889,-16.559799999999996,0 days 01:00:00.000000000,0.0
196,0.0,0.0,0.0,0.0,-3.4202000000000226,2.8698999999996886,-23.620100000000093,-21.32009999999991,0 days 18:00:00.000000000,0.0
197,0.0,0.0,0.0,0.0,-34.29999999999973,-33.4699999999998,-24.280099999999948,-16.060100000000148,0 days 01:00:00.000000000,0.0
198,0.0,0.0,0.0,0.0,-15.589899999999943,-14.620100000000093,3.6101000000003296,-4.949900000000071,0 days 01:00:00.000000000,0.0
199,0.0,0.0,0.0,0.0,-5.570000000000164,-7.049799999999777,-17.76000000000022,-16.16989999999987,0 days 01:00:00.000000000,0.0
200,0.0,0.0,0.0,0.0,-15.990000000000236,-24.289999999999964,-36.01999999999998,-38.65020000000004,0 days 01:00:00.000000000,0.0
201,0.0,0.0,0.0,0.0,-39.25,-10.68020000000024,-4.710000000000036,5.440200000000004,0 days 01:00:00.000000000,0.0
202,0.0,0.0,0.0,0.0,5.320100000000366,-15.480000000000018,-4.269999999999982,-4.6500999999998385,0 days 01:00:00.000000000,0.0
203,0.0,0.0,0.0,0.0,7.25,34.2800000000002,22.040100000000166,36.13009999999986,0 days 18:00:00.000000000,0.0
204,0.0,0.0,0.0,0.0,24.83979999999974,6.8301000000001295,21.989900000000034,11.769999999999982,0 days 01:00:00.000000000,0.0
205,0.0,0.0,0.0,0.0,11.08010000000013,-5.7800000000002,-34.0300000000002,-35.360099999999875,0 days 01:00:00.000000000,0.0
206,0.0,0.0,0.0,0.0,-34.710000000000036,-23.790100000000166,8.019999999999982,0.7600000000002183,0 days 01:00:00.000000000,0.0
207,0.0,0.0,0.0,0.0,0.6799999999998363,-10.239900000000034,-27.579999999999927,-18.42990000000009,0 days 01:00:00.000000000,0.0
208,0.0,0.0,0.0,0.0,-18.530099999999948,-7.369899999999689,5.870100000000093,-1.5700999999999112,0 days 01:00:00.000000000,0.0
209,0.0,0.0,0.0,0.0,-1.3998999999998887,-8.410200000000259,1.5697999999997592,-6.11010000000033,0 days 01:00:00.000000000,0.0
210,0.0,0.0,0.0,0.0,-67.58010000000013,-58.71990000000005,-92.93989999999985,-90.9699999999998,0 days 18:00:00.000000000,0.0
211,0.0,0.0,0.0,0.0,-29.489900000000034,1.550000000000182,-16.64989999999989,26.530099999999948,0 days 01:00:00.000000000,0.0
212,0.0,0.0,0.0,0.0,26.51000000000022,16.10010000000011,30.739900000000034,27.0,0 days 01:00:00.000000000,0.0
213,0.0,0.0,0.0,0.0,26.829999999999927,11.2199999999998,33.260099999999966,-8.149899999999889,0 days 01:00:00.000000000,0.0
214,0.0,0.0,0.0,0.0,-7.890100000000075,-21.590099999999893,-38.11010000000033,-20.060100000000148,0 days 01:00:00.000000000,0.0
215,0.0,0.0,0.0,0.0,-20.019999999999982,-24.35010000000011,-9.899999999999636,-25.51000000000022,0 days 01:00:00.000000000,0.0
216,0.0,0.0,0.0,0.0,-27.699999999999818,-24.66989999999987,-41.21990000000005,-43.65989999999965,0 days 01:00:00.000000000,0.0
217,0.0,0.0,0.0,0.0,-129.3998999999999,-96.51000000000022,-125.74000000000024,-115.93020000000024,0 days 18:00:00.000000000,0.0
218,0.0,0.0,0.0,0.0,-29.870100000000093,-17.730000000000018,7.599799999999959,46.32009999999991,0 days 01:00:00.000000000,0.0
219,0.0,0.0,0.0,0.0,47.930199999999786,47.44990000000007,38.05009999999993,16.88010000000031,0 days 01:00:00.000000000,0.0
220,0.0,0.0,0.0,0.0,17.069800000000214,-9.719900000000052,16.58010000000013,-0.7600000000002183,0 days 01:00:00.000000000,0.0
221,0.0,0.0,0.0,0.0,-0.8198000000002139,-21.609899999999925,-37.430199999999786,-26.950199999999768,0 days 01:00:00.000000000,0.0
222,0.0,0.0,0.0,0.0,-26.60010000000011,12.819800000000214,9.029999999999745,-11.470000000000255,0 days 01:00:00.000000000,0.0
223,0.0,0.0,0.0,0.0,-12.739999999999782,13.65020000000004,-8.91989999999987,64.89020000000028,0 days 01:00:00.000000000,0.0
224,18.0,4.0,0.0,0.0,85.2800000000002,35.38989999999967,64.18989999999985,8.31979999999976,2 days 18:00:00.000000000,-1.0
225,1.0,0.0,0.0,0.0,-11.090100000000348,29.160100000000057,7.620200000000295,51.890100000000075,0 days 01:00:00.000000000,0.0
226,5.0,1.0,0.0,0.0,53.370200000000295,21.119900000000143,58.039999999999964,9.060100000000148,0 days 01:00:00.000000000,0.0
227,5.0,1.0,0.0,0.0,7.339799999999741,-0.8998999999998887,-2.180200000000241,-11.220000000000255,0 days 01:00:00.000000000,0.0
228,4.0,1.0,0.0,0.0,-10.91989999999987,-6.090100000000348,0.010000000000218279,2.5,0 days 01:00:00.000000000,0.0
229,2.0,1.0,0.0,0.0,2.3800999999998567,2.3501000000001113,-17.91989999999987,18.01000000000022,0 days 01:00:00.000000000,0.0
230,2.0,0.0,0.0,0.0,17.970000000000255,54.139900000000125,40.30009999999993,56.609899999999925,0 days 01:00:00.000000000,0.0
231,-19.0,-4.0,0.0,0.0,63.1268,71.42599999999993,42.923199999999724,7.276800000000094,0 days 18:00:00.000000000,0.0
232,1.0,0.0,0.0,0.0,-0.5770000000002256,-50.66600000000017,-47.023299999999836,-63.33690000000024,0 days 01:00:00.000000000,0.0
233,6.0,2.0,0.0,0.0,-62.509799999999814,-30.0,4.110099999999875,21.620100000000093,0 days 01:00:00.000000000,0.0
234,6.0,1.0,0.0,0.0,22.449999999999818,-14.330099999999675,-16.940200000000004,-30.17990000000009,0 days 01:00:00.000000000,0.0
235,3.0,1.0,0.0,0.0,-30.390199999999822,-32.68990000000031,-37.25,-21.930199999999786,0 days 01:00:00.000000000,0.0
236,3.0,0.0,0.0,0.0,-21.20990000000029,8.040000000000418,7.930200000000241,36.80009999999993,0 days 01:00:00.000000000,0.0
237,2.0,1.0,0.0,0.0,36.2800000000002,-1.2600000000002183,9.379799999999705,-38.35010000000011,0 days 01:00:00.000000000,0.0
238,-16.0,-3.0,0.0,0.0,12.070099999999911,32.610099999999875,40.190000000000055,65.35010000000011,0 days 18:00:00.000000000,0.0
239,1.0,0.0,0.0,0.0,15.149899999999889,-4.960199999999986,7.5801000000001295,-6.359899999999925,0 days 01:00:00.000000000,0.0
240,9.0,2.0,0.0,0.0,-6.480000000000018,-1.3798999999999069,3.620100000000093,4.879899999999907,0 days 01:00:00.000000000,0.0
241,9.0,2.0,0.0,0.0,4.550000000000182,26.840099999999893,14.16989999999987,23.379899999999907,0 days 01:00:00.000000000,0.0
