,Unnamed: 0,date,open_spx,high_spx,low_spx,sp500,sp500_adj,volume_spx,divid,split coef,crisis,USA,Chinese,Trump,dynamic_corr,dynamic_corr2
408,408,2018-08-16,2831.4399,2850.49,2831.4399,2840.6899,2840.6899,3219880000.0,0.0,1.0,21.46,40.42,41.87000000000001,11.4,-0.5534230683587591,-0.771970958919631
409,409,2018-08-17,2838.3201,2855.6299,2833.73,2850.1299,2850.1299,3024100000.0,0.0,1.0,21.75,41.71,44.52,11.4,-0.40039209777184204,-0.7429385519290771
410,410,2018-08-20,2853.9299,2859.76,2850.6201,2857.05,2857.05,2748020000.0,0.0,1.0,23.2,42.68,40.81,12.0,-0.35609100355382795,-0.734702545312322
411,411,2018-08-21,2861.51,2873.23,2861.3201,2862.96,2862.96,3147140000.0,0.0,1.0,19.14,42.68,38.16,15.25,-0.20712938851576101,-0.7037615205062091
412,412,2018-08-22,2860.99,2867.54,2856.05,2861.8201,2861.8201,2689560000.0,0.0,1.0,25.52,42.68,37.1,23.5,0.41402685919430204,-0.38335410525379604
413,413,2018-08-23,2860.29,2868.78,2854.03,2856.98,2856.98,2713910000.0,0.0,1.0,24.36,43.12,41.87000000000001,19.25,0.6603428796035329,0.44431955436496007
414,414,2018-08-24,2862.3501,2876.1599,2862.3501,2874.6899,2874.6899,2596190000.0,0.0,1.0,20.59,42.24,43.99,18.75,0.568240371710154,0.534017802036665
415,415,2018-08-27,2884.6899,2898.25,2884.6899,2896.74,2896.74,2854080000.0,0.0,1.0,25.5,42.57,42.12000000000001,20.520000000000003,0.6015510871416091,0.5898731691687691
416,416,2018-08-28,2901.45,2903.77,2893.5,2897.52,2897.52,2683190000.0,0.0,1.0,30.0,41.71,41.040000000000006,23.49,0.6883012697571049,0.6921385876323212
417,417,2018-08-29,2900.6201,2916.5,2898.3999,2914.04,2914.04,2791860000.0,0.0,1.0,29.7,40.42,41.040000000000006,18.09,0.7157461247046422,0.7557759952936891
418,418,2018-08-30,2908.9399,2912.46,2895.22,2901.1299,2901.1299,2802180000.0,0.0,1.0,27.6,40.85,42.12000000000001,17.55,0.592232379671391,0.6695995184538841
419,419,2018-08-31,2898.3701,2906.3201,2891.73,2901.52,2901.52,2880260000.0,0.0,1.0,26.7,39.99,45.36,17.82,0.6007803720991179,0.6094113052844929
420,420,2018-09-04,2896.96,2900.1799,2885.1299,2896.72,2896.72,3077060000.0,0.0,1.0,21.7,27.9,37.8,16.79,0.629745527674783,0.5970201752273591
421,421,2018-09-05,2891.5901,2894.21,2876.9199,2888.6001,2888.6001,3241250000.0,0.0,1.0,24.18,28.35,38.88,19.09,0.6017314086806329,0.532790940994617
422,422,2018-09-06,2888.6399,2892.05,2867.29,2878.05,2878.05,3139590000.0,0.0,1.0,25.73,28.35,42.12000000000001,23.0,0.660499305520455,0.629954412414602
423,423,2018-09-07,2868.26,2883.8101,2864.1201,2871.6799,2871.6799,2946270000.0,0.0,1.0,17.669999999999995,27.45,43.2,21.39,0.694806083895047,0.717008579010526
424,424,2018-09-10,2881.3899,2886.9299,2875.9399,2877.1299,2877.1299,2731400000.0,0.0,1.0,27.36,32.83,37.74,12.8,0.644413841124441,0.742902366083332
425,425,2018-09-11,2871.5701,2892.52,2866.78,2887.8899,2887.8899,2899660000.0,0.0,1.0,32.76,35.28,37.23,15.0,0.34782269120590503,0.297648894643996
426,426,2018-09-12,2888.29,2894.6499,2879.2,2888.9199,2888.9199,3264930000.0,0.0,1.0,28.44,49.0,37.74,14.2,0.534909921422782,0.175290196826569
427,427,2018-09-13,2896.8501,2906.76,2896.3899,2904.1799,2904.1799,3254930000.0,0.0,1.0,32.76,33.32,38.25,14.4,0.49360764946638597,-0.00452426532869626
428,428,2018-09-14,2906.3799,2908.3,2895.77,2904.98,2904.98,3149800000.0,0.0,1.0,24.84,30.87,42.33,13.8,0.5240559207370421,-0.10227006806745802
429,429,2018-09-17,2903.8301,2904.6499,2886.1599,2888.8,2888.8,2947760000.0,0.0,1.0,30.96,28.16,43.2,10.62,0.46686214754601896,-0.246693693952288
430,430,2018-09-18,2890.74,2911.1699,2890.4299,2904.3101,2904.3101,3074610000.0,0.0,1.0,29.16,29.04,42.12000000000001,11.16,-0.0603063870724564,-0.562334574343922
431,431,2018-09-19,2906.6001,2912.3601,2903.8201,2907.95,2907.95,3280020000.0,0.0,1.0,29.88,27.28,41.58000000000001,11.7,-0.24711098986848604,-0.675953721099976
432,432,2018-09-20,2919.73,2934.8,2919.73,2930.75,2930.75,3337730000.0,0.0,1.0,25.92,26.4,42.12000000000001,10.8,-0.22771049679623398,-0.7073070233437919
433,433,2018-09-21,2936.76,2940.9099,2927.1101,2929.6699,2929.6699,5607610000.0,0.0,1.0,24.84,26.84,46.44000000000001,11.88,-0.40619364498431293,-0.7588202822557071
434,434,2018-09-24,2921.8301,2923.79,2912.6299,2919.3701,2919.3701,3372210000.0,0.0,1.0,33.44,27.09,44.8,10.64,-0.26053136263659804,-0.7441139551739692
435,435,2018-09-25,2921.75,2923.95,2913.7,2915.5601,2915.5601,3285480000.0,0.0,1.0,30.02,27.09,44.24,14.25,-0.42637210857693797,-0.7668646160049369
436,436,2018-09-26,2916.98,2931.1499,2903.28,2905.97,2905.97,3388620000.0,0.0,1.0,38.0,27.09,45.36000000000001,17.29,0.17695483453478303,-0.569818524993281
437,437,2018-09-27,2911.6499,2927.22,2909.27,2914.0,2914.0,3060850000.0,0.0,1.0,29.26,25.37,43.12000000000001,14.25,0.542257260108695,0.00208420123091134
438,438,2018-09-28,2910.03,2920.53,2907.5,2913.98,2913.98,3432300000.0,0.0,1.0,32.3,25.8,48.16,12.35,0.4364807084624939,-0.10607228933322199
439,439,2018-10-01,2926.29,2937.0601,2917.9099,2924.5901,2924.5901,3364190000.0,0.0,1.0,27.65,36.12,43.2,10.92,0.229474297513643,-0.427258504768436
440,440,2018-10-02,2923.8,2931.4199,2919.3701,2923.4299,2923.4299,3401880000.0,0.0,1.0,29.4,39.56,41.58000000000001,13.65,-0.176287597004458,-0.645702852228219
441,441,2018-10-03,2931.6899,2939.8601,2921.3601,2925.51,2925.51,3598710000.0,0.0,1.0,29.05,39.99,42.66,21.0,0.190383815071108,-0.5673605308708879
442,442,2018-10-04,2919.3501,2919.78,2883.9199,2901.6101,2901.6101,3496860000.0,0.0,1.0,31.15,37.84,44.82,15.75,0.628854360886319,0.347565040544073
443,443,2018-10-05,2902.54,2909.6399,2869.29,2885.5701,2885.5701,3328980000.0,0.0,1.0,27.65,38.27,47.52,13.65,0.496962533988757,0.30465320952570696
444,444,2018-10-08,2877.53,2889.45,2862.0801,2884.4299,2884.4299,3330320000.0,0.0,1.0,29.97,39.6,42.40000000000001,9.18,0.39325292691087393,0.0392710859434629
445,445,2018-10-09,2882.51,2894.8301,2874.27,2880.3401,2880.3401,3520500000.0,0.0,1.0,31.08,41.36,40.81,9.72,-0.250727947934638,-0.501242893844116
446,446,2018-10-10,2873.8999,2874.02,2784.8601,2785.6799,2785.6799,4501250000.0,0.0,1.0,34.78,40.92,41.34,10.08,-0.442403332077912,-0.660555538689484
447,447,2018-10-11,2776.8701,2795.1399,2710.51,2728.3701,2728.3701,4890630000.0,0.0,1.0,37.0,41.8,44.52,11.7,-0.429328152789614,-0.685256523237146
448,448,2018-10-12,2770.54,2775.77,2729.4399,2767.1299,2767.1299,3966040000.0,0.0,1.0,28.86,43.56,46.11,13.14,-0.313862986229146,-0.6614141410609681
449,449,2018-10-15,2763.8301,2775.99,2749.03,2750.79,2750.79,3300140000.0,0.0,1.0,32.76,39.6,41.6,12.35,0.0481294629666696,-0.5641739763437961
450,450,2018-10-16,2767.05,2813.46,2766.9099,2809.9199,2809.9199,3428340000.0,0.0,1.0,30.24,42.24,39.52,12.73,0.0038888095773339203,-0.602723662781927
451,451,2018-10-17,2811.6699,2816.9399,2781.8101,2809.21,2809.21,3321710000.0,0.0,1.0,30.6,44.0,40.04,12.54,0.18936567539546698,-0.60637786470966
452,452,2018-10-18,2802.0,2806.04,2755.1799,2768.78,2768.78,3616440000.0,0.0,1.0,33.48,39.6,41.6,11.59,0.155034959535389,-0.6320567387540079
453,453,2018-10-19,2775.6599,2797.77,2760.27,2767.78,2767.78,3566490000.0,0.0,1.0,29.16,38.28,44.72,11.59,-0.0200863144335382,-0.6647676510776441
454,454,2018-10-22,2773.9399,2778.9399,2749.22,2755.8799,2755.8799,3307140000.0,0.0,1.0,38.22,39.9,41.08,11.16,-0.147239577658216,-0.7047999456474441
455,455,2018-10-23,2721.03,2753.5901,2691.4299,2740.6899,2740.6899,4348580000.0,0.0,1.0,36.27,37.8,39.0,11.34,-0.26922962032520803,-0.73571702120543
456,456,2018-10-24,2737.8701,2742.5901,2651.8899,2656.1001,2656.1001,4709310000.0,0.0,1.0,35.88,37.38,39.0,10.98,-0.27328979510830803,-0.743163666879037
457,457,2018-10-25,2674.8799,2722.7,2667.8401,2705.5701,2705.5701,4634770000.0,0.0,1.0,38.22,37.38,42.12000000000001,11.34,0.24686530382300897,-0.667349197295667
458,458,2018-10-26,2667.8601,2692.3799,2628.1599,2658.6899,2658.6899,4803150000.0,0.0,1.0,30.42,35.7,45.24,11.52,0.14951657081776998,-0.7177311051080981
459,459,2018-10-29,2682.6499,2706.8501,2603.54,2641.25,2641.25,4673700000.0,0.0,1.0,36.63,39.56,43.12000000000001,14.08,0.158681725518948,-0.696817667659665
460,460,2018-10-30,2640.6799,2685.4299,2635.3401,2682.6299,2682.6299,5106380000.0,0.0,1.0,35.52,39.56,43.12000000000001,20.24,-0.378965633733459,-0.530364690492777
461,461,2018-10-31,2705.6001,2736.6899,2705.6001,2711.74,2711.74,5112420000.0,0.0,1.0,32.93,35.69,44.24,16.94,-0.438236378986403,0.528801077844579
462,462,2018-11-01,2717.5801,2741.6699,2708.8501,2740.3701,2740.3701,4708420000.0,0.0,1.0,29.97,38.27,40.32000000000001,13.64,-0.40984539713158297,0.540720693344148
463,463,2018-11-02,2745.45,2756.55,2700.4399,2723.0601,2723.0601,4237930000.0,0.0,1.0,27.38,36.12,51.52,13.2,-0.21947237227451605,0.189643124193744
464,464,2018-11-05,2726.3701,2744.27,2717.9399,2738.3101,2738.3101,3623320000.0,0.0,1.0,33.54,42.78,41.58000000000001,14.75,-0.210698470629636,-0.0704284814643513
465,465,2018-11-06,2738.3999,2756.8201,2737.0801,2755.45,2755.45,3510860000.0,0.0,1.0,34.32,43.24,39.42,19.5,0.19623742820131,-0.0421314442383874
466,466,2018-11-07,2774.1299,2815.1499,2774.1299,2813.8899,2813.8899,3914750000.0,0.0,1.0,34.71,46.0,33.480000000000004,25.0,0.70454080728754,0.51414179335946
467,467,2018-11-08,2806.3799,2814.75,2794.99,2806.8301,2806.8301,3630490000.0,0.0,1.0,35.1,40.48,39.96,18.75,0.81607814295817,0.766341160283751
468,468,2018-11-09,2794.1001,2794.1001,2764.24,2781.01,2781.01,4019090000.0,0.0,1.0,31.59,38.18,44.28,15.25,0.720735455641937,0.712083662370802
469,469,2018-11-12,2773.9299,2775.99,2722.0,2726.22,2726.22,3670930000.0,0.0,1.0,28.12,34.86,39.42,11.4,0.5913002700032349,0.5430620714808889
470,470,2018-11-13,2730.05,2754.6001,2714.98,2722.1799,2722.1799,4091440000.0,0.0,1.0,30.71,36.54,36.72,11.8,0.35393500768302394,0.13155827923555902
471,471,2018-11-14,2737.8999,2746.8,2685.75,2701.5801,2701.5801,4402370000.0,0.0,1.0,36.26,34.44,38.88,10.8,0.14253544894007097,-0.19959712702613602
472,472,2018-11-15,2693.52,2735.3799,2670.75,2730.2,2730.2,4179140000.0,0.0,1.0,35.52,36.96,38.88,10.2,0.264237417594013,-0.457692038049858
473,473,2018-11-16,2718.54,2746.75,2712.1599,2736.27,2736.27,3975180000.0,0.0,1.0,29.23,35.7,41.040000000000006,10.0,-0.008349095725241859,-0.659992613664438
474,474,2018-11-19,2730.74,2733.1599,2681.0901,2690.73,2690.73,3772900000.0,0.0,1.0,25.76,34.4,41.34,8.84,-0.273766890688398,-0.733192396082676
475,475,2018-11-20,2654.6001,2669.4399,2631.52,2641.8899,2641.8899,4357900000.0,0.0,1.0,20.44,35.2,38.69000000000001,9.86,0.480545565869556,-0.719769445963773
476,476,2018-11-21,2657.74,2670.73,2649.8201,2649.9299,2649.9299,3233550000.0,0.0,1.0,14.28,34.800000000000004,41.34,9.01,0.495687033047374,-0.669221978666443
477,477,2018-11-23,2633.3601,2647.55,2631.0901,2632.5601,2632.5601,1651650000.0,0.0,1.0,9.52,34.4,35.51000000000001,7.1400000000000015,0.523736083396088,-0.716948080297354
478,478,2018-11-26,2649.97,2674.3501,2649.97,2673.45,2673.45,3443950000.0,0.0,1.0,36.0,36.96,37.8,6.9700000000000015,0.642844249491172,-0.7238092065130791
479,479,2018-11-27,2663.75,2682.53,2655.8899,2682.1699,2682.1699,3485220000.0,0.0,1.0,36.4,36.54,38.88,8.33,0.558775828616889,-0.802461750953917
480,480,2018-11-28,2691.45,2744.0,2684.3799,2743.79,2743.79,3951670000.0,0.0,1.0,40.0,36.54,41.040000000000006,8.33,0.495668105622812,-0.807957199827042
481,481,2018-11-29,2736.97,2753.75,2722.9399,2737.8,2737.8,3560770000.0,0.0,1.0,33.2,34.86,41.58000000000001,9.18,0.0224496524312479,-0.813474681642757
482,482,2018-11-30,2737.76,2760.8799,2732.76,2760.1699,2760.1699,4658580000.0,0.0,1.0,35.2,35.28,44.82,9.86,-0.19597517102645698,-0.575426464506163
483,483,2018-12-03,2790.5,2800.1799,2773.3799,2790.3701,2790.3701,4186060000.0,0.0,1.0,28.98,36.4,26.79,12.2,-0.456084510288832,-0.647212037155254
484,484,2018-12-04,2782.4299,2785.9299,2697.1799,2700.0601,2700.0601,4499840000.0,0.0,1.0,29.4,38.40000000000001,26.79,12.8,-0.15079324706585,-0.565603248073518
485,485,2018-12-06,2663.51,2696.1499,2621.53,2695.95,2695.95,5141470000.0,0.0,1.0,30.24,36.0,27.36,15.0,-0.20353061050083898,-0.4511163577315179
486,486,2018-12-07,2691.26,2708.54,2623.1399,2633.0801,2633.0801,4216690000.0,0.0,1.0,26.88,34.800000000000004,28.5,14.6,-0.472781196393871,-0.326565504283288
487,487,2018-12-10,2630.8601,2647.51,2583.23,2637.72,2637.72,4151030000.0,0.0,1.0,27.14,38.54,27.84,14.49,-0.584130724948379,-0.19542690801803198
488,488,2018-12-11,2664.4399,2674.3501,2621.3,2636.78,2636.78,3905870000.0,0.0,1.0,35.88,36.49,26.1,15.75,-0.59930666706796,-0.142201070437148
489,489,2018-12-12,2658.23,2685.4399,2650.26,2651.0701,2651.0701,3958890000.0,0.0,1.0,46.0,37.31,27.84,18.06,-0.6616256600116021,-0.291142685265363
490,490,2018-12-13,2658.7,2670.1899,2637.27,2650.54,2650.54,3927720000.0,0.0,1.0,38.18,35.26,27.84,17.43,-0.6884006686892471,-0.46735939107105
491,491,2018-12-14,2629.6799,2635.0701,2593.8401,2599.95,2599.95,4035020000.0,0.0,1.0,27.6,36.9,28.42,16.169999999999998,-0.695602262372817,-0.554113144299754
492,492,2018-12-17,2590.75,2601.1299,2530.54,2545.9399,2545.9399,4616350000.0,0.0,1.0,22.1,40.0,28.91,14.3,-0.6786787675487049,-0.4955497474115779
493,493,2018-12-18,2559.8999,2573.99,2528.71,2546.1599,2546.1599,4470880000.0,0.0,1.0,19.72,36.4,28.32,14.74,-0.6085142331774399,-0.22741893613143
494,494,2018-12-19,2547.05,2585.29,2488.96,2506.96,2506.96,5127940000.0,0.0,1.0,19.040000000000006,36.4,28.91,16.06,-0.644726779092126,-0.19688326887853802
495,495,2018-12-20,2496.77,2509.6299,2441.1799,2467.4199,2467.4199,5585780000.0,0.0,1.0,20.06,34.800000000000004,30.09,18.26,-0.729241305528335,-0.38775444628790207
496,496,2018-12-21,2465.3799,2504.4099,2408.55,2416.6201,2416.6201,7609010000.0,0.0,1.0,15.3,34.0,31.27,22.0,-0.786157928217448,-0.636410641719186
497,497,2018-12-24,2400.5601,2410.3401,2351.1001,2351.1001,2351.1001,2613930000.0,0.0,1.0,8.75,31.20000000000001,51.2,17.38,-0.823088676145032,-0.7929686557878042
498,498,2018-12-26,2363.1201,2467.76,2346.5801,2467.7,2467.7,4233990000.0,0.0,1.0,12.0,37.44,53.6,16.94,-0.703216789598103,-0.739643683381957
499,499,2018-12-27,2442.5,2489.1001,2397.9399,2488.8301,2488.8301,4096610000.0,0.0,1.0,10.0,39.0,49.6,16.5,-0.675533092605298,-0.6991966270755561
500,500,2018-12-28,2498.77,2520.27,2472.8899,2485.74,2485.74,3702620000.0,0.0,1.0,10.25,35.88,56.8,14.74,-0.674750720488669,-0.654263196855955
501,501,2018-12-31,2498.9399,2509.24,2482.8201,2506.8501,2506.8501,3442870000.0,0.0,1.0,8.32,34.02,58.40000000000001,11.97,-0.61851265922186,-0.45348982525058
502,502,2019-01-02,2476.96,2519.49,2467.47,2510.03,2510.03,3733160000.0,0.0,1.0,14.3,39.48,57.6,7.35,-0.338045066594343,0.0595507537633177
503,503,2019-01-03,2491.9199,2493.1399,2443.96,2447.8899,2447.8899,3822860000.0,0.0,1.0,16.12,39.48,53.6,7.979999999999999,0.44772932887563704,0.5446505522044229
504,504,2019-01-04,2474.3301,2538.0701,2474.3301,2531.9399,2531.9399,4213410000.0,0.0,1.0,17.42,39.48,52.8,9.66,0.535941781559209,0.730738767374484
505,505,2019-01-07,2535.6101,2566.1599,2524.5601,2549.6899,2549.6899,4104710000.0,0.0,1.0,27.36,37.84,34.77,11.31,0.46516759690549103,0.654516752707619
506,506,2019-01-08,2568.1101,2579.8201,2547.5601,2574.4099,2574.4099,4083030000.0,0.0,1.0,30.4,39.13,34.77,14.79,0.299796585422407,0.584345487472961
507,507,2019-01-09,2580.0,2595.3201,2568.8899,2584.96,2584.96,4052480000.0,0.0,1.0,38.0,38.27,35.38,29.0,-0.328668534035265,0.400239917551695
508,508,2019-01-10,2573.51,2597.8201,2562.02,2596.6399,2596.6399,3704500000.0,0.0,1.0,37.24,37.84,34.16,16.529999999999998,-0.659457102305351,0.10367150344547699
509,509,2019-01-11,2588.1101,2596.27,2577.3999,2596.26,2596.26,3434490000.0,0.0,1.0,34.58,38.7,37.21,14.21,-0.481978943496528,0.10353727587300901
510,510,2019-01-14,2580.3101,2589.3201,2570.4099,2582.6101,2582.6101,3664450000.0,0.0,1.0,28.35,39.13,35.4,13.5,-0.42562892359526394,0.018032674175967
511,511,2019-01-15,2585.1001,2613.0801,2585.1001,2610.3,2610.3,3572330000.0,0.0,1.0,29.4,38.27,33.629999999999995,15.6,-0.425939187105651,0.00874678676067183
512,512,2019-01-16,2614.75,2625.76,2612.6799,2616.1001,2616.1001,3863770000.0,0.0,1.0,27.3,39.56,33.04,15.3,-0.592440270257591,0.13830322589158803
513,513,2019-01-17,2609.28,2645.0601,2606.3601,2635.96,2635.96,3772270000.0,0.0,1.0,26.6,37.84,34.22,15.6,-0.626159601175849,0.149480304859511
514,514,2019-01-18,2651.27,2675.47,2647.5801,2670.71,2670.71,3986730000.0,0.0,1.0,25.2,37.84,34.809999999999995,17.7,-0.6488361745868759,0.218311718613795
515,515,2019-01-22,2657.8799,2657.8799,2617.27,2632.8999,2632.8999,3908030000.0,0.0,1.0,25.2,39.56,34.65,11.34,-0.624891388330499,0.521389721812846
516,516,2019-01-23,2643.48,2653.1899,2612.8601,2638.7,2638.7,3335610000.0,0.0,1.0,24.12,39.99,35.28,11.61,-0.21205561769798997,0.0955772941928966
517,517,2019-01-24,2638.8401,2647.2,2627.01,2642.3301,2642.3301,3433250000.0,0.0,1.0,29.52,39.56,37.8,11.88,-0.06680835962017,-0.268268685330015
518,518,2019-01-25,2657.4399,2672.3799,2657.3301,2664.76,2664.76,3814080000.0,0.0,1.0,33.12,39.99,43.47,16.200000000000006,-0.0423760348555618,-0.474115382396669
519,519,2019-01-28,2644.97,2644.97,2624.0601,2643.8501,2643.8501,3612810000.0,0.0,1.0,30.4,44.0,44.73,6.65,-0.47481488967322705,0.0357887303853993
520,520,2019-01-29,2644.8899,2650.9299,2631.05,2640.0,2640.0,3504200000.0,0.0,1.0,30.02,40.48,44.02,6.65,0.298773940418052,-0.423869216674523
521,521,2019-01-30,2653.6201,2690.4399,2648.3401,2681.05,2681.05,3867810000.0,0.0,1.0,27.74,41.36,44.73,6.84,0.500061456506375,-0.614284852003287
522,522,2019-01-31,2685.49,2708.95,2678.6499,2704.1001,2704.1001,4917650000.0,0.0,1.0,30.78,43.56,50.41,6.65,0.465778312787052,-0.754879606695204
523,523,2019-02-01,2702.3201,2716.6599,2696.8799,2706.53,2706.53,3759270000.0,0.0,1.0,30.4,40.04,29.11,8.74,0.38451509522183003,-0.657274257825933
524,524,2019-02-04,2706.49,2724.99,2698.75,2724.8701,2724.8701,3359840000.0,0.0,1.0,27.36,39.48,53.0,9.2,0.33087098317498603,-0.6916897380830122
525,525,2019-02-05,2728.3401,2738.98,2724.03,2737.7,2737.7,3560430000.0,0.0,1.0,34.58,39.06,100.0,9.4,0.119965566587383,-0.7161621790500401
526,526,2019-02-06,2735.05,2738.0801,2724.1499,2731.6101,2731.6101,3472690000.0,0.0,1.0,29.26,40.32,58.0,20.0,-0.25386053824610105,-0.7211381945469999
527,527,2019-02-07,2717.53,2719.3201,2687.26,2706.05,2706.05,4099490000.0,0.0,1.0,32.3,39.48,42.0,10.4,0.130748085839918,-0.0772255999235447
528,528,2019-02-08,2692.3601,2708.0701,2681.8301,2707.8799,2707.8799,3622330000.0,0.0,1.0,31.16,37.8,39.0,9.2,0.11400032025241802,-0.28414172929406895
529,529,2019-02-11,2712.3999,2718.05,2703.79,2709.8,2709.8,3361970000.0,0.0,1.0,32.0,37.8,20.79,10.5,0.312508213163721,-0.5262218901829651
530,530,2019-02-12,2722.6101,2748.1899,2722.6101,2744.73,2744.73,3827770000.0,0.0,1.0,30.0,40.74,19.53,12.6,0.27101572357404,-0.5934550149582679
531,531,2019-02-13,2750.3,2761.8501,2748.6299,2753.03,2753.03,3670770000.0,0.0,1.0,34.800000000000004,39.06,19.53,10.08,0.16276693160744501,-0.49395099439216905
532,532,2019-02-14,2743.5,2757.8999,2731.23,2745.73,2745.73,3836700000.0,0.0,1.0,33.2,34.86,20.16,10.71,-0.373383634807317,-0.61563253941836
533,533,2019-02-15,2760.24,2775.6599,2760.24,2775.6001,2775.6001,3641370000.0,0.0,1.0,34.0,39.06,22.05,18.06,-0.40411516634155,-0.634331150221489
534,534,2019-02-19,2769.28,2787.3301,2767.29,2779.76,2779.76,3533710000.0,0.0,1.0,31.92,40.74,17.7,10.08,0.6795187820715619,0.0671733065515607
535,535,2019-02-20,2779.05,2789.8799,2774.0601,2784.7,2784.7,3835450000.0,0.0,1.0,29.26,40.32,17.7,8.82,0.251042963088591,-0.349327839112349
536,536,2019-02-21,2780.24,2781.5801,2764.55,2774.8799,2774.8799,3559710000.0,0.0,1.0,34.2,39.06,17.11,8.1,-0.300532903256649,-0.5861924605053139
537,537,2019-02-22,2780.6699,2794.2,2779.1101,2792.6699,2792.6699,3427810000.0,0.0,1.0,34.2,38.64,19.47,8.64,-0.509957233416865,-0.674659876324421
538,538,2019-02-25,2804.3501,2813.49,2794.99,2796.1101,2796.1101,3804380000.0,0.0,1.0,42.14,39.56,16.8,8.6,-0.613539894678895,-0.726569926579993
539,539,2019-02-26,2792.3601,2803.1201,2789.47,2793.8999,2793.8999,3645680000.0,0.0,1.0,43.0,40.42,17.4,9.2,-0.667012696043453,-0.7544470754358721
540,540,2019-02-27,2787.5,2795.76,2775.1299,2792.3799,2792.3799,3767130000.0,0.0,1.0,40.42,40.85,18.6,14.6,-0.6525585057434871,-0.73004311931161
541,541,2019-02-28,2788.1101,2793.73,2782.51,2784.49,2784.49,4396930000.0,0.0,1.0,41.71,39.99,18.0,13.6,0.0013119253480931,-0.43395683312093103
542,542,2019-03-01,2798.22,2808.02,2787.3799,2803.6899,2803.6899,3972280000.0,0.0,1.0,32.68,37.84,51.0,18.8,0.172848116114632,-0.33876187008941194
543,543,2019-03-04,2814.3701,2816.8799,2767.6599,2792.8101,2792.8101,3919810000.0,0.0,1.0,35.2,38.54,44.46,13.6,0.674545022008452,0.310057157207278
544,544,2019-03-05,2794.4099,2796.4399,2782.97,2789.6499,2789.6499,3585690000.0,0.0,1.0,33.6,38.13,42.18,13.76,0.475338022271457,0.0659485948076722
545,545,2019-03-06,2790.27,2790.27,2768.6899,2771.45,2771.45,3786600000.0,0.0,1.0,32.800000000000004,37.31,43.88999999999999,12.96,0.43948701972511,-0.0701340103096506
546,546,2019-03-07,2766.53,2767.25,2739.0901,2748.9299,2748.9299,3904860000.0,0.0,1.0,35.2,36.08,42.74999999999999,12.16,0.314186071900651,-0.233768382477001
547,547,2019-03-08,2730.79,2744.1299,2722.27,2743.0701,2743.0701,3423130000.0,0.0,1.0,28.4,36.49,46.17,13.28,0.12354358298556,-0.371366768108424
548,548,2019-03-11,2747.6101,2784.0,2747.6101,2783.3,2783.3,3749030000.0,0.0,1.0,27.74,41.16,42.56,11.25,0.152364698097057,-0.323735824028951
549,549,2019-03-12,2787.3401,2798.3201,2786.73,2791.52,2791.52,3414230000.0,0.0,1.0,29.64,37.38,44.24,11.85,-0.223310379629553,-0.638635537119846
550,550,2019-03-13,2799.78,2821.24,2799.78,2810.9199,2810.9199,3766150000.0,0.0,1.0,33.06,39.48,39.2,12.3,-0.18383027379387804,-0.635922532570036
551,551,2019-03-14,2810.3799,2815.0,2803.46,2808.48,2808.48,3469730000.0,0.0,1.0,25.84,37.8,42.00000000000001,12.0,-0.0500628392504473,-0.615049318879693
552,552,2019-03-15,2810.79,2830.73,2810.79,2822.48,2822.48,5962730000.0,0.0,1.0,26.6,36.96,45.36000000000001,13.35,-0.0758420523099255,-0.613024297389029
553,553,2019-03-18,2822.6101,2835.4099,2821.99,2832.9399,2832.9399,3552190000.0,0.0,1.0,28.5,37.8,41.25,14.45,0.226283256394184,-0.48823288109122
554,554,2019-03-19,2840.76,2852.4199,2823.27,2832.5701,2832.5701,3620220000.0,0.0,1.0,33.82,39.48,41.25,14.45,0.461470483639544,-0.237443642448157
555,555,2019-03-20,2831.3401,2843.54,2812.4299,2824.23,2824.23,3771200000.0,0.0,1.0,30.02,39.06,41.8,14.96,0.49865835228749106,-0.0999661841832242
556,556,2019-03-21,2819.72,2860.3101,2817.3799,2854.8799,2854.8799,3546800000.0,0.0,1.0,28.5,37.38,41.25,14.28,0.5348111402811729,0.0729372682772032
557,557,2019-03-22,2844.52,2846.1599,2800.47,2800.71,2800.71,4237200000.0,0.0,1.0,28.5,39.48,44.55,15.47,0.515625978722594,0.0322570678421579
558,558,2019-03-25,2796.01,2809.79,2785.02,2798.3601,2798.3601,3376580000.0,0.0,1.0,35.26,37.38,40.32000000000001,13.6,0.483818942904573,0.16880872786599901
559,559,2019-03-26,2812.6599,2829.8701,2803.99,2818.46,2818.46,3266050000.0,0.0,1.0,41.0,40.32,42.00000000000001,12.96,0.379594124267804,-0.0606652204645319
560,560,2019-03-27,2819.72,2825.5601,2787.72,2805.3701,2805.3701,3372930000.0,0.0,1.0,36.49,42.0,40.32000000000001,11.04,0.29848642922905894,-0.327859018183641
561,561,2019-03-28,2809.3999,2819.71,2798.77,2815.4399,2815.4399,3158170000.0,0.0,1.0,35.66999999999999,36.54,43.68000000000001,12.64,-0.097144178088606,-0.5413277662196979
562,562,2019-03-29,2828.27,2836.03,2819.23,2834.3999,2834.3999,3740700000.0,0.0,1.0,30.75,36.12,43.12000000000001,12.48,0.049749147282004996,-0.54535318251138
