,Unnamed: 0,date,open_spx,high_spx,low_spx,sp500,sp500_adj,volume_spx,divid,split coef,crisis,USA,Chinese,Trump,dynamic_corr,dynamic_corr2
293,293,2018-03-05,2681.0601,2728.0901,2675.75,2720.9399,2720.9399,3710810000.0,0.0,1.0,34.4,44.18,40.88,10.62,-0.356393011331495,-0.678372211407293
294,294,2018-03-06,2730.1799,2732.0801,2711.26,2728.1201,2728.1201,3370690000.0,0.0,1.0,33.6,44.18,39.76000000000001,11.34,-0.20437306748317302,-0.782761830379355
295,295,2018-03-07,2710.1799,2730.6001,2701.74,2726.8,2726.8,3393270000.0,0.0,1.0,32.4,43.71,40.32000000000001,12.6,-0.19255768265055898,-0.807189515855487
296,296,2018-03-08,2732.75,2740.45,2722.6499,2738.97,2738.97,3212320000.0,0.0,1.0,30.4,46.53,42.00000000000001,12.24,-0.161254666265855,-0.783486247716368
297,297,2018-03-09,2752.9099,2786.5701,2751.54,2786.5701,2786.5701,3364100000.0,0.0,1.0,36.4,44.18,42.56,12.06,-0.0913680391500488,-0.7862650012766379
298,298,2018-03-12,2790.54,2796.98,2779.26,2783.02,2783.02,3185020000.0,0.0,1.0,31.98,41.71,39.6,13.2,-0.0374768147071219,-0.7979623323887131
299,299,2018-03-13,2792.3101,2801.8999,2758.6799,2765.3101,2765.3101,3301650000.0,0.0,1.0,35.1,41.28,40.15000000000001,17.16,0.14571789409817001,-0.751883699198174
300,300,2018-03-14,2774.0601,2777.1101,2744.3799,2749.48,2749.48,3391360000.0,0.0,1.0,31.20000000000001,38.27,38.5,16.5,0.37829546386044705,-0.32228017168421896
301,301,2018-03-15,2754.27,2763.03,2741.47,2747.3301,2747.3301,3500330000.0,0.0,1.0,30.03,38.27,38.5,17.6,0.37949229220952,-0.11006199714915801
302,302,2018-03-16,2750.5701,2761.8501,2749.97,2752.01,2752.01,5372340000.0,0.0,1.0,28.86,36.98,41.8,22.0,0.448625943491529,0.197768932024654
303,303,2018-03-19,2741.3799,2741.3799,2694.5901,2712.9199,2712.9199,3302130000.0,0.0,1.0,40.85,40.48,38.5,15.84,0.614068180707409,0.5946253349866889
304,304,2018-03-20,2715.05,2724.22,2710.05,2716.9399,2716.9399,3261030000.0,0.0,1.0,43.0,40.04,37.40000000000001,16.94,0.262451648201898,0.394593642509246
305,305,2018-03-21,2714.99,2739.1399,2709.79,2711.9299,2711.9299,3415510000.0,0.0,1.0,34.83,38.28,38.5,16.94,-0.134168892115001,0.358261522135183
306,306,2018-03-22,2691.3601,2695.6799,2641.5901,2643.6899,2643.6899,3739800000.0,0.0,1.0,35.26,39.16,39.6,18.04,-0.40959617466822995,0.344405215562091
