,date,open_oil,high_oil,low_oil,oil_price,oil_adj,volume_oil,divid,split coef,oil,production,wti,brent,crude oil,barrel
2018-01-02,2018-01-02,59.15,59.15,59.15,59.15,11.83,10.0,0.0,1.0,57.33,19.68,2.22,42.18,2.95,42.9
2018-01-03,2018-01-03,59.15,59.15,59.15,59.15,11.83,49.0,0.0,1.0,56.7,26.24,2.49,44.46,2.95,40.3
2018-01-04,2018-01-04,59.15,59.15,59.15,59.15,11.83,0.0,0.0,1.0,54.81,24.6,1.74,43.31999999999999,3.5,42.9
2018-01-05,2018-01-05,60.44,60.44,60.44,60.44,12.088,100.0,0.0,1.0,56.07,24.6,1.53,44.46,3.0500000000000003,41.6
2018-01-08,2018-01-08,60.44,60.44,60.44,60.44,12.088,0.0,0.0,1.0,51.24,39.42,3.5,56.8,4.69,33.64
2018-01-09,2018-01-09,61.41,61.83,61.41,61.83,12.366,270.0,0.0,1.0,49.41,39.42,2.3000000000000003,62.48,4.41,33.64
2018-01-10,2018-01-10,62.25,62.48,62.2301,62.48,12.495999999999999,731.0,0.0,1.0,54.29,41.040000000000006,2.6,71.0,6.0200000000000005,35.96
2018-01-11,2018-01-11,62.5,62.5,62.5,62.5,12.5,252.0,0.0,1.0,51.24,42.12000000000001,5.0,64.61,7.000000000000001,36.54
2018-01-12,2018-01-12,62.4548,62.4548,62.4548,62.4548,12.491,240.0,0.0,1.0,48.8,39.42,3.85,58.22,5.95,37.7
2018-01-16,2018-01-16,62.75,62.75,62.75,62.75,12.55,2489.0,0.0,1.0,46.61,39.96,3.5,44.02,4.4,33.059999999999995
2018-01-17,2018-01-17,63.09,63.09,63.0527,63.0527,12.6105,432.0,0.0,1.0,44.25,39.96,3.1500000000000004,48.36,3.65,32.48
2018-01-18,2018-01-18,62.73,62.92,62.73,62.9177,12.5835,4228.0,0.0,1.0,46.02,44.28,3.0,50.84,3.2,35.37999999999999
2018-01-19,2018-01-19,62.48,62.48,62.4678,62.4678,12.4936,3484.0,0.0,1.0,48.38,42.12000000000001,2.15,50.84,2.85,34.22
2018-01-22,2018-01-22,62.4678,62.4678,62.4678,62.4678,12.4936,5.0,0.0,1.0,48.0,56.7,1.44,58.48,3.54,36.58
2018-01-23,2018-01-23,62.4678,62.4678,62.4678,62.4678,12.4936,0.0,0.0,1.0,48.6,57.33,2.08,57.12000000000001,3.84,34.22
2018-01-24,2018-01-24,62.4678,62.4678,62.4678,62.4678,12.4936,214.0,0.0,1.0,47.4,59.22,3.24,66.64,4.92,33.629999999999995
2018-01-25,2018-01-25,65.21,65.21,64.49,64.49,12.898,1005.0,0.0,1.0,48.0,54.81,2.8000000000000003,60.52,4.92,35.4
2018-01-26,2018-01-26,65.3,65.3,65.2626,65.2626,13.0525,802.0,0.0,1.0,48.0,52.92,2.6,57.8,3.84,36.58
2018-01-29,2018-01-29,64.31,64.31,64.3099,64.3099,12.862,1156.0,0.0,1.0,47.2,60.16,1.62,53.55,4.69,31.860000000000007
2018-01-30,2018-01-30,63.46,63.46,63.4599,63.4599,12.692,1753.0,0.0,1.0,46.02,64.0,1.86,56.7,5.32,32.40000000000001
2018-01-31,2018-01-31,63.86,63.86,63.77,63.77,12.754000000000001,803.0,0.0,1.0,45.43,60.16,1.68,52.92,5.53,31.860000000000007
2018-02-01,2018-02-01,63.77,63.77,63.77,63.77,12.754000000000001,13.0,0.0,1.0,50.15,58.88,1.44,51.66,5.670000000000001,37.8
2018-02-02,2018-02-02,63.76,63.76,63.7478,63.7478,12.7496,3366.0,0.0,1.0,50.15,54.4,2.31,45.36,5.670000000000001,40.5
2018-02-05,2018-02-05,63.61,64.11,62.88,62.88,12.575999999999999,3227.0,0.0,1.0,46.02,55.04,3.44,74.0,7.000000000000001,35.91
2018-02-06,2018-02-06,63.03,63.03,62.53,62.53,12.505999999999998,4373.0,0.0,1.0,50.74,61.44,4.0,60.68,7.000000000000001,41.04
2018-02-07,2018-02-07,62.45,62.45,60.78,60.8982,12.1796,2319.0,0.0,1.0,48.38,60.16,3.52,62.9,6.23,38.76
2018-02-08,2018-02-08,60.8982,60.8982,60.8982,60.8982,12.1796,0.0,0.0,1.0,51.33,62.08,3.4,74.0,5.250000000000001,39.9
2018-02-09,2018-02-09,57.92,58.3,57.92,58.29,11.658,1443.0,0.0,1.0,50.15,51.84,2.16,71.78,6.23,42.74999999999999
2018-02-12,2018-02-12,59.41,59.41,59.41,59.41,11.882,400.0,0.0,1.0,51.04,56.32,2.55,62.7,4.26,42.74999999999999
2018-02-13,2018-02-13,59.41,59.41,59.41,59.41,11.882,16.0,0.0,1.0,49.3,64.0,2.04,52.14,5.16,39.9
2018-02-14,2018-02-14,57.78,59.12,57.78,59.12,11.824000000000002,3705.0,0.0,1.0,46.4,56.32,1.17,56.1,4.8,40.47
2018-02-15,2018-02-15,59.12,59.12,59.12,59.12,11.824000000000002,0.0,0.0,1.0,46.98,53.12000000000001,1.62,44.88,4.62,39.33
2018-02-16,2018-02-16,60.1901,61.12,60.19,60.65,12.13,12098.0,0.0,1.0,49.88,49.28,1.95,56.1,4.02,42.18
2018-02-20,2018-02-20,60.65,60.65,60.65,60.65,12.13,0.0,0.0,1.0,47.56,55.8,1.71,43.47,3.75,43.66
2018-02-21,2018-02-21,60.68,60.97,60.68,60.9492,12.1898,2000.0,0.0,1.0,46.4,53.32,1.41,44.73,2.95,39.53
2018-02-22,2018-02-22,61.39,62.07,61.0,62.05,12.41,4546.0,0.0,1.0,47.56,57.04,1.86,54.81,4.2,43.66
2018-02-23,2018-02-23,62.8901,62.93,62.7099,62.88,12.575999999999999,3074.0,0.0,1.0,46.98,52.08,1.17,49.77,2.3000000000000003,45.43
2018-02-26,2018-02-26,62.64,63.48,62.49,63.48,12.696,1300.0,0.0,1.0,50.15,63.7,1.0,50.4,2.4000000000000004,44.25
2018-02-27,2018-02-27,63.077,63.077,63.077,63.077,12.6154,300.0,0.0,1.0,48.97,65.0,0.8200000000000001,47.4,3.5500000000000003,42.48
2018-02-28,2018-02-28,63.0772,63.0772,63.0772,63.0772,12.6154,55.0,0.0,1.0,50.15,59.15,1.24,43.2,3.7,38.94
2018-03-01,2018-03-01,60.0,60.0,60.0,60.0,12.0,403.0,0.0,1.0,49.56,58.5,1.12,32.4,4.6000000000000005,40.71
2018-03-02,2018-03-02,59.92,59.92,59.8868,59.8868,11.9774,458.0,0.0,1.0,47.79,55.9,0.94,26.4,3.5500000000000003,41.89
2018-03-05,2018-03-05,61.7961,61.85,61.79600000000001,61.8099,12.362,1156.0,0.0,1.0,49.56,65.66000000000001,1.68,28.52,3.5500000000000003,39.44
2018-03-06,2018-03-06,61.97,61.97,61.7895,61.7895,12.3579,4117.0,0.0,1.0,49.56,65.66000000000001,3.0,44.02,3.75,37.12
2018-03-07,2018-03-07,61.685,61.685,61.685,61.685,12.337,100.0,0.0,1.0,48.38,63.65000000000001,2.01,34.1,5.0,38.86
2018-03-08,2018-03-08,61.6848,61.6848,61.6848,61.6848,12.337,0.0,0.0,1.0,46.02,67.0,2.28,31.62,4.1000000000000005,40.02
2018-03-09,2018-03-09,61.0,61.0,61.0,61.0,12.2,518.0,0.0,1.0,48.97,54.94000000000001,1.56,31.62,3.9,43.5
2018-03-12,2018-03-12,61.0,61.0,61.0,61.0,12.2,73.0,0.0,1.0,50.74,49.59,0.94,42.5,2.9000000000000004,41.89
2018-03-13,2018-03-13,60.11,60.11,60.1,60.1,12.02,1289.0,0.0,1.0,48.97,48.45,1.58,85.0,3.1,39.53
2018-03-14,2018-03-14,60.16,60.16,60.14,60.14,12.027999999999999,3100.0,0.0,1.0,43.66,44.46,1.14,82.45,3.25,39.53
2018-03-15,2018-03-15,60.14,60.14,60.14,60.14,12.027999999999999,10.0,0.0,1.0,46.61,45.03,0.86,51.0,3.0500000000000003,40.71
2018-03-16,2018-03-16,61.03,61.79,61.03,61.79,12.357999999999999,6854.0,0.0,1.0,49.56,42.74999999999999,0.88,45.05,2.6500000000000004,44.25
2018-03-19,2018-03-19,61.42,61.67,61.1285,61.67,12.334000000000001,3671.0,0.0,1.0,50.74,54.9,2.07,34.2,3.45,40.8
2018-03-20,2018-03-20,62.8088,63.15,62.8085,62.9234,12.5847,2426.0,0.0,1.0,49.56,54.9,1.83,31.2,4.45,40.2
2018-03-21,2018-03-21,63.7,64.58,63.685,64.58,12.915999999999999,2846.0,0.0,1.0,50.74,50.02,2.58,31.8,4.55,38.4
2018-03-22,2018-03-22,63.8599,63.86,63.855,63.855,12.770999999999999,707.0,0.0,1.0,46.61,54.9,1.77,28.2,4.3,45.6
2018-03-23,2018-03-23,63.855,63.855,63.855,63.855,12.770999999999999,0.0,0.0,1.0,48.97,49.41,2.58,31.8,4.05,43.8
2018-03-26,2018-03-26,64.8,65.13,64.8,65.13,13.026,2415.0,0.0,1.0,54.0,53.69,1.7,36.3,4.0,46.08
2018-03-27,2018-03-27,65.14,65.14,64.24,64.24,12.847999999999999,7523.0,0.0,1.0,53.4,54.28,1.48,40.26000000000001,3.8,46.08
2018-03-28,2018-03-28,63.92,64.53,63.78,63.83,12.765999999999998,9982.0,0.0,1.0,52.2,49.56,1.04,35.64,4.6000000000000005,44.8
2018-03-29,2018-03-29,63.83,63.83,63.83,63.83,12.765999999999998,0.0,0.0,1.0,51.0,48.97,0.98,36.96,3.75,48.0
2018-04-02,2018-04-02,63.13,63.19,62.5425,62.5425,12.5085,3687.0,0.0,1.0,46.4,61.38,1.08,44.8,3.5,36.48
2018-04-03,2018-04-03,63.03,63.12,62.9937,63.12,12.624,1569.0,0.0,1.0,45.82,58.74,1.38,48.64,3.5,35.84
2018-04-04,2018-04-04,62.04,62.8999,61.99,62.8999,12.58,9114.0,0.0,1.0,46.98,58.08000000000001,1.56,47.36,2.85,35.84
2018-04-05,2018-04-05,62.75,63.18,62.7,63.1444,12.6289,1464.0,0.0,1.0,46.98,58.74,1.98,53.12000000000001,3.7,35.2
2018-04-06,2018-04-06,62.26,62.378,62.25,62.378,12.4756,1866.0,0.0,1.0,49.3,50.16,1.44,48.64,2.85,39.04
2018-04-09,2018-04-09,62.4,62.82,62.4,62.82,12.564,412.0,0.0,1.0,49.8,61.38,1.56,40.2,2.46,33.059999999999995
2018-04-10,2018-04-10,64.14,65.29,64.14,65.29,13.058,1422.0,0.0,1.0,49.2,59.40000000000001,1.38,40.8,4.02,30.74
2018-04-11,2018-04-11,65.3,66.35,65.3,66.344,13.2688,1310.0,0.0,1.0,49.2,59.40000000000001,1.74,46.2,5.4,31.9
2018-04-12,2018-04-12,66.09,66.279,65.55,66.2502,13.25,1306.0,0.0,1.0,49.8,61.38,1.05,45.0,4.8,33.059999999999995
2018-04-13,2018-04-13,66.72,66.72,66.72,66.72,13.344000000000001,175.0,0.0,1.0,48.6,52.14,1.44,41.4,4.08,30.16
2018-04-16,2018-04-16,66.33,66.3638,65.8,65.8,13.16,13917.0,0.0,1.0,46.8,59.8,3.72,39.53,4.48,30.68
2018-04-17,2018-04-17,65.38,66.04,65.38,66.03,13.206,4122.0,0.0,1.0,47.4,61.75,1.84,41.89,5.1800000000000015,31.86
2018-04-18,2018-04-18,67.43,67.77,67.32,67.32,13.464,1708.0,0.0,1.0,48.0,61.1,3.56,42.48,6.23,33.04
2018-04-19,2018-04-19,68.67,68.76,67.605,67.8488,13.5698,32405.0,0.0,1.0,51.0,62.40000000000001,4.0,43.66,5.53,34.809999999999995
2018-04-20,2018-04-20,67.2299,68.1,67.2299,68.1,13.62,1196.0,0.0,1.0,52.2,55.25,3.8,38.94,4.69,33.629999999999995
2018-04-23,2018-04-23,66.98,67.57,66.98,67.5478,13.5096,1210.0,0.0,1.0,54.56,59.8,2.48,40.96,4.2,32.45
2018-04-24,2018-04-24,68.5871,68.5871,67.29,67.29,13.458,2187.0,0.0,1.0,52.08,65.0,2.96,39.04,6.0,30.68
2018-04-25,2018-04-25,67.3052,67.41,66.7956,67.4,13.48,1080.0,0.0,1.0,49.6,58.5,2.48,40.32,4.38,31.27
2018-04-26,2018-04-26,67.55,67.55,67.5165,67.5165,13.5033,1035.0,0.0,1.0,54.56,61.1,3.72,46.72,3.3,33.629999999999995
2018-04-27,2018-04-27,67.5712,67.63,67.57,67.57,13.514000000000001,967.0,0.0,1.0,52.08,53.95,2.12,37.12,4.68,32.45
2018-04-30,2018-04-30,67.11,68.6,67.11,68.0054,13.6011,1832.0,0.0,1.0,52.08,62.72,1.38,52.54,5.52,28.08
2018-05-01,2018-05-01,67.01,67.05,67.0013,67.0013,13.4003,7231.0,0.0,1.0,52.7,59.52,0.78,68.08,2.52,30.24
2018-05-02,2018-05-02,66.86,67.3855,66.86,67.3855,13.4771,4065.0,0.0,1.0,53.94,56.32,1.3,68.82,2.34,28.62
2018-05-03,2018-05-03,67.1321,68.1706,67.0,67.95,13.59,5611.0,0.0,1.0,52.08,56.32,0.98,74.0,2.28,31.32
2018-05-04,2018-05-04,68.06,69.34,68.03,69.31,13.862,20262.0,0.0,1.0,52.7,50.56,0.7000000000000001,59.94,1.7999999999999998,33.480000000000004
2018-05-07,2018-05-07,70.02,70.2264,69.22,69.37,13.874,4295.0,0.0,1.0,58.88,55.44,4.62,63.48,5.4,35.4
2018-05-08,2018-05-08,67.715,70.13,67.7,68.93,13.786,7080.0,0.0,1.0,59.52,55.44,6.0,69.0,9.0,34.22
2018-05-09,2018-05-09,70.23,70.7403,70.23,70.7403,14.1481,854.0,0.0,1.0,56.96,57.96,5.64,64.86,5.04,34.22
2018-05-10,2018-05-10,70.6328,71.0086,70.38,71.0086,14.2017,3136.0,0.0,1.0,56.96,63.0,4.5,53.81999999999999,6.12,37.76
2018-05-11,2018-05-11,70.66,70.67,70.52,70.52,14.104000000000001,957.0,0.0,1.0,55.68,48.51,2.94,55.88999999999999,4.05,39.53
2018-05-14,2018-05-14,70.7893,70.7893,70.5393,70.73,14.145999999999999,902.0,0.0,1.0,51.6,47.88,2.68,42.6,4.62,33.059999999999995
2018-05-15,2018-05-15,70.4073,71.0,70.4073,71.0,14.2,405.0,0.0,1.0,52.2,45.6,2.4,43.8,3.640000000000001,30.21
2018-05-16,2018-05-16,70.63,71.21,70.601,71.21,14.242,3939.0,0.0,1.0,49.8,45.6,1.88,44.4,4.0600000000000005,34.2
2018-05-17,2018-05-17,71.64,71.64,71.1062,71.288,14.2576,6105.0,0.0,1.0,52.2,45.6,3.48,56.4,3.99,34.2
2018-05-18,2018-05-18,71.1146,71.1146,70.78,70.78,14.155999999999999,738.0,0.0,1.0,51.6,41.61,1.48,51.0,3.1500000000000004,35.34
2018-05-21,2018-05-21,71.53,72.18,71.53,72.18,14.436,3905.0,0.0,1.0,56.7,39.52,2.84,52.7,4.96,33.64
2018-05-22,2018-05-22,72.2036,72.4,71.96,71.96,14.392000000000001,1421.0,0.0,1.0,54.18,37.44,2.04,46.5,3.92,33.059999999999995
2018-05-23,2018-05-23,71.59,71.59,71.2,71.3561,14.2712,167562.0,0.0,1.0,55.44,37.44,2.28,57.66,3.68,33.059999999999995
2018-05-24,2018-05-24,70.6599,70.82,70.31,70.32,14.064,4403.0,0.0,1.0,56.07,36.92,1.36,44.64,4.4,35.37999999999999
2018-05-25,2018-05-25,68.49,68.49,67.21,67.3917,13.4783,13570.0,0.0,1.0,56.07,32.24,1.96,37.82,4.48,36.54
2018-05-29,2018-05-29,66.64,66.7,65.9,66.08,13.216,5127.0,0.0,1.0,54.29,32.64,2.6,39.33,5.74,34.8
2018-05-30,2018-05-30,67.81,68.11,67.81,67.97,13.594000000000001,2770.0,0.0,1.0,51.85,33.6,2.6,42.74999999999999,3.2900000000000005,36.0
2018-05-31,2018-05-31,66.82,67.582,66.51,66.86,13.372,2728.0,0.0,1.0,53.68,34.56,2.28,54.72,3.99,37.8
2018-06-01,2018-06-01,65.9,66.21,65.35,65.5,13.1,2112.0,0.0,1.0,52.46,41.76,2.8000000000000003,45.03,5.6000000000000005,42.0
2018-06-04,2018-06-04,64.43,64.66,64.43,64.5505,12.9101,1567.0,0.0,1.0,51.6,49.82,2.1,58.59,6.65,36.40000000000001
2018-06-05,2018-06-05,64.54,65.065,64.5,65.065,13.013,992.0,0.0,1.0,49.8,50.35,1.74,57.96,4.340000000000002,35.28
2018-06-06,2018-06-06,64.45,64.8098,64.45,64.795,12.959000000000001,800.0,0.0,1.0,49.8,47.7,2.07,59.85,4.0600000000000005,34.72000000000001
2018-06-07,2018-06-07,65.4633,65.8,65.4633,65.8,13.16,734.0,0.0,1.0,49.8,49.29,0.96,56.07,5.32,36.40000000000001
2018-06-08,2018-06-08,65.56,65.56,65.03,65.46,13.092,4496.0,0.0,1.0,51.0,40.28,1.7999999999999998,61.11,3.2900000000000005,36.40000000000001
2018-06-11,2018-06-11,64.96,65.89,64.9451,65.743,13.1486,2313.0,0.0,1.0,52.46,47.53,1.86,42.6,3.9,40.71
2018-06-12,2018-06-12,66.1539,66.2285,66.0525,66.0525,13.2105,1847.0,0.0,1.0,53.68,49.0,2.4,52.2,3.3,37.76
2018-06-13,2018-06-13,66.6,66.6,66.6,66.6,13.32,557.0,0.0,1.0,52.46,43.12,0.8999999999999999,44.4,4.38,38.94
2018-06-14,2018-06-14,66.6184,66.64,66.6184,66.64,13.328,1096.0,0.0,1.0,51.24,44.1,1.29,49.8,3.0,39.53
2018-06-15,2018-06-15,65.95,65.96,64.195,64.4,12.88,3904.0,0.0,1.0,52.46,36.75,1.53,46.8,3.0,41.3
2018-06-18,2018-06-18,64.655,65.62,64.655,65.55,13.11,5722.0,0.0,1.0,50.4,39.95,2.56,52.2,2.82,35.91
2018-06-19,2018-06-19,64.3816,64.75,64.38,64.7353,12.9471,28105.0,0.0,1.0,48.6,40.89,2.12,49.2,3.06,34.77
2018-06-20,2018-06-20,65.4146,65.56,65.281,65.48,13.095999999999998,8596.0,0.0,1.0,51.0,44.18,3.48,58.2,3.0,34.77
2018-06-21,2018-06-21,65.28,65.28,65.28,65.28,13.056,511.0,0.0,1.0,49.2,41.36,1.96,44.4,3.0,38.19
2018-06-22,2018-06-22,67.35,68.5409,67.07,68.5409,13.7082,2323.0,0.0,1.0,54.6,38.54,2.0,57.6,6.0,39.9
2018-06-25,2018-06-25,68.5,68.76,67.8599,67.8599,13.572000000000001,1650.0,0.0,1.0,57.33,46.5,2.36,61.0,4.62,38.08000000000001
2018-06-26,2018-06-26,68.3366,70.41,68.3366,70.3084,14.0617,20435.0,0.0,1.0,55.44,44.0,2.16,44.53,4.2700000000000005,34.72000000000001
2018-06-27,2018-06-27,71.23,72.8,71.23,72.282,14.4564,7670.0,0.0,1.0,54.18,43.0,3.88,47.58,6.44,36.40000000000001
2018-06-28,2018-06-28,73.05,73.5,73.05,73.0523,14.6105,1559.0,0.0,1.0,56.7,46.0,4.0,57.34,6.7200000000000015,37.52
2018-06-29,2018-06-29,73.38,74.18,73.38,74.17,14.834000000000001,5287.0,0.0,1.0,55.44,39.5,1.56,54.9,5.74,38.08000000000001
2018-07-02,2018-07-02,73.88,73.99,73.6,73.7844,14.7569,1961.0,0.0,1.0,54.56,40.05,2.22,41.54,2.6500000000000004,40.92
2018-07-03,2018-07-03,73.44,73.44,73.3998,73.3998,14.68,598.0,0.0,1.0,55.18,38.25,2.28,41.54,3.2,40.3
2018-07-05,2018-07-05,73.69,73.96,72.64,72.65,14.53,13315.0,0.0,1.0,51.46,36.45,2.37,47.74,5.0,44.02
2018-07-06,2018-07-06,72.63,73.676,72.32,73.45,14.69,6710.0,0.0,1.0,55.8,32.85,2.73,39.06,3.5500000000000003,45.26
2018-07-09,2018-07-09,73.84,73.96,72.91,73.96,14.792,2466.0,0.0,1.0,56.96,42.3,2.44,54.94000000000001,2.9000000000000004,38.28
2018-07-10,2018-07-10,73.76,73.97,73.72,73.97,14.794,925.0,0.0,1.0,55.68,40.42,2.64,67.0,3.6,37.7
2018-07-11,2018-07-11,72.48,72.48,70.39,70.61,14.122,8206.0,0.0,1.0,57.6,42.77,2.16,44.22000000000001,4.65,37.7
2018-07-12,2018-07-12,70.54,70.54,69.68,70.42,14.084000000000001,1826.0,0.0,1.0,56.96,41.83,3.04,44.89,4.5,40.02
2018-07-13,2018-07-13,70.955,70.955,70.955,70.955,14.190999999999999,263.0,0.0,1.0,55.04,38.54,2.36,49.58000000000001,2.9000000000000004,40.6
2018-07-16,2018-07-16,68.2367,68.645,68.0296,68.645,13.729000000000001,1509.0,0.0,1.0,56.7,47.0,1.71,58.22,3.65,37.62
2018-07-17,2018-07-17,67.82,68.68,67.69,68.33,13.665999999999999,12542.0,0.0,1.0,55.44,40.89,2.22,50.41,3.25,36.48
2018-07-18,2018-07-18,68.11,69.09,68.11,69.09,13.818,1110.0,0.0,1.0,54.18,42.77,0.36,61.06,4.3500000000000005,35.91
2018-07-19,2018-07-19,69.78,69.78,68.8127,69.3832,13.8766,2691.0,0.0,1.0,54.81,39.95,2.61,50.41,3.1,38.19
2018-07-20,2018-07-20,69.11,69.425,69.0,69.425,13.885,2191.0,0.0,1.0,54.18,37.6,1.05,60.35,3.75,38.19
2018-07-23,2018-07-23,69.625,69.63,68.9348,69.19,13.838,2707.0,0.0,1.0,56.42,42.3,3.44,54.67,4.1000000000000005,37.7
2018-07-24,2018-07-24,69.28,70.28,69.28,69.675,13.935,3119.0,0.0,1.0,52.7,41.36,1.36,55.38,2.6500000000000004,39.44
2018-07-25,2018-07-25,70.94,71.07,70.6673,70.6819,14.1364,5566.0,0.0,1.0,52.08,39.48,2.92,49.7,3.3000000000000003,34.8
2018-07-26,2018-07-26,70.806,70.8084,70.806,70.8084,14.1617,1091.0,0.0,1.0,52.7,38.54,3.0,53.25,3.3000000000000003,40.02
2018-07-27,2018-07-27,70.67,70.67,69.67,70.14,14.027999999999999,2534.0,0.0,1.0,53.94,37.6,4.0,53.25,1.7000000000000002,40.02
2018-07-30,2018-07-30,71.29,71.468,71.21,71.271,14.2542,2508.0,0.0,1.0,53.32,43.24,1.36,50.16,2.6,39.33
2018-07-31,2018-07-31,69.98,70.44,69.98,70.07,14.014000000000001,6351.0,0.0,1.0,53.32,41.4,1.34,44.88,2.85,33.059999999999995
2018-08-01,2018-08-01,69.18,69.48,68.7001,68.7001,13.74,1124.0,0.0,1.0,53.32,34.96,1.82,35.64,3.1500000000000004,36.48
2018-08-02,2018-08-02,68.52,70.81,68.52,70.4522,14.0904,2204.0,0.0,1.0,53.94,36.34,1.54,40.26000000000001,3.75,37.05
2018-08-03,2018-08-03,69.91,70.05,69.5732,69.5732,13.9146,1802.0,0.0,1.0,53.94,32.2,1.16,36.3,2.45,39.9
2018-08-06,2018-08-06,70.26,70.26,70.1062,70.21,14.042,2831.0,0.0,1.0,54.29,41.28,3.28,49.6,2.0,43.2
2018-08-07,2018-08-07,70.48,70.62,70.48,70.62,14.124,1122.0,0.0,1.0,51.85,38.88,3.24,59.2,4.2,44.4
2018-08-08,2018-08-08,69.18,69.18,67.88,68.2358,13.6472,6495.0,0.0,1.0,52.46,42.24,3.08,80.0,3.2,39.0
2018-08-09,2018-08-09,68.52,68.52,68.1596,68.1829,13.6366,1337.0,0.0,1.0,53.68,38.88,2.28,51.2,3.25,40.8
2018-08-10,2018-08-10,68.782,69.01,68.7431,68.9565,13.7913,3093.0,0.0,1.0,51.24,35.52,1.28,45.6,2.75,42.0
2018-08-13,2018-08-13,68.78,68.78,68.2316,68.7458,13.7492,2492.0,0.0,1.0,53.94,36.66,1.92,40.95,2.94,41.3
2018-08-14,2018-08-14,68.75,68.75,68.3629,68.4122,13.6824,4149.0,0.0,1.0,53.32,43.24,2.46,44.85,3.54,40.12
2018-08-15,2018-08-15,66.9823,66.9823,66.0,66.4252,13.285,2414.0,0.0,1.0,54.56,41.83,1.83,40.95,3.6,39.53
2018-08-16,2018-08-16,66.49,66.9394,66.49,66.8983,13.3797,26145.0,0.0,1.0,53.32,39.01,1.65,37.7,4.32,37.76
2018-08-17,2018-08-17,67.0942,67.19,67.08,67.19,13.437999999999999,3217.0,0.0,1.0,54.56,38.07,1.5,37.7,3.0,41.3
2018-08-20,2018-08-20,67.25,67.53,67.25,67.33,13.466,4042.0,0.0,1.0,53.07,42.33,2.4,39.65,3.72,37.52
2018-08-21,2018-08-21,67.79,67.79,67.79,67.79,13.558,731.0,0.0,1.0,52.46,46.92,2.22,34.45,6.0,38.64
2018-08-22,2018-08-22,69.48,70.1575,69.48,70.1575,14.0315,2880.0,0.0,1.0,51.85,45.9,3.0,45.5,4.32,34.160000000000004
2018-08-23,2018-08-23,70.1575,70.1575,70.1575,70.1575,14.0315,177.0,0.0,1.0,53.07,45.9,1.53,36.4,4.38,38.08000000000001
2018-08-24,2018-08-24,71.2751,71.2751,70.705,70.74,14.148,2033.0,0.0,1.0,51.85,42.33,2.85,35.1,3.24,42.56
2018-08-27,2018-08-27,71.04,71.09,70.9161,71.0268,14.2054,2416.0,0.0,1.0,49.56,56.00000000000001,2.22,47.57,2.24,38.28
2018-08-28,2018-08-28,71.0268,71.0268,71.0268,71.0268,14.2054,540.0,0.0,1.0,49.56,54.88,2.4,45.44,2.6,36.54
2018-08-29,2018-08-29,71.37,71.66,71.37,71.47,14.294,1712.0,0.0,1.0,48.97,53.2,1.56,36.92,2.56,38.86
2018-08-30,2018-08-30,71.87,72.47,71.87,72.47,14.494000000000002,1188.0,0.0,1.0,48.38,56.00000000000001,1.47,45.44,2.56,40.02
2018-08-31,2018-08-31,72.04,72.15,71.91,72.07300000000001,14.4146,10478.0,0.0,1.0,49.56,50.40000000000001,1.71,53.25,1.52,46.98
2018-09-04,2018-09-04,72.85,72.85,71.2672,71.2672,14.2534,1457.0,0.0,1.0,49.02,43.12000000000001,2.76,39.05,4.3,38.35
2018-09-05,2018-09-05,71.54,71.54,70.967,70.967,14.1934,2414.0,0.0,1.0,49.02,49.84,1.65,38.34,3.85,36.58
2018-09-06,2018-09-06,70.87,70.99,69.37,69.9548,13.991,2347.0,0.0,1.0,48.45,50.40000000000001,1.62,36.92,4.6000000000000005,38.94
2018-09-07,2018-09-07,69.3499,69.8748,69.3499,69.8748,13.975,899.0,0.0,1.0,47.88,45.36000000000001,1.56,42.6,3.5,40.71
2018-09-10,2018-09-10,70.27,70.521,69.6399,69.6399,13.927999999999999,704.0,0.0,1.0,49.59,53.94,1.17,29.14,3.45,36.96
2018-09-11,2018-09-11,71.4841,71.67,71.4565,71.67,14.334000000000001,2402.0,0.0,1.0,47.31,49.3,1.53,28.52,4.0,37.52
2018-09-12,2018-09-12,72.36,73.0,72.36,72.679,14.5358,1225.0,0.0,1.0,47.31,50.46,1.08,31.0,4.8500000000000005,35.84
2018-09-13,2018-09-13,71.75,71.75,70.6806,70.8047,14.1609,1076.0,0.0,1.0,48.45,52.78,1.29,29.76,4.45,39.2
2018-09-14,2018-09-14,71.0752,71.102,71.0752,71.102,14.2204,1061.0,0.0,1.0,49.02,44.08,1.3199999999999998,33.48,4.75,36.96
2018-09-17,2018-09-17,71.792,71.792,70.7565,70.9766,14.1953,3211.0,0.0,1.0,49.02,56.12,1.35,39.76,3.45,37.52
2018-09-18,2018-09-18,71.97,72.04,71.571,72.04,14.408,1603.0,0.0,1.0,48.45,56.12,2.07,36.21,3.8,38.08000000000001
2018-09-19,2018-09-19,72.79,72.94,72.79,72.94,14.588,1764.0,0.0,1.0,50.73,58.56,2.4,33.37,3.35,39.76000000000001
2018-09-20,2018-09-20,72.91,72.91,72.4715,72.5575,14.5115,2867.0,0.0,1.0,50.16,55.51,2.1,36.21,4.0,39.76000000000001
2018-09-21,2018-09-21,73.7,73.7,73.04,73.15,14.63,1352.0,0.0,1.0,51.3,45.14,1.98,34.08,4.0,40.88
