date,oil,production,wti,brent,crude oil,barrel
2019-01-15,53.32,52.44,2.44,35.19,4.760000000000001,32.480000000000004
2019-01-16,53.32,55.28999999999999,2.64,31.74,4.2700000000000005,35.28
2019-01-17,52.7,56.99999999999999,3.16,33.12,4.0600000000000005,34.720000000000006
2019-01-18,55.18,46.169999999999995,4.0,28.979999999999997,5.8100000000000005,31.360000000000003
2019-01-19,59.519999999999996,30.209999999999997,1.32,28.979999999999997,1.8900000000000001,40.88
2019-01-20,53.32,33.6,0.0,29.240000000000002,1.56,41.440000000000005
2019-01-21,56.42,43.199999999999996,0.87,28.560000000000002,4.56,35.84
2019-01-22,54.56,52.199999999999996,1.65,30.6,4.56,33.6
2019-01-23,52.08,55.8,1.68,38.080000000000005,5.7,32.480000000000004
2019-01-24,51.46,55.8,2.61,27.880000000000003,4.38,30.800000000000004
2019-01-25,52.08,44.4,1.44,31.28,2.88,36.400000000000006
2019-01-26,62.0,31.2,0.84,33.32,1.8599999999999999,44.800000000000004
2019-01-27,61.11,35.910000000000004,0.0,33.37,2.31,46.2
2019-01-28,54.18,60.480000000000004,2.96,36.21,4.0600000000000005,31.35
2019-01-29,52.92,54.81,2.92,41.18,2.7300000000000004,30.250000000000004
2019-01-30,53.55,55.44,2.7600000000000002,39.05,5.390000000000001,29.700000000000003
2019-01-31,54.18,57.96,3.0,41.18,5.74,30.250000000000004
2019-02-01,52.29,51.660000000000004,2.7600000000000002,61.769999999999996,6.0200000000000005,37.95
2019-02-02,63.0,34.02,1.48,66.03,3.2900000000000005,50.6
2019-02-03,56.12,41.580000000000005,0.6599999999999999,58.8,1.6500000000000001,48.6
2019-02-04,47.58,58.74,2.79,56.4,3.5,31.860000000000003
2019-02-05,50.019999999999996,63.36,3.0,49.199999999999996,3.6,35.64
2019-02-06,50.629999999999995,66.0,2.16,58.199999999999996,4.7,35.1
2019-02-07,51.24,60.720000000000006,2.67,43.199999999999996,3.1,38.88
2019-02-08,50.019999999999996,53.46,1.7999999999999998,54.0,2.25,36.72
2019-02-09,57.339999999999996,41.580000000000005,0.8999999999999999,46.8,1.1500000000000001,54.0
2019-02-10,54.0,46.2,0.54,45.75,1.7000000000000002,55.28999999999999
2019-02-11,46.8,62.040000000000006,2.55,57.949999999999996,3.85,39.33
2019-02-12,48.0,64.02,2.52,52.46,3.1500000000000004,39.33
2019-02-13,46.199999999999996,62.7,2.25,50.019999999999996,3.3000000000000003,37.62
2019-02-14,45.0,59.400000000000006,1.89,55.51,3.75,39.9
2019-02-15,46.8,51.480000000000004,1.89,61.0,3.1500000000000004,42.18
2019-02-16,55.8,35.64,1.3499999999999999,45.75,1.6,56.42999999999999
2019-02-17,53.07,41.54,0.57,48.72,2.6399999999999997,54.88
2019-02-18,53.07,51.46,1.5899999999999999,45.82,3.7199999999999998,43.68000000000001
2019-02-19,49.41,57.66,1.89,54.519999999999996,6.0,38.080000000000005
2019-02-20,47.58,57.04,1.89,55.67999999999999,4.08,37.52
2019-02-21,47.58,57.66,1.29,42.919999999999995,3.84,39.2
2019-02-22,48.8,50.839999999999996,1.71,50.459999999999994,4.56,41.440000000000005
2019-02-23,54.9,34.1,0.6599999999999999,40.599999999999994,1.8599999999999999,51.52
2019-02-24,52.8,40.32,0.6599999999999999,53.94,2.52,51.52
2019-02-25,48.6,64.0,2.37,50.22,4.8,36.96
2019-02-26,49.199999999999996,64.0,1.41,55.18,4.02,39.2
2019-02-27,47.4,53.76,2.37,49.6,4.2,39.760000000000005
2019-02-28,48.0,60.160000000000004,1.5899999999999999,55.8,3.36,38.64
2019-03-01,47.4,55.68,2.07,51.46,4.62,37.52
2019-03-02,57.0,35.2,0.69,58.9,2.28,48.720000000000006
2019-03-03,52.08,39.69,0.57,51.03,1.9500000000000002,57.0
2019-03-04,48.98,61.11,1.8599999999999999,50.4,4.3,39.0
2019-03-05,47.12,59.22,1.26,51.660000000000004,4.3,35.4
2019-03-06,48.98,57.96,2.46,51.03,4.4,37.199999999999996
2019-03-07,47.74,61.11,2.76,49.14,3.5,41.4
2019-03-08,51.46,51.660000000000004,1.23,52.92,4.3500000000000005,40.8
2019-03-09,59.519999999999996,37.8,0.72,58.59,1.7000000000000002,58.8
2019-03-10,55.18,36.58,1.44,45.56,1.6500000000000001,59.0
2019-03-11,52.08,51.919999999999995,2.8000000000000003,62.56,3.7,38.35
2019-03-12,48.36,51.919999999999995,2.12,68.0,4.15,38.35
2019-03-13,46.5,54.279999999999994,2.0,66.64,3.6500000000000004,38.94
2019-03-14,48.36,51.33,2.52,60.52,3.3000000000000003,38.94
2019-03-15,50.22,43.66,3.16,64.60000000000001,2.75,39.53
2019-03-16,59.519999999999996,30.09,0.96,61.2,1.1,56.05
2019-03-17,58.24,36.6,1.48,52.0,2.0,57.23
2019-03-18,54.4,57.949999999999996,3.48,65.0,3.85,37.76
2019-03-19,52.480000000000004,61.0,2.52,54.6,5.0,41.89
2019-03-20,52.480000000000004,58.56,4.0,54.6,4.6000000000000005,37.169999999999995
2019-03-21,49.92,53.68,2.04,55.25,3.7,39.53
2019-03-22,53.120000000000005,51.24,2.7600000000000002,55.25,3.6500000000000004,35.989999999999995
2019-03-23,64.0,34.769999999999996,1.6,55.9,1.3,54.279999999999994
2019-03-24,58.59,40.96,0.57,54.78,2.7,57.82
2019-03-25,52.29,62.08,2.04,56.760000000000005,3.45,37.76
2019-03-26,49.77,64.0,1.8599999999999999,60.06,3.75,39.53
2019-03-27,52.92,61.44,2.31,64.02,3.6,39.53
2019-03-28,53.55,60.160000000000004,1.74,55.440000000000005,4.05,37.76
2019-03-29,52.29,51.84,2.19,58.74,3.45,39.53
2019-03-30,58.59,37.12,1.3199999999999998,52.14,2.6,55.459999999999994
2019-03-31,56.7,40.3,0.64,65.66000000000001,1.9000000000000001,54.279999999999994
2019-04-01,53.55,55.8,2.68,58.290000000000006,3.25,32.449999999999996
2019-04-02,54.18,62.0,2.52,60.300000000000004,4.25,32.449999999999996
2019-04-03,55.44,58.9,2.64,49.580000000000005,3.6,33.04
2019-04-04,54.18,57.66,2.04,63.650000000000006,3.1,35.4
2019-04-05,52.92,51.46,2.0,54.940000000000005,2.8000000000000003,38.35
2019-04-06,63.0,35.339999999999996,0.72,54.940000000000005,1.5,42.48
2019-04-07,61.44,44.1,0.36,53.6,2.6399999999999997,48.72
2019-04-08,55.68,61.11,2.01,50.25,4.02,35.379999999999995
2019-04-09,53.76,59.22,1.95,58.96,4.5,33.059999999999995
2019-04-10,53.76,61.74,1.5899999999999999,50.25,4.14,31.9
2019-04-11,53.120000000000005,55.44,2.04,48.24,5.04,33.059999999999995
2019-04-12,54.4,57.33,1.74,46.230000000000004,4.32,37.12
2019-04-13,60.160000000000004,32.13,0.36,55.61000000000001,1.6199999999999999,45.82
2019-04-14,55.8,34.22,0.44999999999999996,54.400000000000006,1.6500000000000001,47.79
2019-04-15,51.46,51.919999999999995,1.53,57.120000000000005,3.9000000000000004,32.449999999999996
2019-04-16,52.7,53.099999999999994,1.71,59.160000000000004,4.2,33.04
2019-04-17,52.08,50.739999999999995,1.2,54.400000000000006,3.7,31.86
2019-04-18,54.56,51.919999999999995,1.2,58.480000000000004,3.25,37.169999999999995
2019-04-19,55.18,37.76,1.3499999999999999,55.080000000000005,2.35,42.48
2019-04-20,60.76,30.09,0.54,51.00000000000001,1.55,51.33
2019-04-21,57.33,35.4,0.65,57.67,1.8900000000000001,63.0
2019-04-22,54.18,52.8,3.85,66.42999999999999,7.000000000000001,35.910000000000004
2019-04-23,54.18,59.4,5.0,58.4,6.65,34.65
2019-04-24,53.55,54.6,3.95,65.7,3.6400000000000006,35.910000000000004
2019-04-25,54.18,51.6,2.7,56.21,4.130000000000001,38.43
2019-04-26,52.92,45.6,3.35,57.67,4.62,44.73
2019-04-27,61.11,34.8,1.35,73.0,2.0300000000000002,49.14
2019-04-28,59.22,40.95,0.36,57.800000000000004,1.6199999999999999,46.98
2019-04-29,51.03,59.85,1.23,62.56,4.56,34.8
2019-04-30,51.660000000000004,61.74,1.56,47.6,4.56,31.319999999999997
2019-05-01,52.92,63.0,1.3499999999999999,55.080000000000005,4.38,31.9
2019-05-02,52.29,57.96,2.04,45.56,5.279999999999999,31.9
2019-05-03,52.29,53.55,1.26,57.120000000000005,4.859999999999999,32.48
2019-05-04,60.480000000000004,35.28,0.63,46.92,1.98,35.96
2019-05-05,59.22,35.28,0.42,53.76,2.6,42.089999999999996
2019-05-06,51.660000000000004,53.760000000000005,1.89,46.08,2.9000000000000004,29.89
2019-05-07,51.03,51.52,2.58,52.480000000000004,1.9000000000000001,32.33
2019-05-08,51.03,51.52,1.23,46.72,3.2,31.72
2019-05-09,52.29,52.080000000000005,1.56,51.84,3.4000000000000004,35.99
2019-05-10,52.29,45.92,1.98,51.2,3.3000000000000003,39.65
2019-05-11,59.22,30.800000000000004,0.21,54.4,1.6,46.36
2019-05-12,53.68,31.32,0.42,65.96000000000001,1.1,63.0
2019-05-13,50.629999999999995,44.82,2.4899999999999998,51.00000000000001,3.75,34.65
2019-05-14,52.46,44.28,1.77,61.2,3.25,33.39
2019-05-15,51.24,45.36,1.23,67.32000000000001,2.85,33.39
2019-05-16,49.41,44.82,1.77,55.760000000000005,3.75,34.02
2019-05-17,50.019999999999996,38.34,2.73,48.28,2.0,35.910000000000004
2019-05-18,61.0,25.92,0.6599999999999999,58.480000000000004,1.4500000000000002,45.99
2019-05-19,58.28,25.5,0.6599999999999999,48.84,1.1,47.58
2019-05-20,50.22,40.0,1.5899999999999999,50.82,1.4500000000000002,32.33
2019-05-21,53.94,38.5,1.05,66.0,2.45,32.33
2019-05-22,52.7,41.0,2.01,56.1,2.9000000000000004,32.33
2019-05-23,53.94,41.5,1.98,52.14,3.95,33.55
2019-05-24,53.32,33.0,3.0,55.440000000000005,4.25,35.99
2019-05-25,62.0,25.0,0.6599999999999999,46.2,1.4500000000000002,42.089999999999996
2019-05-26,59.519999999999996,23.5,1.2,48.75,1.35,51.35
2019-05-27,55.18,25.38,1.12,45.5,2.2,50.050000000000004
2019-05-28,52.08,34.309999999999995,3.52,53.95,4.15,33.15
2019-05-29,50.839999999999996,34.78,2.8000000000000003,55.9,5.0,33.15
2019-05-30,52.08,35.72,2.8000000000000003,63.7,3.3000000000000003,35.1
2019-05-31,54.56,34.78,2.68,52.65,3.35,36.4
2019-06-01,60.14,25.849999999999998,1.28,45.5,1.05,56.550000000000004
2019-06-02,57.66,37.24,0.54,46.72,0.84,51.62
2019-06-03,52.08,45.08,1.95,57.6,3.96,37.699999999999996
2019-06-04,51.46,46.55,1.3499999999999999,55.04,3.12,40.019999999999996
2019-06-05,50.839999999999996,46.06,2.07,48.0,4.4399999999999995,37.699999999999996
2019-06-06,52.08,49.0,2.31,48.0,3.2399999999999998,40.019999999999996
2019-06-07,51.46,43.12,1.08,52.480000000000004,3.2399999999999998,37.699999999999996
2019-06-08,57.66,35.28,0.75,51.2,1.6199999999999999,49.3
2019-06-09,57.6,32.9,0.6599999999999999,59.160000000000004,1.8900000000000001,55.459999999999994
2019-06-10,51.84,45.12,1.5,56.440000000000005,3.0100000000000002,37.76
2019-06-11,52.480000000000004,40.89,1.3499999999999999,54.400000000000006,3.08,37.76
2019-06-12,53.120000000000005,46.529999999999994,1.71,61.2,4.2,37.169999999999995
2019-06-13,57.6,41.83,2.16,52.36000000000001,7.000000000000001,38.35
2019-06-14,58.88,38.54,2.1,53.720000000000006,4.0600000000000005,40.12
2019-06-15,64.0,31.959999999999997,0.39,48.28,2.0300000000000002,54.87
2019-06-16,54.81,31.740000000000002,1.12,48.910000000000004,2.04,64.0
2019-06-17,53.55,40.02,2.52,56.95,3.48,44.160000000000004
2019-06-18,53.55,46.0,3.56,67.0,3.0,42.24
2019-06-19,53.55,45.080000000000005,2.44,63.650000000000006,3.36,47.36
2019-06-20,54.18,40.02,4.0,57.620000000000005,3.96,45.44
2019-06-21,57.96,39.1,3.24,60.970000000000006,3.48,45.44
2019-06-22,61.11,28.52,0.76,53.6,2.1,60.160000000000004
2019-06-23,60.160000000000004,33.839999999999996,0.78,58.22,1.1,55.459999999999994
2019-06-24,55.04,41.83,1.7999999999999998,57.51,3.1,37.76
2019-06-25,53.120000000000005,44.18,1.56,65.32,2.75,38.94
2019-06-26,53.76,40.419999999999995,1.7999999999999998,68.16,3.0,38.94
2019-06-27,55.04,44.65,2.19,66.74,2.5500000000000003,37.169999999999995
2019-06-28,54.4,38.54,2.25,68.16,1.8,40.71
2019-06-29,62.72,28.669999999999998,0.57,59.64,1.25,47.79
2019-06-30,54.9,26.0,1.26,56.95,1.35,61.1
2019-07-01,56.12,34.800000000000004,2.67,67.0,4.75,44.2
2019-07-02,53.07,35.6,2.34,65.66000000000001,5.0,45.5
2019-07-03,51.85,32.4,2.37,50.92,4.3,50.7
2019-07-04,51.85,24.400000000000002,1.02,42.21,3.2,63.7
2019-07-05,54.29,26.0,1.6199999999999999,52.93,3.35,55.9
2019-07-06,55.51,26.400000000000002,0.75,42.21,1.1,61.75
2019-07-07,51.33,31.05,1.23,47.57,1.2,59.0
2019-07-08,50.739999999999995,35.550000000000004,2.37,55.61000000000001,2.6,38.94
2019-07-09,50.15,42.300000000000004,1.98,56.28,3.16,42.48
2019-07-10,50.15,40.050000000000004,3.0,54.940000000000005,2.88,41.89
2019-07-11,51.33,42.300000000000004,2.28,58.290000000000006,2.56,43.07
2019-07-12,53.099999999999994,39.15,2.37,49.580000000000005,2.8000000000000003,47.199999999999996
2019-07-13,59.0,28.8,0.51,51.59,1.84,56.05
2019-07-14,57.04,29.44,0.78,52.5,2.1,59.0
2019-07-15,53.94,36.800000000000004,1.98,57.4,3.4000000000000004,44.839999999999996
2019-07-16,54.56,46.0,1.41,54.599999999999994,3.2,45.43
2019-07-17,53.32,40.480000000000004,2.82,58.8,3.9000000000000004,40.71
2019-07-18,53.32,42.32,1.65,54.599999999999994,3.9000000000000004,42.48
2019-07-19,54.56,34.5,1.47,61.599999999999994,4.1000000000000005,42.48
2019-07-20,60.14,32.660000000000004,1.02,50.4,1.6500000000000001,53.69
2019-07-21,58.9,29.92,0.63,60.029999999999994,2.4000000000000004,55.85999999999999
2019-07-22,53.94,38.72,2.67,57.959999999999994,3.35,40.47
2019-07-23,52.7,36.96,2.52,63.48,3.25,39.33
2019-07-24,52.7,36.52,2.07,51.059999999999995,4.3,38.76
2019-07-25,53.32,36.52,1.71,56.58,3.1500000000000004,39.33
2019-07-26,54.56,34.76,1.89,58.65,2.5,43.31999999999999
2019-07-27,62.0,28.6,0.9299999999999999,47.61,1.5,53.58
2019-07-28,58.28,28.7,0.51,51.59,1.44,55.28999999999999
2019-07-29,53.94,32.39,2.16,53.6,2.96,38.19
2019-07-30,53.94,33.62,1.7999999999999998,60.300000000000004,2.64,37.05
2019-07-31,52.7,31.569999999999997,2.13,51.59,2.72,37.05
2019-08-01,57.04,28.29,2.2199999999999998,50.25,3.16,34.769999999999996
2019-08-02,55.18,25.009999999999998,2.79,52.260000000000005,2.92,37.05
2019-08-03,60.76,20.91,0.99,52.93,1.12,44.459999999999994
2019-08-04,53.69,22.549999999999997,0.6,52.36000000000001,1.4500000000000002,49.50000000000001
2019-08-05,52.51,28.7,3.0,47.6,4.45,32.45
2019-08-06,48.379999999999995,29.52,2.4299999999999997,57.800000000000004,3.85,33.550000000000004
2019-08-07,48.97,29.11,2.88,53.720000000000006,3.35,33.550000000000004
2019-08-08,50.15,29.52,2.55,49.64,3.6500000000000004,31.35
2019-08-09,55.459999999999994,27.88,1.95,47.6,3.1,37.95
2019-08-10,59.0,20.09,0.48,46.92,1.8,44.0
2019-08-11,59.78,24.84,0.96,57.0,1.2000000000000002,52.199999999999996
2019-08-12,54.29,33.120000000000005,2.8000000000000003,54.75,2.95,34.22
2019-08-13,52.46,35.42,2.72,63.0,3.1500000000000004,38.279999999999994
2019-08-14,53.07,38.64,2.44,74.25,5.0,34.8
2019-08-15,54.29,37.260000000000005,2.6,65.25,3.0500000000000003,34.8
2019-08-16,55.51,33.120000000000005,2.8000000000000003,61.5,2.25,39.44
2019-08-17,59.78,25.76,0.48,47.25,1.75,47.559999999999995
2019-08-18,57.599999999999994,27.5,0.96,56.24,1.35,50.16
2019-08-19,52.199999999999996,44.5,1.8299999999999998,74.0,2.7,37.05
2019-08-20,51.6,42.0,2.01,69.56,2.5,31.349999999999998
2019-08-21,49.199999999999996,47.5,1.53,55.5,3.8000000000000003,33.059999999999995
2019-08-22,52.199999999999996,45.5,0.9299999999999999,59.94,2.3000000000000003,33.629999999999995
2019-08-23,51.6,43.0,2.25,54.76,3.0500000000000003,36.48
2019-08-24,58.8,29.0,0.6,61.42,1.85,56.99999999999999
2019-08-25,53.01,31.200000000000003,0.6,46.24,0.84,55.099999999999994
2019-08-26,47.309999999999995,43.68,1.5,50.32,2.36,38.279999999999994
2019-08-27,47.309999999999995,52.0,2.67,49.64,2.88,36.54
2019-08-28,47.879999999999995,52.0,2.9099999999999997,55.760000000000005,2.68,34.22
2019-08-29,46.739999999999995,44.72,1.5,51.00000000000001,2.2800000000000002,35.96
2019-08-30,47.879999999999995,44.2,1.56,49.64,2.24,37.699999999999996
2019-08-31,53.58,28.6,0.24,48.28,0.72,42.919999999999995
2019-09-01,41.800000000000004,27.04,0.06,35.1,0.24,54.18
2019-09-02,43.45,27.560000000000002,0.18,35.1,0.36,63.0
2019-09-03,39.050000000000004,41.08,0.57,37.7,0.52,44.1
2019-09-04,39.6,44.72,0.42,40.95,0.6,40.32
2019-09-05,38.5,43.160000000000004,0.42,41.6,0.84,35.910000000000004
2019-09-06,40.150000000000006,38.480000000000004,0.6,39.0,0.64,39.06
2019-09-07,45.1,27.04,0.24,45.5,0.36,47.25
2019-09-08,43.68000000000001,33.629999999999995,0.15,40.019999999999996,0.36,43.5
2019-09-09,40.88,53.69,0.48,51.059999999999995,1.02,35.379999999999995
2019-09-10,39.760000000000005,54.279999999999994,0.48,39.33,1.02,32.48
2019-09-11,39.760000000000005,48.97,0.51,48.989999999999995,1.02,33.64
2019-09-12,40.32000000000001,52.51,0.78,53.129999999999995,1.2,36.54
2019-09-13,40.32000000000001,44.839999999999996,0.36,40.709999999999994,0.96,37.699999999999996
2019-09-14,48.720000000000006,30.68,0.54,49.67999999999999,1.26,45.239999999999995
2019-09-15,57.96,38.43,2.24,49.4,7.05,42.919999999999995
2019-09-16,63.0,59.22,7.000000000000001,76.0,15.0,38.279999999999994
2019-09-17,54.81,63.0,3.5700000000000003,60.8,9.15,34.22
2019-09-18,48.51,62.37,2.1700000000000004,57.76,5.7,34.22
2019-09-19,49.14,57.96,1.61,49.4,4.8,35.96
2019-09-20,46.62,54.18,1.33,44.08,3.0,35.96
2019-09-21,54.81,35.28,0.49000000000000005,46.36,2.25,45.82
2019-09-22,46.98,37.199999999999996,0.18,50.4,0.55,44.24
2019-09-23,43.5,52.8,0.72,48.239999999999995,1.1,32.480000000000004
2019-09-24,43.5,56.4,0.6599999999999999,49.68,0.9500000000000001,31.92
2019-09-25,42.919999999999995,54.0,0.6599999999999999,47.519999999999996,1.0,31.92
2019-09-26,41.76,51.0,0.44999999999999996,48.239999999999995,0.75,33.040000000000006
2019-09-27,42.339999999999996,49.199999999999996,0.44999999999999996,51.839999999999996,0.8,35.28
2019-09-28,49.3,33.6,0.12,51.12,0.2,43.120000000000005
2019-09-29,43.68000000000001,34.22,0.24,43.52,0.4,46.019999999999996
2019-09-30,41.440000000000005,51.33,0.57,47.6,0.8,35.989999999999995
2019-10-01,46.480000000000004,50.739999999999995,3.0,40.800000000000004,4.45,38.94
2019-10-02,47.040000000000006,51.919999999999995,2.61,50.32,4.75,40.71
2019-10-03,47.040000000000006,48.97,2.82,44.88,5.0,42.48
2019-10-04,48.160000000000004,47.79,1.29,42.84,4.8500000000000005,44.25
2019-10-05,56.00000000000001,31.27,0.84,40.120000000000005,2.35,51.919999999999995
2019-10-06,50.96000000000001,33.059999999999995,0.0,38.4,1.35,54.72
2019-10-07,48.160000000000004,45.599999999999994,2.85,48.64,3.9000000000000004,40.47
2019-10-08,47.6,49.589999999999996,1.95,36.480000000000004,4.7,38.76
2019-10-09,47.040000000000006,46.739999999999995,2.19,42.88,3.9000000000000004,37.05
2019-10-10,48.160000000000004,47.309999999999995,1.5899999999999999,37.76,4.05,39.9
2019-10-11,49.28,40.47,1.08,48.0,3.3000000000000003,43.31999999999999
2019-10-12,54.32000000000001,27.36,0.87,42.24,2.15,53.01
2019-10-13,50.96000000000001,30.240000000000002,0.42,42.599999999999994,1.68,58.41
2019-10-14,49.28,44.24,2.55,54.669999999999995,2.36,44.839999999999996
2019-10-15,48.160000000000004,46.480000000000004,1.41,53.25,2.8000000000000003,40.12
2019-10-16,48.160000000000004,47.040000000000006,2.6999999999999997,47.57,3.3200000000000003,43.07
2019-10-17,48.720000000000006,45.92,2.34,57.51,3.2,44.25
2019-10-18,49.28,45.92,0.8999999999999999,50.41,2.64,44.839999999999996
2019-10-19,53.760000000000005,26.880000000000003,0.21,43.309999999999995,0.92,57.23
2019-10-20,49.50000000000001,34.8,0.42,55.44,2.7,60.0
2019-10-21,47.85,52.8,1.2,71.28,4.4,49.8
2019-10-22,46.75000000000001,60.0,2.37,88.0,3.4000000000000004,44.4
2019-10-23,47.300000000000004,48.6,2.28,77.44,3.35,45.6
2019-10-24,46.75000000000001,52.8,1.95,81.84,2.25,47.4
2019-10-25,46.2,46.199999999999996,1.29,73.04,3.9000000000000004,46.8
2019-10-26,52.25000000000001,31.799999999999997,0.6599999999999999,75.68,2.0500000000000003,55.8
2019-10-27,47.17,38.64,0.63,46.24,1.2,60.76
2019-10-28,44.52,47.040000000000006,2.07,42.160000000000004,2.2,44.64
2019-10-29,44.52,49.84,1.74,46.24,2.6,47.74
2019-10-30,42.400000000000006,47.6,1.74,47.6,3.04,46.5
2019-10-31,39.75,42.00000000000001,2.67,42.160000000000004,2.48,47.12
2019-11-01,42.400000000000006,44.800000000000004,2.19,64.60000000000001,1.48,22.94
2019-11-02,53.0,28.560000000000002,0.8999999999999999,61.88,1.68,30.38
2019-11-03,53.58,33.059999999999995,0.8999999999999999,53.199999999999996,1.5,33.660000000000004
2019-11-04,50.73,52.779999999999994,1.8299999999999998,65.1,3.35,25.080000000000002
2019-11-05,48.449999999999996,51.62,1.8299999999999998,64.39999999999999,3.6500000000000004,24.42
2019-11-06,46.739999999999995,53.36,2.55,66.5,5.0,23.76
2019-11-07,47.879999999999995,57.419999999999995,2.4899999999999998,65.8,4.1000000000000005,25.080000000000002
2019-11-08,49.589999999999996,47.559999999999995,0.99,70.0,2.7,26.400000000000002
2019-11-09,55.85999999999999,30.74,0.39,56.0,1.6500000000000001,29.700000000000003
2019-11-10,51.150000000000006,34.22,0.5,61.64,1.92,34.980000000000004
2019-11-11,48.400000000000006,50.15,0.9400000000000001,56.28,1.76,26.400000000000002
2019-11-12,44.550000000000004,59.0,0.76,60.970000000000006,1.84,24.42
2019-11-13,46.75000000000001,54.87,1.36,59.63,2.24,23.76
2019-11-14,46.2,53.099999999999994,0.78,60.300000000000004,3.24,24.42
2019-11-15,46.2,51.919999999999995,1.06,52.93,1.6400000000000001,24.42
2019-11-16,54.45,29.5,0.58,57.620000000000005,1.32,30.360000000000003
2019-11-17,52.64000000000001,36.0,0.34,42.21,1.16,38.339999999999996
2019-11-18,47.6,54.6,1.12,51.03,2.36,27.689999999999998
2019-11-19,45.92,58.8,2.0,56.07,3.16,28.4
2019-11-20,45.36000000000001,57.599999999999994,1.24,52.92,3.2,27.689999999999998
2019-11-21,46.480000000000004,51.6,0.88,48.51,2.56,29.11
2019-11-22,45.92,48.0,1.68,52.92,2.6,31.95
2019-11-23,54.88,32.4,0.58,47.25,1.16,36.21
2019-11-24,50.6,25.96,0.29,46.199999999999996,0.99,53.199999999999996
2019-11-25,47.85,37.84,0.6900000000000001,48.0,1.44,42.75
2019-11-26,47.300000000000004,35.64,0.8200000000000001,49.199999999999996,1.77,48.449999999999996
2019-11-27,47.85,28.16,0.58,46.199999999999996,1.8299999999999998,52.25
2019-11-28,44.550000000000004,21.56,0.21,46.8,0.75,95.0
2019-11-29,43.45,18.92,0.28,43.8,1.3499999999999999,52.25
2019-11-30,47.85,20.68,0.25,44.4,1.41,53.199999999999996
2019-12-01,44.72,31.92,0.39,47.88,2.2,50.82
2019-12-02,41.6,47.6,2.25,39.06,4.0,42.9
2019-12-03,41.6,50.96000000000001,1.89,54.81,4.800000000000001,38.940000000000005
2019-12-04,41.6,55.440000000000005,2.25,40.32,4.3,34.32
2019-12-05,42.64,51.52,2.28,42.84,5.0,36.300000000000004
2019-12-06,44.72,45.36000000000001,3.0,39.06,4.95,38.28
2019-12-07,49.4,30.800000000000004,0.8099999999999999,43.47,2.25,50.160000000000004
2019-12-08,47.7,33.059999999999995,0.62,54.940000000000005,1.68,50.25
2019-12-09,42.93,51.62,0.84,49.580000000000005,2.4,38.86
2019-12-10,42.400000000000006,55.67999999999999,0.92,54.940000000000005,3.4,37.52
2019-12-11,42.400000000000006,57.99999999999999,0.9,50.25,3.04,40.870000000000005
2019-12-12,43.46,55.099999999999994,1.06,46.900000000000006,2.48,40.870000000000005
2019-12-13,45.580000000000005,48.72,1.22,45.56,2.56,38.86
2019-12-14,49.29,33.059999999999995,0.36,51.59,1.72,48.24
2019-12-15,49.14,28.0,0.72,46.800000000000004,1.96,48.3
2019-12-16,45.900000000000006,47.0,1.22,42.25,3.12,42.089999999999996
2019-12-17,46.440000000000005,48.0,1.92,53.95,3.16,43.47
2019-12-18,44.82,38.0,1.46,50.7,3.56,40.709999999999994
2019-12-19,43.74,35.0,1.18,40.300000000000004,3.52,42.779999999999994
2019-12-20,47.52,28.0,1.8,47.45,2.04,43.47
2019-12-21,52.92,22.5,0.38,37.7,0.88,52.44
2019-12-22,52.44,14.26,0.33,45.88,0.6,73.03999999999999
2019-12-23,55.28999999999999,14.879999999999999,0.51,39.68,1.53,59.76
2019-12-24,51.3,12.09,0.32,34.72,1.68,72.21
2019-12-25,39.33,13.02,0.21,40.3,0.96,83.0
2019-12-26,52.44,13.33,0.45,42.78,2.04,60.589999999999996
2019-12-27,54.72,16.43,0.54,40.3,2.04,56.44
2019-12-28,56.99999999999999,12.4,0.14,47.74,0.8999999999999999,63.08
2019-12-29,54.279999999999994,18.5,1.17,77.0,1.85,51.099999999999994
2019-12-30,56.05,19.61,1.71,64.68,1.85,39.199999999999996
2019-12-31,55.459999999999994,17.759999999999998,2.04,74.69,4.0,46.9
2020-01-01,45.43,14.8,0.15,50.050000000000004,0.9500000000000001,70.0
2020-01-02,53.69,21.09,1.02,57.75,1.5,44.099999999999994
2020-01-03,57.23,19.98,1.89,56.21,5.0,44.099999999999994
2020-01-04,59.0,17.39,0.75,45.43,2.4000000000000004,51.8
2020-01-05,57.599999999999994,26.5,0.45,44.019999999999996,2.56,42.74999999999999
2020-01-06,52.199999999999996,34.980000000000004,3.5,39.76,5.36,31.349999999999998
2020-01-07,54.6,36.04,1.4000000000000001,43.309999999999995,4.64,29.069999999999997
2020-01-08,57.0,43.46,5.0,44.019999999999996,7.2,31.919999999999998
2020-01-09,52.199999999999996,43.99,2.15,48.989999999999995,3.44,29.639999999999997
2020-01-10,55.199999999999996,40.81,1.35,44.019999999999996,4.08,33.059999999999995
2020-01-11,58.199999999999996,27.03,0.35000000000000003,48.989999999999995,2.16,38.76
2020-01-12,51.3,31.349999999999998,0.27,47.449999999999996,1.7000000000000002,36.18
2020-01-13,50.16,51.3,0.48,47.449999999999996,1.75,29.160000000000004
2020-01-14,48.449999999999996,47.309999999999995,0.8099999999999999,73.0,2.0,28.62
2020-01-15,46.739999999999995,52.44,0.54,42.339999999999996,2.35,28.080000000000002
